Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMF_M_R
3398,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3399,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3400,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3401,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3402,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3403,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3404,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3405,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3406,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3407,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
3408,Water,Forest,Water,NULL,Water,NULL,NULL,Cropland
3409,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
3410,Water,Forest,Water,NULL,Water,NULL,NULL,Water
3411,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
3412,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3413,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3414,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
3415,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3416,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
3417,Water,Forest,Water,Water,Water,NULL,NULL,Water
3418,Water,Forest,Water,Water,Water,NULL,NULL,Forest
3419,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3420,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3421,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3422,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3423,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3424,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3425,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3426,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3427,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3428,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3429,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3430,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3431,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3432,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3433,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3434,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3435,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3436,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3437,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3438,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3439,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3440,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3441,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3442,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3443,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3444,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3445,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3446,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3447,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3448,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3449,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3450,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3451,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3452,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3453,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3454,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3455,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3456,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3457,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3458,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3459,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3460,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3461,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3462,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3463,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3464,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3465,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3466,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3467,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3468,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3469,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3470,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3471,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3472,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3473,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3474,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3475,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3476,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3477,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3478,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3479,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3480,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3481,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3482,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3483,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3484,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3485,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3486,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3487,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3488,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
3489,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
3490,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
3491,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3492,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3493,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3494,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
3495,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3496,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3497,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3498,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3499,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3500,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3501,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3502,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3503,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3504,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3505,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3506,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3507,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3508,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3509,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3510,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3511,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3512,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3513,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3514,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3515,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3516,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3517,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3518,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3519,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3520,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3521,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3522,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3523,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3524,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3525,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3526,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3527,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3528,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3529,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3530,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3531,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3532,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3533,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3534,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3535,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
3536,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3537,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3538,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3539,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
3540,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3541,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3542,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3543,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3544,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3545,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3546,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3547,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
3548,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3549,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3550,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3551,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3552,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3553,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3554,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3555,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3556,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3557,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3558,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3559,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3560,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3561,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3562,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3563,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3564,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
3565,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3566,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3567,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3568,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3569,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3570,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3571,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3572,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3573,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3574,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3575,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3576,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3577,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3578,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3579,Permanent_ice_and_snow,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3580,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3581,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3582,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3583,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3584,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3585,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3586,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3587,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3588,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3589,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3590,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3591,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3592,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3593,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3594,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3595,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3596,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3597,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3598,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Water
3599,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Forest
3600,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3601,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3602,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3603,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3604,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3605,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3606,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3607,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3608,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3609,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3610,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3611,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3612,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3613,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3614,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3615,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3616,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3617,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3618,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3619,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
3620,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3621,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3622,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3623,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3624,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3625,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
3626,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
3627,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
3628,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3629,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Cropland
3630,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3631,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3632,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3633,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3634,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3635,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3636,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3637,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3638,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3639,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3640,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3641,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3642,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3643,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3644,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3645,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3646,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3647,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3648,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3649,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3650,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3651,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3652,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3653,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3654,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3655,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3656,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3657,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3658,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3659,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3660,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3661,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3662,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3663,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3664,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3665,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3666,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3667,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3668,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3669,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3670,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3671,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3672,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3673,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3674,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3675,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3676,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3677,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3678,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3679,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3681,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3682,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3683,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3684,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3685,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3687,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3688,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3689,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3690,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3691,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
