Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQT_M_R
1461,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1462,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1463,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1464,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1465,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1466,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1467,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1468,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1469,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1470,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1471,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1472,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1473,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1474,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1475,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1476,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1477,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1478,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1479,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1480,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1481,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1482,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1483,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1484,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1485,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1486,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1487,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1488,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1489,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1490,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1491,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1492,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1493,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1494,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1495,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
1496,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1497,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1498,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1499,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1500,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1501,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1502,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1503,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1504,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
1505,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1506,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1507,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1508,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1509,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1510,Forest,NULL,Water,Water,Water,Water,Water,Water
1511,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1512,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1513,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1514,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1515,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1516,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1517,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1518,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1519,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1520,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1521,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1522,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1523,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1524,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1525,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1526,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1527,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1528,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1529,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1530,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1531,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1532,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1533,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1534,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1535,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1536,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1537,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1538,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1539,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1540,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1541,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1542,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1543,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1544,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1545,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1546,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1547,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1548,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1549,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1550,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1551,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1552,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1553,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1554,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1555,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1556,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1557,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1558,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1559,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1560,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1561,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1562,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1563,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1564,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1565,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1566,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1567,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1568,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1569,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1570,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1571,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1572,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1573,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1574,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1575,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1576,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1577,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1578,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1579,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1580,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1581,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1582,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1583,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1584,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1587,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1588,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1589,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1590,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1591,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1592,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1593,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1594,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1595,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1596,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1598,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1599,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1600,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1601,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1602,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1603,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1604,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1605,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1606,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1607,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1608,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1609,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1610,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1611,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1612,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1613,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1614,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1615,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1616,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1617,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1618,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1619,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1620,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1621,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1622,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1623,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1624,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1625,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1626,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1627,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1628,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1629,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1630,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1631,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1632,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1633,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1634,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1635,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1636,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1637,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
1638,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1639,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1640,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1641,Forest,Wetland,Water,Water,Water,Water,Water,Water
1642,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1643,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1644,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1645,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1646,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1647,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1648,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1649,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1650,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1651,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1652,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1653,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1654,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1655,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1656,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1657,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
1658,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1659,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1660,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1661,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1662,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1663,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1664,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1665,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1666,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1667,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1668,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1669,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1670,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1671,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1672,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1685,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1686,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1687,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1688,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1689,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1690,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1691,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1692,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1693,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1694,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1695,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1697,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1698,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1699,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1700,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1701,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1702,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1703,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1704,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1705,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1706,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1707,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1708,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1709,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1710,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1711,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1712,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1713,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1714,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1715,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1716,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1717,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1718,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1719,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1720,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1721,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1722,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1723,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1724,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1725,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1726,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1727,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1728,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1729,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1730,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1731,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1732,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1733,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1734,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1735,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1736,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1737,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1738,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1739,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1740,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1741,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1742,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1743,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1744,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1745,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1746,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1747,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1748,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1749,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1750,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1751,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1752,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1753,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1754,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1755,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1756,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1757,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1758,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1759,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1760,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1761,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1762,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1763,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1764,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1765,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1766,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1767,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1768,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1769,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1770,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1771,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1772,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1773,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1774,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1775,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1776,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1777,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1778,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1779,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1780,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1781,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1782,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1783,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1784,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1785,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1786,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1787,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1788,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1789,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1790,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1791,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1792,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1793,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1794,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
1795,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1796,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
