Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQR_M_R
863,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
864,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
865,Wetland,Water,Cropland,Water,Non_Wetland,Water
866,Wetland,Water,Wetland,Water,Wetland,Water
867,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
868,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
869,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
870,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
871,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
872,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
873,Wetland,Water,Bareland,Water,Non_Wetland,Water
874,Wetland,Water,Bareland,Water,Non_Wetland,Forest
875,Wetland,Water,Water,Non_Water,Water,Bareland
876,Wetland,Water,Water,Water,Water,Grassland
877,Wetland,Water,Water,Water,Water,Bareland
878,Wetland,Water,Water,Water,Water,Water
879,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
880,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
881,Wetland,Water,Forest,NULL,Non_Wetland,Forest
882,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
883,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
884,Wetland,Water,Forest,Water,Non_Wetland,Grassland
885,Wetland,Water,Forest,Water,Non_Wetland,Bareland
886,Wetland,Water,Forest,Water,Non_Wetland,Water
887,Wetland,Water,Forest,Water,Non_Wetland,Forest
888,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
889,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
890,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
891,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
892,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
893,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
894,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
899,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
900,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
901,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
902,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
903,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
904,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
905,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
906,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
907,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
908,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
909,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
910,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
911,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
912,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
913,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
914,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
915,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
916,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
917,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
918,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
919,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
920,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
921,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
922,Bareland,NULL,Cropland,Water,Non_Wetland,Water
923,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
924,Bareland,NULL,Wetland,NULL,Wetland,Water
925,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
926,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
927,Bareland,NULL,Wetland,Water,Wetland,Grassland
928,Bareland,NULL,Wetland,Water,Wetland,Bareland
929,Bareland,NULL,Wetland,Water,Wetland,Water
930,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
931,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
932,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
933,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
934,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
935,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
936,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
937,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
938,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
939,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
940,Bareland,NULL,Water,NULL,Water,Grassland
941,Bareland,NULL,Water,NULL,Water,Forest
942,Bareland,NULL,Water,Non_Water,Water,Grassland
943,Bareland,NULL,Water,Non_Water,Water,Bareland
944,Bareland,NULL,Water,Non_Water,Water,Forest
945,Bareland,NULL,Water,Water,Water,Grassland
946,Bareland,NULL,Water,Water,Water,Bareland
947,Bareland,NULL,Water,Water,Water,Water
948,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
949,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
950,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
951,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
952,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
953,Bareland,NULL,Forest,NULL,Non_Wetland,Water
954,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
955,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
956,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
957,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
958,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
959,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
960,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
961,Bareland,NULL,Forest,Water,Non_Wetland,Water
962,Bareland,NULL,Forest,Water,Non_Wetland,Forest
963,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
964,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
965,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
966,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
967,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
968,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
970,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
971,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
972,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
973,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
974,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
976,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
977,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
978,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
979,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
980,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
981,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
982,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
983,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
984,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
985,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
986,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
987,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
988,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
989,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
990,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
991,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
992,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
993,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
994,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
995,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
996,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
997,Bareland,Bareland,NULL,Water,Non_Wetland,Water
998,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
999,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1000,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1001,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1002,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1003,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1004,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1006,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1007,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1008,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1009,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1010,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1011,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1012,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1013,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1014,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1015,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1016,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1017,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1018,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1019,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1020,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1021,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1022,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1023,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1024,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1025,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1026,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1027,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1028,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1029,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1030,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1031,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1032,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1033,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1034,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1035,Bareland,Bareland,Wetland,NULL,Wetland,Water
1036,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1037,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1038,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1039,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1040,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1041,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1042,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1043,Bareland,Bareland,Wetland,Water,Wetland,Water
1044,Bareland,Bareland,Wetland,Water,Wetland,Forest
1045,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1046,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1047,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1048,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1049,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1050,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1051,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1052,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1053,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1054,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1055,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1056,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1057,Bareland,Bareland,Water,NULL,Water,Grassland
1058,Bareland,Bareland,Water,NULL,Water,Cropland
1059,Bareland,Bareland,Water,NULL,Water,Bareland
1060,Bareland,Bareland,Water,NULL,Water,Water
1061,Bareland,Bareland,Water,NULL,Water,Forest
1062,Bareland,Bareland,Water,Non_Water,Water,Grassland
1063,Bareland,Bareland,Water,Non_Water,Water,Bareland
1064,Bareland,Bareland,Water,Non_Water,Water,Water
1065,Bareland,Bareland,Water,Non_Water,Water,Forest
1066,Bareland,Bareland,Water,Water,Water,Grassland
1067,Bareland,Bareland,Water,Water,Water,Bareland
1068,Bareland,Bareland,Water,Water,Water,Water
1069,Bareland,Bareland,Water,Water,Water,Forest
1070,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1071,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1072,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1073,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1074,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1075,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1076,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1077,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1078,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1079,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1080,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1081,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1082,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1083,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1084,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1085,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1086,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1087,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1088,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1089,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1090,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1091,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1092,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1093,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1094,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1095,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1096,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1097,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1098,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1099,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1100,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1101,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1102,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1103,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1104,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1105,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1106,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1107,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1108,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1109,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1110,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1111,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1112,Bareland,Built-up,Cropland,Water,Non_Wetland,Water
1113,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1114,Bareland,Built-up,Wetland,NULL,Wetland,Water
1115,Bareland,Built-up,Wetland,Non_Water,Wetland,Grassland
1116,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1117,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1118,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1119,Bareland,Built-up,Wetland,Water,Wetland,Water
1120,Bareland,Built-up,Wetland,Water,Wetland,Forest
1121,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1122,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1123,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1124,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1125,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1126,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1127,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1128,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1129,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1130,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1131,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1132,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1133,Bareland,Built-up,Water,NULL,Water,Grassland
1134,Bareland,Built-up,Water,NULL,Water,Water
1135,Bareland,Built-up,Water,NULL,Water,Forest
1136,Bareland,Built-up,Water,Non_Water,Water,Bareland
1137,Bareland,Built-up,Water,Non_Water,Water,Water
1138,Bareland,Built-up,Water,Non_Water,Water,Forest
1139,Bareland,Built-up,Water,Water,Water,Bareland
1140,Bareland,Built-up,Water,Water,Water,Forest
1141,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1142,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1143,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1144,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1145,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1146,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1147,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1148,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1149,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1150,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1151,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1152,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
1153,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1154,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1155,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1156,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1157,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1158,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1159,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1160,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1161,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1162,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1163,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1164,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1165,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1166,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1167,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1168,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1169,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1170,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1171,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1172,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1173,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1174,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1175,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1176,Bareland,Water,Grassland,Water,Non_Wetland,Water
1177,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1178,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1179,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1180,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1181,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
1182,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1183,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1184,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1185,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1186,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1187,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1188,Bareland,Water,Cropland,Water,Non_Wetland,Water
1189,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1190,Bareland,Water,Wetland,NULL,Wetland,Grassland
1191,Bareland,Water,Wetland,NULL,Wetland,Bareland
1192,Bareland,Water,Wetland,NULL,Wetland,Water
1193,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1194,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1195,Bareland,Water,Wetland,Non_Water,Wetland,Water
1196,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1197,Bareland,Water,Wetland,Water,Wetland,Grassland
1198,Bareland,Water,Wetland,Water,Wetland,Bareland
1199,Bareland,Water,Wetland,Water,Wetland,Water
1200,Bareland,Water,Wetland,Water,Wetland,Forest
1201,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1202,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1203,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1204,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1205,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1206,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1207,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1208,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1209,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1210,Bareland,Water,Bareland,Water,Non_Wetland,Water
1211,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1212,Bareland,Water,Water,NULL,Water,Grassland
1213,Bareland,Water,Water,NULL,Water,Bareland
1214,Bareland,Water,Water,NULL,Water,Water
1215,Bareland,Water,Water,NULL,Water,Forest
1216,Bareland,Water,Water,Non_Water,Water,Grassland
1217,Bareland,Water,Water,Non_Water,Water,Bareland
1218,Bareland,Water,Water,Non_Water,Water,Water
1219,Bareland,Water,Water,Non_Water,Water,Forest
1220,Bareland,Water,Water,Water,Water,Grassland
1221,Bareland,Water,Water,Water,Water,Bareland
1222,Bareland,Water,Water,Water,Water,Water
1223,Bareland,Water,Water,Water,Water,Forest
1224,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1225,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1226,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1227,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1228,Bareland,Water,Forest,NULL,Non_Wetland,Water
1229,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1230,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL
1231,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1232,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1233,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1234,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1235,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1236,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1237,Bareland,Water,Forest,Water,Non_Wetland,Built-up
1238,Bareland,Water,Forest,Water,Non_Wetland,Water
1239,Bareland,Water,Forest,Water,Non_Wetland,Forest
1240,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1241,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1242,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1243,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1244,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1245,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1246,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1247,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1248,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1249,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
1250,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1251,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1252,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1253,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1254,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1255,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1256,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1257,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1258,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1259,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1260,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1261,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1262,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1263,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1264,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1265,Bareland,Forest,Cropland,Water,Non_Wetland,Cropland
1266,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1267,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1268,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1269,Bareland,Forest,Wetland,Water,Wetland,Bareland
1270,Bareland,Forest,Wetland,Water,Wetland,Water
1271,Bareland,Forest,Wetland,Water,Wetland,Forest
1272,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1273,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1274,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1275,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1276,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1277,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1278,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1279,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1280,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1281,Bareland,Forest,Water,NULL,Water,Forest
1282,Bareland,Forest,Water,Non_Water,Water,Grassland
1283,Bareland,Forest,Water,Non_Water,Water,Forest
1284,Bareland,Forest,Water,Water,Water,Grassland
1285,Bareland,Forest,Water,Water,Water,Bareland
1286,Bareland,Forest,Water,Water,Water,Water
1287,Bareland,Forest,Water,Water,Water,Forest
1288,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
