Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPF_M_R
2639,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2640,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2641,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2642,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2643,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2644,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2645,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2646,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2647,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2648,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2649,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2650,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2651,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2652,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2653,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2654,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2655,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2656,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2657,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2658,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2659,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2660,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2661,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2662,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2663,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2664,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2665,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2666,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2667,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2668,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2669,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2670,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2671,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2672,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2673,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2674,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2675,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2676,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2677,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2678,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2679,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2680,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2681,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2682,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2683,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2684,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2685,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2686,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2687,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2688,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2689,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2690,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2691,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2692,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2693,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2694,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2695,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2696,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2697,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2698,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2699,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
2700,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2701,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2702,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2703,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2704,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2705,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2706,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2707,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2708,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2709,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2710,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2711,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
2712,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2713,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2714,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2715,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2716,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2717,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2718,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
2719,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2720,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2721,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2722,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
2723,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2724,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2725,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2726,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2727,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2728,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2729,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2730,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2731,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2732,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
2733,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2734,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
2735,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
2736,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2737,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2738,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2739,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2740,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2741,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2742,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2743,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2744,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2745,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2746,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2747,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2748,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2749,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2750,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2751,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2752,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2753,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2754,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2755,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2756,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2757,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2758,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2759,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2760,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2761,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2762,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2763,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2764,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2765,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2766,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2767,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2768,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2769,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2770,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2771,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2772,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2773,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2774,Water,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
2775,Water,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
2776,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
2777,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2778,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2779,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2780,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2781,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2782,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2783,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2784,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2785,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2786,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2787,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2788,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2789,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2790,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2791,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2792,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2793,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2794,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2795,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2796,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2797,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2798,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2799,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2800,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2801,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2802,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2803,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2804,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2805,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2806,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2807,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2808,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2809,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2810,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2811,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2812,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2813,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2814,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2815,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2816,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Forest
2817,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
2818,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
2819,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2820,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2821,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2822,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2823,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2824,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2825,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2826,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2827,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
2828,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
2829,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2830,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2831,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2832,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2833,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2834,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2835,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2836,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2837,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2838,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2839,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2840,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2841,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2842,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2843,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2844,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2845,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2846,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2847,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2848,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2849,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2850,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2851,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2852,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2853,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2854,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2855,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2856,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2857,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2858,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2859,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2860,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2861,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2862,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2863,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2864,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2865,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
2866,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2867,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2868,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
2869,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2870,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2871,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2872,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2873,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2874,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2875,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
2876,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2877,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2878,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2879,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
2880,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2881,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2882,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2883,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
2884,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2885,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2886,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2887,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2888,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2889,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2890,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
2891,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2892,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2893,Water,Water,Water,NULL,Water,NULL,Water,Water
2894,Water,Water,Water,NULL,Water,NULL,Water,Forest
2895,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2896,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2897,Water,Water,Water,NULL,Water,Cropland,Wetland,Forest
2898,Water,Water,Water,NULL,Water,Cropland,Water,Forest
2899,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2900,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2901,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2902,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2903,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2904,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
2905,Water,Water,Water,NULL,Water,Wetland,Water,Water
2906,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2907,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2908,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2909,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2910,Water,Water,Water,NULL,Water,Water,Wetland,Water
2911,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2912,Water,Water,Water,NULL,Water,Water,Bareland,Water
2913,Water,Water,Water,NULL,Water,Water,Water,Grassland
2914,Water,Water,Water,NULL,Water,Water,Water,Wetland
2915,Water,Water,Water,NULL,Water,Water,Water,Bareland
2916,Water,Water,Water,NULL,Water,Water,Water,Water
2917,Water,Water,Water,NULL,Water,Water,Water,Forest
2918,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2919,Water,Water,Water,NULL,Water,Water,Forest,Wetland
2920,Water,Water,Water,NULL,Water,Water,Forest,Water
2921,Water,Water,Water,NULL,Water,Water,Forest,Forest
2922,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2923,Water,Water,Water,NULL,Water,Forest,Water,Forest
2924,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2925,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2926,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
2927,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2928,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2929,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2930,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2931,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2932,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2933,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2934,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2935,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2936,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2937,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2938,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2939,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2940,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2941,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2942,Water,Water,Water,Non_Water,Water,Water,Water,Water
2943,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2944,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2945,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2946,Water,Water,Water,Water,Water,NULL,Wetland,Water
2947,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2948,Water,Water,Water,Water,Water,NULL,Water,Wetland
2949,Water,Water,Water,Water,Water,NULL,Water,Water
2950,Water,Water,Water,Water,Water,NULL,Water,Forest
2951,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2952,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2953,Water,Water,Water,Water,Water,Grassland,Water,Water
2954,Water,Water,Water,Water,Water,Grassland,Water,Forest
2955,Water,Water,Water,Water,Water,Cropland,Wetland,Water
2956,Water,Water,Water,Water,Water,Cropland,Wetland,Forest
2957,Water,Water,Water,Water,Water,Cropland,Water,Water
2958,Water,Water,Water,Water,Water,Cropland,Water,Forest
2959,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2960,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2961,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2962,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2963,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2964,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2965,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2966,Water,Water,Water,Water,Water,Wetland,Water,Water
2967,Water,Water,Water,Water,Water,Wetland,Water,Forest
2968,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
2969,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2970,Water,Water,Water,Water,Water,Water,Grassland,Water
2971,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2972,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2973,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2974,Water,Water,Water,Water,Water,Water,Wetland,Water
2975,Water,Water,Water,Water,Water,Water,Wetland,Forest
2976,Water,Water,Water,Water,Water,Water,Bareland,Water
2977,Water,Water,Water,Water,Water,Water,Water,Grassland
2978,Water,Water,Water,Water,Water,Water,Water,Wetland
2979,Water,Water,Water,Water,Water,Water,Water,Bareland
2980,Water,Water,Water,Water,Water,Water,Water,Water
2981,Water,Water,Water,Water,Water,Water,Water,Forest
2982,Water,Water,Water,Water,Water,Water,Forest,Grassland
2983,Water,Water,Water,Water,Water,Water,Forest,Forest
2984,Water,Water,Water,Water,Water,Forest,Wetland,Water
2985,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2986,Water,Water,Water,Water,Water,Forest,Water,Water
2987,Water,Water,Water,Water,Water,Forest,Water,Forest
2988,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2989,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2990,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2991,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2992,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2993,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2994,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2995,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2996,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2997,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
2998,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2999,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
3000,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3001,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3002,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3003,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3004,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3005,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3006,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3007,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3008,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3009,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3010,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3011,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3012,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3013,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3014,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3015,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3016,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3017,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3018,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3019,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3020,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3021,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3022,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3023,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
