Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBF_M_R
752,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
753,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
754,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
755,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
756,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
757,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
758,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
759,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
760,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
761,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
762,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
763,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
764,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
765,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
766,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
767,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
768,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
769,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
770,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
771,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
772,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
773,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
774,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
775,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
776,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
777,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
778,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
779,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
780,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
781,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
782,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
783,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
784,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
785,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
786,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
787,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
788,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
789,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
790,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
791,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
792,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
793,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
794,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
795,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
796,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
797,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
798,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
799,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
800,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
801,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
802,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
803,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
804,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
805,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
806,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
807,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
808,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
809,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
810,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
811,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
812,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
813,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
814,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
815,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
816,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
817,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
818,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
819,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
820,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
821,Water,Forest,Water,Water,Water,NULL,Water,Forest
822,Water,Forest,Water,Water,Water,Water,Wetland,Forest
823,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
824,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
825,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
826,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
827,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
828,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
829,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
830,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
831,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
832,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
833,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
834,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
835,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
836,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
837,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
838,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
839,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
840,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
841,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
842,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
843,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
844,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
845,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
846,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
847,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
848,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
849,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
850,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
851,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
852,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
853,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
854,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
856,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
857,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
858,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
859,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
860,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
861,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
862,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
863,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
864,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
865,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
867,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
868,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
869,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
870,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
871,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
872,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
873,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
874,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
876,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
877,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
879,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
880,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
881,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
882,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
883,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
884,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
885,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
886,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
887,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
888,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
889,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
890,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
891,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
892,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
893,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
894,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
895,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
896,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
897,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
898,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
899,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
900,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
901,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
902,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
903,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
904,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
905,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
906,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
907,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
908,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
909,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
910,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
911,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
912,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
913,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
914,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
915,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
916,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
917,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
918,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
919,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
920,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
921,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
922,Forest,NULL,Water,Water,Water,Water,Water,Bareland
923,Forest,NULL,Water,Water,Water,Water,Water,Forest
924,Forest,NULL,Water,Water,Water,Water,Forest,Forest
925,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
928,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
929,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
930,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
931,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
933,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
935,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
936,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
938,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
939,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
941,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
942,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
943,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
944,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
945,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
946,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
947,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
948,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
949,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
950,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
951,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
952,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
953,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
954,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
955,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
956,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
957,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
958,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
959,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
960,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
961,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
962,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
963,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
964,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
965,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
966,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
967,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
968,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
969,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
970,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
971,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
972,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
973,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
974,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
975,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
976,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
978,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
979,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
982,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
983,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
984,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
985,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
986,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
987,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
988,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
989,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
990,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
991,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
992,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
993,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
994,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Water
995,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
996,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
997,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
998,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
999,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1000,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1001,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1002,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1003,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1004,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1005,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1006,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1007,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1008,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Bareland
1009,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1010,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1011,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1012,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1013,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1014,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1015,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1016,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1017,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1018,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1019,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1020,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1021,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1022,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1023,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1024,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Bareland
1025,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
1026,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1027,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1028,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1029,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1030,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1031,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1032,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1033,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
1034,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1035,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
1036,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1037,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1038,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1039,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1040,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1041,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1042,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
1043,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1044,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1045,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1046,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1047,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1048,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1049,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
1050,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1051,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1052,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
1053,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
1054,Forest,Wetland,Water,NULL,Water,Water,Wetland,Bareland
1055,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1056,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1057,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1058,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
1059,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1060,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1061,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
1062,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
1063,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1064,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1065,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
1066,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1067,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Bareland
1068,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1069,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1070,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1071,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1072,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1073,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1074,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1075,Forest,Wetland,Water,Water,Water,Water,Wetland,Bareland
1076,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1077,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1078,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1079,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
1080,Forest,Wetland,Water,Water,Water,Water,Water,Water
1081,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1082,Forest,Wetland,Water,Water,Water,Water,Forest,Water
1083,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
1084,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1085,Forest,Wetland,Water,Water,Water,Forest,Water,Water
1086,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1087,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
1088,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1089,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
1091,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1093,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1094,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1095,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1096,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1097,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1098,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1099,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1100,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1101,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
1102,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1103,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1104,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1105,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
1106,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1107,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1108,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1109,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1110,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1111,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1112,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
