Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
707,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
709,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
710,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
712,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
713,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
714,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
716,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
717,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
718,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
722,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
723,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
724,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
726,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
729,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
732,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
733,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
734,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
735,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
738,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
739,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
740,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
741,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
742,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
743,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
745,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
746,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
747,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
748,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
750,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
751,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
752,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
753,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
754,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
755,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
756,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
757,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
758,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
759,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
760,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
761,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
762,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
764,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
769,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
770,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
771,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
776,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
777,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
779,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
780,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
781,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
783,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
785,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
787,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
795,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
796,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
797,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
799,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
800,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
801,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
802,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
803,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
804,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
805,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
806,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
807,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
808,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
809,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
810,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
811,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
812,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
813,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
816,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
817,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
818,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
819,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
820,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
821,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
822,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
823,Cropland,Wetland,Water,Water,Water,NULL,NULL,Bareland
824,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
825,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
826,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
828,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
829,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
833,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
834,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
835,Cropland,Bareland,Water,Water,Water,NULL,NULL,Grassland
836,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
837,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
838,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
839,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
840,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
841,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
847,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
848,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
850,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
851,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
852,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
853,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
855,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
856,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
857,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
859,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
860,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
862,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
868,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
869,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
870,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
871,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
872,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
874,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
875,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
876,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
877,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
878,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
879,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
880,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
881,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
882,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
883,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
884,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
886,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
887,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
888,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
889,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
890,Cropland,Water,Water,Water,Water,NULL,NULL,Water
891,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
892,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
894,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
895,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
896,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
900,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
901,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
902,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
903,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
904,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
906,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
908,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
909,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
912,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
913,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
914,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
915,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
916,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
917,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
918,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
919,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
920,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
921,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
923,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
925,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
926,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
927,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
928,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
929,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
931,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
933,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
934,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
935,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
936,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
937,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
938,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
939,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
940,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
941,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
942,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
943,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
944,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
945,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
946,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
947,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
948,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
949,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
950,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
951,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
952,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
953,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
954,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
955,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
956,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
957,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
958,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
959,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
960,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
961,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
962,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
963,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
964,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
965,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
966,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
968,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
969,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
970,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
971,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
972,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
973,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
974,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
975,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
976,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
977,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
978,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
981,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
983,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
984,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
985,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
986,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
989,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
990,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
994,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
995,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
996,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
997,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
999,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1000,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1001,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1002,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1003,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1004,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1005,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1006,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1007,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1008,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1009,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1010,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1011,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1012,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1013,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1014,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1015,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1016,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1019,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1023,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1024,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1025,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1026,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1027,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1028,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1029,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1030,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1031,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1032,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1033,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1034,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1035,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1036,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1037,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1038,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1039,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1043,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1044,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1046,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1047,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1048,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1049,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1050,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1051,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1052,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1053,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1054,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1056,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1057,Wetland,Bareland,Water,Water,Water,NULL,NULL,Wetland
