Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
13344,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
13345,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13346,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
13347,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
13348,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
13349,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
13350,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
13351,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
13352,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
13353,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
13354,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
13355,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
13356,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
13357,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
13358,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
13359,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
13360,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
13361,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
13362,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
13363,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
13364,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
13365,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
13366,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13367,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
13368,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
13369,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
13370,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
13371,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
13372,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
13373,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
13374,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
13375,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
13376,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13377,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13378,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
13379,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13380,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13381,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
13382,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13383,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
13384,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
13385,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13386,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
13387,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13388,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
13389,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
13392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13393,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13394,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13395,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
13396,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13397,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13398,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
13399,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13400,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
13401,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
13402,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
13403,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13404,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
13405,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
13406,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
13407,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13408,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13409,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13410,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
13411,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
13412,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
13413,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13414,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
13415,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
13416,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
13417,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
13418,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
13419,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
13420,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13421,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
13422,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
13423,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13424,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
13425,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
13426,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
13427,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
13428,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
13429,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
13430,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
13431,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Bareland
13432,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
13433,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
13434,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
13435,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
13436,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
13437,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
13438,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
13439,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
13440,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
13441,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
13442,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
13443,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
13444,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
13445,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
13446,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
13447,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
13448,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13449,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
13450,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13451,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
13452,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13453,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
13454,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
13455,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13456,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
13457,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
13458,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
13459,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
13460,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
13461,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
13462,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
13463,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13464,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13465,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
13466,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13467,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
13468,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
13469,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
13470,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
13471,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
13472,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
13473,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
13474,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13475,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13476,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13477,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
13478,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
13479,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13480,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
13481,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
13482,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
13483,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
13484,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
13485,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13486,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
13487,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
13488,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
13489,Forest,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
13490,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
13491,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
13492,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
13493,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
13494,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
13495,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
13496,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
13497,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13498,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
13499,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
13500,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
13501,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
13502,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
13503,Forest,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
13504,Forest,Water,Water,NULL,Water,NULL,Water,Water
13505,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
13506,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
13507,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
13508,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
13509,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
13510,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
13511,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
13512,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
13513,Forest,Water,Water,NULL,Water,Wetland,Shrubland,NULL
13514,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Water
13515,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
13516,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
13517,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
13518,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
13519,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
13520,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
13521,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
13522,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
13523,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
13524,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
13525,Forest,Water,Water,NULL,Water,Wetland,Water,Water
13526,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
13527,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
13528,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
13529,Forest,Water,Water,NULL,Water,Bareland,NULL,NULL
13530,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
13531,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Water
13532,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Forest
13533,Forest,Water,Water,NULL,Water,Bareland,Water,Water
13534,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
13535,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
13536,Forest,Water,Water,NULL,Water,Water,NULL,Water
13537,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
13538,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
13539,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
13540,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
13541,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
13542,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
13543,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
13544,Forest,Water,Water,NULL,Water,Water,Wetland,Water
13545,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
13546,Forest,Water,Water,NULL,Water,Water,Water,Wetland
13547,Forest,Water,Water,NULL,Water,Water,Water,Bareland
13548,Forest,Water,Water,NULL,Water,Water,Water,Water
13549,Forest,Water,Water,NULL,Water,Water,Water,Forest
13550,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
13551,Forest,Water,Water,NULL,Water,Water,Forest,Water
13552,Forest,Water,Water,NULL,Water,Water,Forest,Forest
13553,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
13554,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
13555,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
13556,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
13557,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
13558,Forest,Water,Water,NULL,Water,Forest,Water,Water
13559,Forest,Water,Water,NULL,Water,Forest,Water,Forest
13560,Forest,Water,Water,NULL,Water,Forest,Forest,Water
13561,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
13562,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
13563,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
13564,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
13565,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
13566,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
13567,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
13568,Forest,Water,Water,Non_Water,Water,Wetland,Water,NULL
13569,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
13570,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
13571,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
13572,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
13573,Forest,Water,Water,Non_Water,Water,Bareland,Water,Wetland
13574,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
13575,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
13576,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Forest
13577,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
13578,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
13579,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
13580,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
13581,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
13582,Forest,Water,Water,Non_Water,Water,Water,Water,NULL
13583,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
13584,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
13585,Forest,Water,Water,Non_Water,Water,Water,Water,Water
13586,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
13587,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
13588,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
13589,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
13590,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
13591,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
13592,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
13593,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
13594,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
13595,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
13596,Forest,Water,Water,Water,Water,Shrubland,Shrubland,NULL
13597,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
13598,Forest,Water,Water,Water,Water,Shrubland,Water,Water
13599,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
13600,Forest,Water,Water,Water,Water,Wetland,Shrubland,Forest
13601,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
13602,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
13603,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
13604,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
13605,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
13606,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
13607,Forest,Water,Water,Water,Water,Wetland,Water,Water
13608,Forest,Water,Water,Water,Water,Wetland,Water,Forest
13609,Forest,Water,Water,Water,Water,Wetland,Forest,Water
13610,Forest,Water,Water,Water,Water,Bareland,Water,Water
13611,Forest,Water,Water,Water,Water,Bareland,Water,Forest
13612,Forest,Water,Water,Water,Water,Bareland,Forest,Water
13613,Forest,Water,Water,Water,Water,Water,NULL,Water
13614,Forest,Water,Water,Water,Water,Water,NULL,Forest
13615,Forest,Water,Water,Water,Water,Water,Shrubland,Water
13616,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
13617,Forest,Water,Water,Water,Water,Water,Grassland,Water
13618,Forest,Water,Water,Water,Water,Water,Grassland,Forest
13619,Forest,Water,Water,Water,Water,Water,Wetland,NULL
13620,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
13621,Forest,Water,Water,Water,Water,Water,Wetland,Water
13622,Forest,Water,Water,Water,Water,Water,Wetland,Forest
13623,Forest,Water,Water,Water,Water,Water,Water,NULL
13624,Forest,Water,Water,Water,Water,Water,Water,Grassland
13625,Forest,Water,Water,Water,Water,Water,Water,Wetland
13626,Forest,Water,Water,Water,Water,Water,Water,Water
13627,Forest,Water,Water,Water,Water,Water,Water,Forest
13628,Forest,Water,Water,Water,Water,Water,Forest,Bareland
13629,Forest,Water,Water,Water,Water,Water,Forest,Water
13630,Forest,Water,Water,Water,Water,Water,Forest,Forest
13631,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
13632,Forest,Water,Water,Water,Water,Forest,Water,Water
13633,Forest,Water,Water,Water,Water,Forest,Water,Forest
13634,Forest,Water,Water,Water,Water,Forest,Forest,Water
13635,Forest,Water,Water,Water,Water,Forest,Forest,Forest
13636,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
13637,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13638,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13639,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13640,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13641,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13642,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13643,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13644,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13645,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
13646,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13647,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13648,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13649,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13650,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13651,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13652,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
13653,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
13654,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13655,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13656,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13657,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13658,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
13659,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13660,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13661,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13662,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13663,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
13664,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13665,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
13666,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
13667,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13668,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
13669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
13670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13671,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13672,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
13673,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13674,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
13675,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13676,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
13677,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13678,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
13679,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
13680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13685,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13686,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
13687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
13689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13690,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
13691,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13692,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13693,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13694,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
13695,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13696,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13697,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
13698,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
13699,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
13700,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13701,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13702,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
13703,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
13704,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
13705,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13706,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
13707,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13708,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
13709,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
13710,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13711,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13712,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
13713,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
13714,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13715,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
13716,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
13717,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
13718,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
13719,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13720,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
13721,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
