Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
3528,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3529,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3530,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
3531,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
3532,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3533,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3534,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3535,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3536,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
3537,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
3538,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
3539,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
3540,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
3541,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,NULL
3542,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3543,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3544,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Forest
3545,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
3546,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
3547,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
3548,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
3549,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
3550,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
3551,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
3552,Wetland,NULL,Water,Water,Water,Water,NULL,Wetland
3553,Wetland,NULL,Water,Water,Water,Water,NULL,Bareland
3554,Wetland,NULL,Water,Water,Water,Water,NULL,Water
3555,Wetland,NULL,Water,Water,Water,Water,Grassland,Bareland
3556,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
3557,Wetland,NULL,Water,Water,Water,Water,Water,Water
3558,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3559,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3560,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3561,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3562,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3563,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3564,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3565,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3566,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3567,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3568,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3569,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3570,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3571,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3572,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3573,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3574,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3575,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3576,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3577,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3578,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3579,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3580,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3581,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3582,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3583,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3584,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3585,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3586,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3587,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3588,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3589,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3590,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3591,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3592,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3593,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3594,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3595,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3596,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3597,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3598,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3599,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3600,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3601,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3602,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3603,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3604,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3605,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3606,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3607,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3608,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3609,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3610,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3611,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3612,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3613,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3614,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3615,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3616,Wetland,Cropland,Water,NULL,Water,NULL,NULL,NULL
3617,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3618,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3619,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3620,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
3621,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
3622,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3623,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
3624,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
3625,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
3626,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3627,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3628,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3629,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3630,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3631,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3632,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3633,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3634,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3635,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3636,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3637,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3638,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3639,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3640,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3641,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3642,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3643,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3644,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3645,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3646,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3647,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3648,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3649,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3650,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3651,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3652,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3653,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3654,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3655,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3656,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3657,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3658,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3659,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3660,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3661,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3662,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3663,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3664,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3665,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3666,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
3667,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
3668,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3669,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3670,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3671,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3672,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3673,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3674,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3675,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3676,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3677,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3678,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3679,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3680,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Bareland
3681,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Cropland
3682,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
3683,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
3684,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3685,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
3686,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3687,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3688,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
3689,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3690,Wetland,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
3691,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
3692,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
3693,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
3694,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
3695,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3696,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3697,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3698,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3699,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3700,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3701,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3702,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3703,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3704,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3705,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3706,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3707,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3708,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3709,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3710,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3711,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3712,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3713,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3714,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3715,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3716,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3717,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3718,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3719,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3720,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3721,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3722,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3723,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3724,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3725,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3726,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3727,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3728,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3729,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3730,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3731,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3732,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3733,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3734,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3735,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3736,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3737,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3738,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3739,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3740,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3741,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3742,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
3743,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3744,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3745,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
3746,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3747,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3748,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
3749,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3750,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3751,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3752,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3753,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
3754,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
3755,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
3756,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
3757,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
3758,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
3759,Wetland,Water,Water,Water,Water,NULL,NULL,Water
3760,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
3761,Wetland,Water,Water,Water,Water,Water,NULL,Water
3762,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3763,Wetland,Water,Water,Water,Water,Water,Water,Water
3764,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3765,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3766,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3767,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3768,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3769,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3770,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3771,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3772,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3773,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3774,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
3775,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3776,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3777,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3778,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3779,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3780,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3781,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3782,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3783,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3784,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3785,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3786,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3787,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3788,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3789,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3790,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3791,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3792,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3793,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3794,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3795,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3796,Wetland,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
3797,Wetland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3798,Wetland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
3799,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3800,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3801,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3802,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3803,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3804,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3805,Wetland,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
3806,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
3807,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
3808,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3809,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3810,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3811,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3812,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3813,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3814,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3815,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3816,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3817,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3818,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3819,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3820,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3821,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3822,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3823,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3824,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3825,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3826,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3827,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3828,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3829,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3830,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3831,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3832,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3833,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3834,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3835,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3836,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3837,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3838,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
3839,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3840,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3841,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3842,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3843,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3844,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3845,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3846,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3850,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3851,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3852,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3853,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3854,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3855,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3856,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3857,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3858,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3859,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3860,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3861,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3862,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3863,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3864,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3865,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3866,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3867,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3868,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
