Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEF_M_R
6644,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6645,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
6646,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6647,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6648,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6649,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
6650,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6651,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6652,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6653,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
6654,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6655,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6656,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6657,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6658,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6659,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
6660,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6661,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6662,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6663,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
6664,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6665,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6666,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6667,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6668,Wetland,NULL,Wetland,Water,NULL,Wetland,Wetland,Grassland
6669,Wetland,NULL,Wetland,Water,NULL,Wetland,Wetland,Forest
6670,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Grassland
6671,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
6672,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Bareland
6673,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Water
6674,Wetland,NULL,Wetland,Water,NULL,Water,Wetland,Wetland
6675,Wetland,NULL,Wetland,Water,NULL,Water,Water,Grassland
6676,Wetland,NULL,Wetland,Water,NULL,Water,Water,Wetland
6677,Wetland,NULL,Wetland,Water,NULL,Water,Water,Bareland
6678,Wetland,NULL,Wetland,Water,NULL,Water,Water,Water
6679,Wetland,NULL,Wetland,Water,NULL,Water,Water,Forest
6680,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6681,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
6682,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
6683,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6684,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6685,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
6686,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6687,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
6688,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6689,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
6690,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
6691,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6692,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
6693,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6694,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
6695,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6696,Wetland,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
6697,Wetland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
6698,Wetland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
6699,Wetland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Grassland
6700,Wetland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
6701,Wetland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
6702,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6703,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6704,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6705,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
6706,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
6707,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6708,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
6709,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6710,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
6711,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6712,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6713,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
6714,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6715,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
6716,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6717,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
6718,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6719,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6720,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6721,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
6722,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Bareland
6723,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6724,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6725,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6726,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
6727,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6728,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6729,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
6730,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6731,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
6732,Wetland,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
6733,Wetland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
6734,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
6735,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6736,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6737,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
6738,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6739,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6740,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
6741,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6742,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
6743,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6744,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6745,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6746,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
6747,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6748,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6749,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
6750,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
6751,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Water
6752,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Forest
6753,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6754,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6755,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6756,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6757,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
6758,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
6759,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
6760,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
6761,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6762,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6763,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
6764,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6765,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
6766,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
6767,Wetland,NULL,Water,NULL,Water,Grassland,Water,Wetland
6768,Wetland,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
6769,Wetland,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
6770,Wetland,NULL,Water,NULL,Water,Cropland,Wetland,Bareland
6771,Wetland,NULL,Water,NULL,Water,Cropland,Water,Wetland
6772,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6773,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
6774,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6775,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
6776,Wetland,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
6777,Wetland,NULL,Water,NULL,Water,Wetland,Bareland,Bareland
6778,Wetland,NULL,Water,NULL,Water,Wetland,Bareland,Built-up
6779,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
6780,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
6781,Wetland,NULL,Water,NULL,Water,Wetland,Water,Bareland
6782,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
6783,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
6784,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
6785,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
6786,Wetland,NULL,Water,NULL,Water,Bareland,Water,Bareland
6787,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
6788,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
6789,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
6790,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
6791,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
6792,Wetland,NULL,Water,NULL,Water,Water,Water,Bareland
6793,Wetland,NULL,Water,NULL,Water,Water,Water,Water
6794,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
6795,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
6796,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
6797,Wetland,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
6798,Wetland,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
6799,Wetland,NULL,Water,Non_Water,Water,Cropland,Wetland,Water
6800,Wetland,NULL,Water,Non_Water,Water,Cropland,Water,Wetland
6801,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6802,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6803,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
6804,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6805,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6806,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Bareland
6807,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
6808,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
6809,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
6810,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
6811,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
6812,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
6813,Wetland,NULL,Water,Non_Water,Water,Water,Water,Bareland
6814,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
6815,Wetland,NULL,Water,Water,NULL,Cropland,Water,Water
6816,Wetland,NULL,Water,Water,NULL,Wetland,Wetland,Bareland
6817,Wetland,NULL,Water,Water,NULL,Wetland,Wetland,Water
6818,Wetland,NULL,Water,Water,NULL,Wetland,Water,Bareland
6819,Wetland,NULL,Water,Water,NULL,Wetland,Water,Water
6820,Wetland,NULL,Water,Water,NULL,Water,Water,Grassland
6821,Wetland,NULL,Water,Water,NULL,Water,Water,Bareland
6822,Wetland,NULL,Water,Water,NULL,Water,Water,Water
6823,Wetland,NULL,Water,Water,NULL,Water,Water,Forest
6824,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
6825,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
6826,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Water
6827,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
6828,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
6829,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
6830,Wetland,NULL,Water,Water,Water,Cropland,Wetland,Grassland
6831,Wetland,NULL,Water,Water,Water,Cropland,Wetland,Cropland
6832,Wetland,NULL,Water,Water,Water,Cropland,Wetland,Wetland
6833,Wetland,NULL,Water,Water,Water,Cropland,Water,Wetland
6834,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
6835,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Cropland
6836,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6837,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Bareland
6838,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
6839,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
6840,Wetland,NULL,Water,Water,Water,Wetland,Water,Cropland
6841,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
6842,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
6843,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
6844,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
6845,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
6846,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
6847,Wetland,NULL,Water,Water,Water,Bareland,Water,Bareland
6848,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
6849,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
6850,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
6851,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
6852,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
6853,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
6854,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
6855,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
6856,Wetland,NULL,Water,Water,Water,Water,Water,Water
6857,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6858,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6859,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6860,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6861,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6862,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6863,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6864,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6865,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6866,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6867,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6868,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6869,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6870,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6871,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6872,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
6873,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
6874,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6875,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Bareland
6876,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
6877,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6878,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6879,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6880,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
6881,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6882,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6883,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6884,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
6885,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6886,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6887,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6888,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6889,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6890,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
6891,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6892,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6893,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6894,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6895,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6896,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
6897,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
6898,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6899,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6900,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
6901,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6902,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6903,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
6904,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
6905,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6906,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6907,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6908,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6909,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6910,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
6911,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6912,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6913,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6914,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6915,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
6916,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
6917,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
6918,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
6919,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Water
6920,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6921,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
6922,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6923,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6924,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6925,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6926,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
6927,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6928,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
6929,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6930,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6931,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6932,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
6933,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6934,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6935,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6936,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6937,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
6938,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6939,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
6940,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6941,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
6942,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
6943,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,Water,Grassland
6944,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,Water,Wetland
6945,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6946,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
6947,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6948,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6949,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6950,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Cropland
6951,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6952,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Bareland
6953,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
6954,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
6955,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
6956,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6957,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
6958,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
6959,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
6960,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6961,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6962,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6963,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
6964,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6965,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6966,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6967,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6968,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6969,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6970,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
6971,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
6972,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
6973,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6974,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6975,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6976,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6977,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6978,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
6979,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
6980,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6981,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6982,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6983,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
6984,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
6985,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6986,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
6987,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
6988,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6989,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6990,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
6991,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6992,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
6993,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
