Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
4289,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4290,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4291,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4292,Water,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4293,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4294,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4295,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4296,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4297,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4298,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4299,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4300,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4301,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4302,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
4303,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4304,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4305,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4306,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
4307,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
4308,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4309,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
4310,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
4311,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
4312,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
4313,Water,NULL,Water,NULL,Water,Water,Bareland,Water
4314,Water,NULL,Water,NULL,Water,Water,Water,Grassland
4315,Water,NULL,Water,NULL,Water,Water,Water,Wetland
4316,Water,NULL,Water,NULL,Water,Water,Water,Water
4317,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
4318,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4319,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4320,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4321,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4322,Water,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
4323,Water,NULL,Water,Non_Water,Water,Wetland,Bareland,Water
4324,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4325,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4326,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
4327,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4328,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
4329,Water,NULL,Water,Non_Water,Water,Built-up,Water,Grassland
4330,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4331,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4332,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
4333,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
4334,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
4335,Water,NULL,Water,Non_Water,Water,Water,Water,Water
4336,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
4337,Water,NULL,Water,Water,Water,Grassland,Wetland,Water
4338,Water,NULL,Water,Water,Water,Grassland,Water,Water
4339,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4340,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
4341,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
4342,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
4343,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
4344,Water,NULL,Water,Water,Water,Wetland,Water,Water
4345,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
4346,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
4347,Water,NULL,Water,Water,Water,Bareland,Water,Water
4348,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
4349,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
4350,Water,NULL,Water,Water,Water,Water,Wetland,Water
4351,Water,NULL,Water,Water,Water,Water,Water,Grassland
4352,Water,NULL,Water,Water,Water,Water,Water,Wetland
4353,Water,NULL,Water,Water,Water,Water,Water,Water
4354,Water,NULL,Water,Water,Water,Water,Water,Forest
4355,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4356,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4357,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4358,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4359,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4360,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4361,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4362,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4363,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4364,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4365,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4366,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4367,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4368,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4369,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4370,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4371,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4372,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4373,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4374,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4375,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4376,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4377,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4378,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4379,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4380,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4381,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4382,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4383,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4384,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4385,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4386,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4387,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4388,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4389,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4390,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4391,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4392,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4393,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4394,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4395,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4396,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4397,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4398,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4399,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4400,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4401,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4402,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4403,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4404,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4405,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4406,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4407,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4408,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4409,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4410,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4411,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4412,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4413,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4414,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4415,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4416,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4417,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4418,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4419,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4420,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4421,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4422,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4423,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
4424,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4425,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4426,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4427,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4428,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
4429,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
4430,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4431,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
4432,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
4433,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
4434,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4435,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4436,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4437,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4438,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4439,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4440,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4441,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4442,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4443,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4444,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4445,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4446,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4447,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4448,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4449,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4450,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4451,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4452,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4453,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4454,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4455,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4456,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4457,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4458,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4459,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4460,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4461,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4462,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4463,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4464,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4465,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4466,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4467,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4468,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4469,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4470,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4471,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4472,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4473,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4474,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4475,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4476,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
4477,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
4478,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4479,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4480,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4481,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4482,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4483,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4484,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4485,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4486,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4487,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4488,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4489,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4490,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4491,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
4492,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4493,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4494,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4495,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4496,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4497,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4498,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4499,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4500,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4501,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
4502,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4503,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
4504,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4505,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4506,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
4507,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
4508,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
4509,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4510,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4511,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4512,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4513,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4514,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4515,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4516,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4517,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4518,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4519,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4520,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4521,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4522,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4523,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
4524,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4525,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4526,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4527,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4528,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4529,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4530,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4531,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4532,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4533,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4534,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4535,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4536,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4537,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4538,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4539,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4540,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4541,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4542,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4543,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4544,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4545,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4546,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4547,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4548,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4549,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4550,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4551,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4552,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4553,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4554,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4555,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
4556,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4557,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4558,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
4559,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4560,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4561,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4562,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4563,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4564,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4565,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4566,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4567,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
4568,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4569,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4570,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
4571,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
4572,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4573,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4574,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
4575,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4576,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4577,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4578,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4579,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4580,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4581,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4582,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4583,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4584,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
4585,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4586,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
4587,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4588,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
4589,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
4590,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4591,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4592,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4593,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
4594,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4595,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4596,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4597,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4598,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
4599,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4600,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4601,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4602,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4603,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4604,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4605,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4606,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4607,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4608,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4609,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4610,Water,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
4611,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4612,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4613,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4614,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4615,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4616,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4617,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4618,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
4619,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4620,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4621,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4622,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4623,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4624,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4625,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4626,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4627,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4628,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4629,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
4630,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4631,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4632,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4633,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4634,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4635,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4636,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4637,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4638,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
