Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R
767,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
768,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
769,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
770,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
771,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
772,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
773,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
774,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
775,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
776,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
777,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
778,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
779,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
780,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
781,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
782,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
783,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
784,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
785,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
786,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
787,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
788,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
789,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland
790,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water
791,Wetland,Cropland,Water,Water,Water,NULL,Wetland
792,Wetland,Cropland,Water,Water,Water,NULL,Water
793,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
794,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
795,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
796,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
797,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
798,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
799,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
800,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
801,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
802,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
803,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
804,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
805,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
806,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
807,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
808,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
809,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
810,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
811,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
812,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
813,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
814,Wetland,Wetland,Water,NULL,Water,NULL,Water
815,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
816,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
817,Wetland,Wetland,Water,Water,Water,NULL,Grassland
818,Wetland,Wetland,Water,Water,Water,NULL,Wetland
819,Wetland,Wetland,Water,Water,Water,NULL,Water
820,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
821,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
822,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
823,Wetland,Bareland,Water,Water,Water,NULL,Water
824,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
825,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
826,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
827,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
828,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
829,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
830,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
831,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
832,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
833,Wetland,Water,Wetland,Water,Wetland,NULL,Water
834,Wetland,Water,Water,NULL,Water,NULL,Water
835,Wetland,Water,Water,Non_Water,Water,NULL,Water
836,Wetland,Water,Water,Water,Water,NULL,Wetland
837,Wetland,Water,Water,Water,Water,NULL,Water
838,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
839,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
840,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
841,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
842,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
843,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water
844,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
845,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
846,Wetland,Forest,Water,NULL,Water,NULL,Wetland
847,Wetland,Forest,Water,NULL,Water,NULL,Forest
848,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
849,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
850,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
851,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
852,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
853,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
854,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
855,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
856,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
857,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
858,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
859,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
860,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
861,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
862,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
863,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
864,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
865,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
866,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
867,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
868,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
869,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
870,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
871,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
872,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
873,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
874,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
875,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
876,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
877,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
878,Bareland,NULL,Water,NULL,Water,NULL,Water
879,Bareland,NULL,Water,Water,Water,NULL,Wetland
880,Bareland,NULL,Water,Water,Water,NULL,Water
881,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
882,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
883,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
884,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
885,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
886,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
887,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
888,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
889,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
890,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
891,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
892,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
893,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
894,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
895,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Forest
896,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
897,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
898,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
899,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
900,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
901,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
902,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
903,Bareland,Wetland,Water,NULL,Water,NULL,Wetland
904,Bareland,Wetland,Water,NULL,Water,NULL,Water
905,Bareland,Wetland,Water,Non_Water,Water,NULL,Wetland
906,Bareland,Wetland,Water,Water,Water,NULL,Water
907,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
908,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
909,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
910,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
911,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
912,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
913,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
914,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
915,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
916,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
917,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
918,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
919,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
920,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
921,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
922,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
923,Bareland,Bareland,Water,Water,Water,NULL,Water
924,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
925,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
926,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
927,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
928,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
929,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
930,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
931,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
932,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
933,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
934,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
935,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
936,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
937,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
938,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
939,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
940,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
941,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
942,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
943,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
944,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
945,Bareland,Built-up,Water,Water,Water,NULL,Grassland
946,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
947,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
948,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
949,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
950,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
951,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
952,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
953,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
954,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
955,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
956,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
957,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
958,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
959,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
960,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
961,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
962,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
963,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
964,Bareland,Water,Wetland,Water,Wetland,NULL,Water
965,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Grassland
966,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
967,Bareland,Water,Water,Non_Water,NULL,NULL,Water
968,Bareland,Water,Water,Water,NULL,NULL,Water
969,Bareland,Water,Water,Water,Water,NULL,Wetland
970,Bareland,Water,Water,Water,Water,NULL,Water
971,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
972,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
973,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
974,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland
975,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
976,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
977,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
978,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
979,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL
980,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
981,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
982,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
983,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland
984,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
985,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
986,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
987,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
988,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
989,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
990,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
991,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
992,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
993,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
994,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
995,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
996,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
997,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
998,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
999,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
1000,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1001,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1002,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1003,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1004,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1005,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1006,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1007,Water,NULL,Wetland,NULL,Wetland,NULL,Cropland
1008,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1009,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1010,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1011,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1012,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1013,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1014,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1015,Water,NULL,Wetland,Water,NULL,NULL,Water
1016,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1017,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1018,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1019,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1020,Water,NULL,Wetland,Water,Wetland,NULL,Water
1021,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1022,Water,NULL,Water,NULL,NULL,NULL,NULL
1023,Water,NULL,Water,NULL,NULL,NULL,Water
1024,Water,NULL,Water,NULL,Water,NULL,Wetland
1025,Water,NULL,Water,NULL,Water,NULL,Water
1026,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1027,Water,NULL,Water,Non_Water,Water,NULL,Water
1028,Water,NULL,Water,Water,NULL,NULL,Water
1029,Water,NULL,Water,Water,Water,NULL,Wetland
1030,Water,NULL,Water,Water,Water,NULL,Water
1031,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1032,Water,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1033,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1034,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1035,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1036,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1037,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1038,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1039,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1040,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1041,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1042,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
1043,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1044,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1045,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1046,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1047,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
1048,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1049,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
1050,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1051,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1052,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1053,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1054,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
1055,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
1056,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
1057,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1058,Water,Cropland,Wetland,NULL,Wetland,NULL,Cropland
1059,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1060,Water,Cropland,Wetland,NULL,Wetland,NULL,Water
1061,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1062,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1063,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1064,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1065,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1066,Water,Cropland,Water,Non_Water,Water,NULL,Water
1067,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1068,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
1069,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1070,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1071,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1072,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
1073,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1074,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water
1075,Water,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
1076,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
1077,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1078,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1079,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1080,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1081,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1082,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1083,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1084,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1085,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1086,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1087,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1088,Water,Wetland,Wetland,Water,Wetland,NULL,Cropland
1089,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1090,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1091,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1092,Water,Wetland,Water,NULL,Water,NULL,Wetland
1093,Water,Wetland,Water,NULL,Water,NULL,Water
1094,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1095,Water,Wetland,Water,Non_Water,Water,NULL,Water
1096,Water,Wetland,Water,Water,Water,NULL,Wetland
1097,Water,Wetland,Water,Water,Water,NULL,Water
1098,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1099,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1100,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
1101,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1102,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1103,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1104,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1105,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1106,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1107,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1108,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1109,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1110,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1111,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1112,Water,Bareland,Wetland,NULL,Wetland,NULL,Cropland
1113,Water,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1114,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1115,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1116,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1117,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1118,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1119,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1120,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1121,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1122,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Wetland
1123,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1124,Water,Bareland,Water,NULL,NULL,NULL,Water
1125,Water,Bareland,Water,NULL,Water,NULL,Wetland
1126,Water,Bareland,Water,NULL,Water,NULL,Forest
1127,Water,Bareland,Water,Non_Water,Water,NULL,Wetland
1128,Water,Bareland,Water,Water,NULL,NULL,Wetland
1129,Water,Bareland,Water,Water,NULL,NULL,Water
1130,Water,Bareland,Water,Water,Water,NULL,Wetland
1131,Water,Bareland,Water,Water,Water,NULL,Water
1132,Water,Bareland,Water,Water,Water,NULL,Forest
1133,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1134,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1135,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1136,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1137,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1138,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1139,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1140,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1141,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1142,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1143,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1144,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1145,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1146,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1147,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1148,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1149,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1150,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1151,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1152,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1153,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1154,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1155,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1156,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
1157,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
1158,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1159,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
