Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
1679,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1680,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1681,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
1682,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
1683,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1684,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1685,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1686,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1687,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1688,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1689,Forest,NULL,Water,Water,Water,Water,Water,Water
1690,Forest,NULL,Water,Water,Water,Water,Water,Forest
1691,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1692,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1693,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1694,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1695,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1696,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1697,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1698,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1699,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1700,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1701,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1702,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1703,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1704,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1705,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1706,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1707,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1708,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1709,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1710,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1711,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1712,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1713,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1714,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1715,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1716,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1717,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1720,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1721,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1723,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1724,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1725,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1726,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1727,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1728,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1729,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1730,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1731,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1732,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1733,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1734,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1735,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1736,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1737,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1738,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1739,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1740,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1741,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1742,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1743,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1744,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1745,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1746,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1747,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1748,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1749,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1750,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1751,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1752,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
1753,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1754,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1755,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1756,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1757,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1758,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1759,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1760,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1761,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1762,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1763,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1764,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1765,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1766,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1767,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1768,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1769,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1770,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1771,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1772,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1773,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1774,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1775,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1776,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1777,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1778,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1779,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1780,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1781,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1782,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1783,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1784,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1785,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1786,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1787,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1788,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1789,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1790,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1791,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1792,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1793,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1794,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1795,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1796,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1797,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1798,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1799,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1800,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1801,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1802,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1803,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1804,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1805,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1806,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1807,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1808,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1809,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1810,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1811,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1812,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1813,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1814,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1815,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
1816,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
1817,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1818,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1819,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1820,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1821,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1822,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1823,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1824,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1825,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1826,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1827,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1828,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1829,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1830,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1831,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1832,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1833,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1834,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1835,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1836,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1837,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1838,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1839,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1840,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1841,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1842,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1843,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1844,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1845,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1846,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1847,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1848,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1849,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1850,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1851,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1852,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1853,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1854,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1855,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1856,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1857,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1858,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1859,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1860,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1861,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1862,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1863,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1864,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1865,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1866,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1867,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1868,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1869,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1870,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1871,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1872,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1873,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1874,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
1875,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1876,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1877,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1878,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1879,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1880,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1881,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1882,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1883,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1884,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1885,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
1886,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
1887,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1888,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1889,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1890,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1891,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1892,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1893,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1894,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1895,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1896,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1897,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1898,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1899,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1900,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1901,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1902,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1903,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1904,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1905,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1906,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1907,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1908,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1909,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1910,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1911,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
1912,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1913,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1914,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1915,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1916,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1917,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1918,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1919,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1920,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1921,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1922,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1923,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1924,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1925,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1926,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1927,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1928,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1929,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1930,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1931,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1932,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1933,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1934,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1935,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1936,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1937,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1938,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1939,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1940,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1941,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1942,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1943,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1944,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1945,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1946,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1947,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1948,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1949,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1950,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1951,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1952,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1953,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1954,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1955,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1956,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1957,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1958,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1959,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1960,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1961,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1962,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1963,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1964,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1965,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1966,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1967,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1968,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1969,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1970,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1971,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Forest
1972,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
1973,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1974,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1975,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1976,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1977,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1978,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1979,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1980,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1981,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1982,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1983,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1984,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
1985,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
1986,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1987,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
1988,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1989,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1990,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
1991,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1992,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1993,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1994,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1995,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1996,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1997,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1998,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1999,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
2000,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
2001,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
2002,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2003,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2004,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2005,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
2006,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2007,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2008,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2009,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2010,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2011,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2012,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2013,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2014,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2015,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2016,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2017,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2018,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2019,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
