Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
2945,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2946,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2947,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2948,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2949,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2950,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2951,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2952,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
2953,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2954,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2955,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2956,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2957,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2958,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2959,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2960,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2961,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2962,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2963,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2964,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2965,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2966,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2967,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2968,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2969,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2970,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2971,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2972,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2973,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2974,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2975,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2976,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2977,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2978,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2979,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2980,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2981,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2982,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2983,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2984,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2985,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2986,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2987,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2988,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2989,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2990,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2991,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
2992,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2993,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2994,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2995,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2996,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2997,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2998,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
2999,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3000,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3001,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3002,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3003,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3004,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3005,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3006,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3007,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3008,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3009,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3010,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3011,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3012,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3013,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3014,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3015,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3016,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3017,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3018,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3019,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3020,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3021,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
3022,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3023,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
3024,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3025,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
3026,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3027,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Wetland,Grassland
3028,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
3029,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
3030,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3031,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3032,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3033,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3034,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3035,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3036,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3037,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3038,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3039,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3040,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3041,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3042,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3043,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3044,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3045,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3046,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3047,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3048,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3049,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3050,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3051,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3052,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3053,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3054,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3055,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3056,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3057,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3058,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3059,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3060,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3061,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3062,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3063,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3064,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3065,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3066,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3067,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3068,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3069,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3070,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3071,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3072,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
3073,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3074,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3075,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3076,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3077,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3078,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3079,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3080,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3081,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3082,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3083,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3084,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3085,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3086,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3087,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3088,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3089,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3090,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3091,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3092,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3093,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3094,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3095,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3096,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3097,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3098,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3099,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3100,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3101,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3102,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3103,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3104,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3105,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3106,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3107,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3108,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3109,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3110,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3111,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3112,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
3113,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Forest,Grassland
3114,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3115,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3116,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3117,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3118,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3119,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3120,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3121,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
3122,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3123,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3124,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3125,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3126,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3127,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
3128,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3129,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
3130,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
3131,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
3132,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3133,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
3134,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
3135,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
3136,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
3137,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3138,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3139,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3140,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3141,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3142,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
3143,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3144,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3145,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
3146,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
3147,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
3148,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
3149,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
3150,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
3151,Forest,NULL,Water,Water,Water,NULL,Water,Water
3152,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3153,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3154,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
3155,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
3156,Forest,NULL,Water,Water,Water,Grassland,Bareland,Grassland
3157,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
3158,Forest,NULL,Water,Water,Water,Grassland,Water,Water
3159,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3160,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3161,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
3162,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3163,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3164,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3165,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
3166,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
3167,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
3168,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
3169,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
3170,Forest,NULL,Water,Water,Water,Bareland,Water,Water
3171,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
3172,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
3173,Forest,NULL,Water,Water,Water,Water,Wetland,Water
3174,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
3175,Forest,NULL,Water,Water,Water,Water,Water,Grassland
3176,Forest,NULL,Water,Water,Water,Water,Water,Water
3177,Forest,NULL,Water,Water,Water,Water,Water,Forest
3178,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3179,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3180,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3181,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3182,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3183,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3184,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3185,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3186,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3187,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3188,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3189,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3190,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3191,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3192,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3193,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3194,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3195,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3196,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3197,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3198,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3199,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3200,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3201,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3202,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3203,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3204,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3205,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3206,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3207,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3208,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3209,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3210,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3211,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3212,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3213,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3214,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3215,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3216,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3217,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3218,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3219,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3220,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3221,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3222,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3223,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3224,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3225,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3226,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3227,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3228,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3229,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3230,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3231,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3232,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3233,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3234,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3235,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3236,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3237,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3238,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3239,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3240,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3241,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3242,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3243,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3244,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3245,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3246,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3247,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3248,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3249,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3250,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3251,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3252,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3253,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3254,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3255,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3256,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3257,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3258,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3259,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3260,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3261,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3262,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3263,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3264,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3265,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3266,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3267,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3268,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3269,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3270,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3271,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3272,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3273,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3274,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3285,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3286,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3287,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
