Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTF_M_R
870,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
871,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
872,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
873,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
874,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water
875,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
876,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
877,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
878,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
879,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
880,Cropland,Bareland,Water,Non_Water,Water,Grassland
881,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
882,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
883,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
884,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
885,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
886,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
887,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
888,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
889,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
890,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
891,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
892,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
893,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
894,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
895,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
896,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
897,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
898,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
899,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
900,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
901,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
902,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
903,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
904,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
905,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
906,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
907,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
908,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
909,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
910,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
911,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
912,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
913,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
914,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
915,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
916,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
917,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
918,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
919,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
920,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland
921,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
922,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
923,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
924,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
925,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
926,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
927,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
928,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
929,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water
930,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
931,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
932,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
933,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
934,Cropland,Water,Wetland,NULL,Wetland,Water
935,Cropland,Water,Wetland,NULL,Wetland,Forest
936,Cropland,Water,Wetland,Water,Wetland,Water
937,Cropland,Water,Wetland,Water,Wetland,Forest
938,Cropland,Water,Water,NULL,Water,Forest
939,Cropland,Water,Water,Water,Water,Water
940,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
941,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
942,Cropland,Water,Forest,NULL,Non_Wetland,Water
943,Cropland,Water,Forest,NULL,Non_Wetland,Forest
944,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
945,Cropland,Water,Forest,Water,Non_Wetland,Bareland
946,Cropland,Water,Forest,Water,Non_Wetland,Forest
947,Cropland,Forest,NULL,NULL,Non_Wetland,Water
948,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
949,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
950,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
951,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
952,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
953,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
954,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
955,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
956,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
957,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
958,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
959,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
960,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
961,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
962,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
963,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
964,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
965,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
966,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
967,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
968,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
969,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
970,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
971,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
972,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
973,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
974,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
975,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
976,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
977,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
978,Cropland,Forest,Water,NULL,Water,Grassland
979,Cropland,Forest,Water,NULL,Water,Bareland
980,Cropland,Forest,Water,NULL,Water,Forest
981,Cropland,Forest,Water,Non_Water,Water,Bareland
982,Cropland,Forest,Water,Non_Water,Water,Water
983,Cropland,Forest,Water,Water,Water,Bareland
984,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
985,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
986,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
987,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
988,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
989,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
990,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
991,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
992,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
993,Cropland,Forest,Forest,Water,Non_Wetland,Forest
994,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
995,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
996,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
997,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
998,Wetland,NULL,Water,Non_Water,Water,Bareland
999,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1000,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1001,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1002,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1003,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1004,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1005,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1006,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1007,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1008,Wetland,Bareland,Water,Water,Water,Bareland
1009,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1010,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1011,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1012,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1013,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1014,Wetland,Water,Wetland,NULL,Wetland,Grassland
1015,Wetland,Water,Wetland,NULL,Wetland,Forest
1016,Wetland,Water,Wetland,Non_Water,Wetland,Water
1017,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1018,Wetland,Water,Water,NULL,Water,Grassland
1019,Wetland,Water,Water,Water,Water,Grassland
1020,Wetland,Water,Water,Water,Water,Bareland
1021,Wetland,Water,Water,Water,Water,Water
1022,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1023,Wetland,Water,Forest,NULL,Non_Wetland,Water
1024,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1025,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1026,Wetland,Water,Forest,Water,Non_Wetland,Water
1027,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1028,Wetland,Forest,Grassland,Water,Non_Wetland,Water
1029,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1030,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1031,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1032,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1033,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1034,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1035,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1036,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1041,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1042,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1043,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1044,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1045,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1046,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1047,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1048,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1049,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1050,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1051,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1052,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1053,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1054,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1055,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1056,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1057,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1058,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1059,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1060,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1061,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1062,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1063,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1064,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1065,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1066,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1067,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1068,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1069,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1070,Bareland,NULL,Wetland,NULL,Wetland,Water
1071,Bareland,NULL,Wetland,NULL,Wetland,Forest
1072,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1073,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1074,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1075,Bareland,NULL,Wetland,Water,Wetland,Grassland
1076,Bareland,NULL,Wetland,Water,Wetland,Bareland
1077,Bareland,NULL,Wetland,Water,Wetland,Water
1078,Bareland,NULL,Wetland,Water,Wetland,Forest
1079,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1080,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1081,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1082,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1083,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1084,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1085,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1086,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1087,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1088,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1089,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1090,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1091,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1092,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1093,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1094,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1095,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1096,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1097,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1098,Bareland,NULL,Water,NULL,Water,Grassland
1099,Bareland,NULL,Water,NULL,Water,Bareland
1100,Bareland,NULL,Water,NULL,Water,Water
1101,Bareland,NULL,Water,NULL,Water,Forest
1102,Bareland,NULL,Water,Non_Water,Water,Grassland
1103,Bareland,NULL,Water,Non_Water,Water,Bareland
1104,Bareland,NULL,Water,Non_Water,Water,Water
1105,Bareland,NULL,Water,Non_Water,Water,Forest
1106,Bareland,NULL,Water,Water,Water,Grassland
1107,Bareland,NULL,Water,Water,Water,Bareland
1108,Bareland,NULL,Water,Water,Water,Water
1109,Bareland,NULL,Water,Water,Water,Forest
1110,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1111,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1112,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1113,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1114,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1115,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1116,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1117,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1118,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1119,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1120,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1121,Bareland,NULL,Forest,Water,Non_Wetland,Water
1122,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1123,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1124,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1125,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1126,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1127,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1128,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1129,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1130,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1131,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1132,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1133,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1134,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1136,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1137,Bareland,Cropland,Wetland,Water,Wetland,Water
1138,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1139,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1140,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1141,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1142,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1143,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1144,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1145,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1146,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1147,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1148,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1149,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1150,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1151,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1152,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1153,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1154,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1155,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1156,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1157,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1158,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1159,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
1160,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1161,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1162,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1163,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1164,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1165,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1166,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1167,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1168,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1169,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1170,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1171,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1172,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1173,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1174,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1175,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1176,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1177,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1178,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1179,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1180,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1181,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1182,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1183,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1184,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1185,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1186,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1187,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1188,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1189,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1190,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1191,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1192,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1193,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1194,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1195,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1196,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1197,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1198,Bareland,Bareland,Wetland,NULL,Wetland,Water
1199,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1200,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1201,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1202,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1203,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1204,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1205,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1206,Bareland,Bareland,Wetland,Water,Wetland,Water
1207,Bareland,Bareland,Wetland,Water,Wetland,Forest
1208,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1209,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1210,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1211,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1212,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1213,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1214,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1215,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1216,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1217,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1218,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1219,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1220,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1221,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1222,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1223,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1224,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1225,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1226,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1227,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1228,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1229,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1230,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1231,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1232,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1233,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1234,Bareland,Bareland,Water,NULL,Water,Grassland
1235,Bareland,Bareland,Water,NULL,Water,Bareland
1236,Bareland,Bareland,Water,NULL,Water,Built-up
1237,Bareland,Bareland,Water,NULL,Water,Water
1238,Bareland,Bareland,Water,NULL,Water,Forest
1239,Bareland,Bareland,Water,Non_Water,Water,Grassland
1240,Bareland,Bareland,Water,Non_Water,Water,Cropland
1241,Bareland,Bareland,Water,Non_Water,Water,Bareland
1242,Bareland,Bareland,Water,Non_Water,Water,Water
1243,Bareland,Bareland,Water,Non_Water,Water,Forest
1244,Bareland,Bareland,Water,Water,Water,Grassland
1245,Bareland,Bareland,Water,Water,Water,Bareland
1246,Bareland,Bareland,Water,Water,Water,Water
1247,Bareland,Bareland,Water,Water,Water,Forest
1248,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1249,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1250,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1251,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1252,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1253,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1254,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1255,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1256,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1257,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1258,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1259,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1260,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1261,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1262,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Water
1263,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1264,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1265,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1266,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1267,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1268,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1269,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1270,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1271,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1272,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1273,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1274,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1275,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1276,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1277,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1278,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Water
1279,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1280,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1281,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1282,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1283,Bareland,Built-up,Wetland,NULL,Wetland,Water
1284,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1285,Bareland,Built-up,Wetland,Water,Wetland,Water
1286,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1287,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1288,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1289,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
