Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
14495,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14496,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
14497,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
14498,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14499,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14500,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14501,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14502,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Built-up
14503,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14504,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14505,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14506,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
14507,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14508,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14509,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
14510,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
14511,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14512,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14513,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14514,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14515,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14516,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14517,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
14518,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
14519,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
14520,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14521,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
14522,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
14523,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
14524,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
14525,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14526,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
14527,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14528,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14529,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
14530,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
14531,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
14532,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
14533,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
14534,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
14535,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,NULL
14536,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14537,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14538,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
14539,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14540,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
14541,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
14542,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
14543,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
14544,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
14545,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14546,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
14547,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14548,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14549,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
14550,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14551,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
14552,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
14553,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14554,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14555,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
14556,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
14557,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,NULL
14558,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14559,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
14560,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14561,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
14562,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
14563,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
14564,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
14565,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
14566,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
14567,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Forest
14568,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
14569,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14570,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
14571,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14572,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
14573,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
14574,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14575,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,NULL
14576,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
14577,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
14578,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
14579,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14580,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
14581,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
14582,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
14583,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
14584,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
14585,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14586,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Grassland
14587,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Built-up
14588,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Water
14589,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
14590,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
14591,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
14592,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
14593,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
14594,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
14595,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14596,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
14597,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14598,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14599,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
14600,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14601,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
14602,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14603,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
14604,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14605,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
14606,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
14607,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Cropland
14608,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
14609,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
14610,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
14611,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
14612,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14613,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
14614,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Water
14615,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Forest
14616,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
14617,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
14618,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
14619,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
14620,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
14621,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
14622,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
14623,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
14624,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14625,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
14626,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
14627,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
14628,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
14629,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
14630,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
14631,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
14632,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
14633,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
14634,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
14635,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
14636,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
14637,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
14638,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14639,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
14640,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
14641,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
14642,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
14643,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
14644,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
14645,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
14646,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
14647,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
14648,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
14649,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
14650,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
14651,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14652,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14653,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
14654,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14655,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14656,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
14657,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
14658,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14659,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
14660,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
14661,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14662,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Bareland
14663,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
14664,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14665,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
14666,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
14667,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14668,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14669,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14670,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
14671,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14672,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14673,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
14674,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
14675,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
14676,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
14677,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14678,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
14679,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
14680,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14681,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14682,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
14683,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14684,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
14685,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
14686,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14687,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
14688,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
14689,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14690,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
14691,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14692,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
14693,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
14694,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14695,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
14696,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14697,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
14698,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
14699,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
14700,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
14701,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
14702,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
14703,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14704,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
14705,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
14706,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
14707,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
14708,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
14709,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14710,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14711,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14712,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14713,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14714,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
14715,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14716,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14717,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14718,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14719,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Built-up
14720,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
14721,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14722,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
14723,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14724,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14725,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14726,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14727,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
14728,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
14729,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
14730,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
14731,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
14732,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
14733,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
14734,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
14735,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
14736,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14737,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
14738,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
14739,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
14740,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
14741,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14742,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
14743,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
14744,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14745,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
14746,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
14747,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14748,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14749,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Bareland
14750,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
14751,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
14752,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
14753,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14754,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
14755,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14756,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
14757,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
14758,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
14759,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
14760,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
14761,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
14762,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
14763,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
14764,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
14765,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14766,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
14767,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14768,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14769,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,NULL
14770,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14771,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14772,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Bareland
14773,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
14774,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
14775,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
14776,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14777,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14778,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14779,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14780,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
14781,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14782,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
14783,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
14784,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
14785,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14786,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
14787,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
14788,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
14789,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
14790,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
14791,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
14792,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
14793,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
14794,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
14795,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
14796,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
14797,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
14798,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
14799,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
14800,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
14801,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14802,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
14803,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14804,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
14805,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
14806,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14807,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
14808,Water,Water,Wetland,Water,Wetland,Water,NULL,NULL
14809,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14810,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
14811,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
14812,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
14813,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14814,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14815,Water,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
14816,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14817,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
14818,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
14819,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
14820,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14821,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
14822,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14823,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14824,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
14825,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14826,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14827,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
14828,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14829,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14830,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
14831,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
14832,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
14833,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
14834,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
14835,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14836,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
14837,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
14838,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
14839,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
14840,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14841,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
14842,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
14843,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
14844,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14845,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
14846,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
14847,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14848,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
14849,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
14850,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
14851,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14852,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
14853,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
14854,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
14855,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14856,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
14857,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
14858,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14859,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
14860,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14861,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14862,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
14863,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
14864,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
14865,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
14866,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Forest
14867,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
