Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R
35370,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
35371,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
35372,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
35373,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
35374,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
35375,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
35376,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
35377,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
35378,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
35379,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
35380,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
35381,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
35382,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
35383,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
35384,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
35385,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
35386,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
35387,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
35388,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
35389,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
35390,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
35391,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
35392,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
35393,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
35394,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
35395,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
35396,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
35397,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
35398,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
35399,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
35400,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
35401,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
35402,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
35403,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
35404,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
35405,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
35406,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
35407,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
35408,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
35409,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
35410,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
35411,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
35412,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
35413,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
35414,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
35415,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
35416,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
35417,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
35418,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
35419,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
35420,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
35421,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
35422,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
35423,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
35424,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
35425,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
35426,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
35427,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
35428,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
35429,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
35430,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
35431,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
35432,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
35433,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
35434,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
35435,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
35436,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
35437,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
35438,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
35439,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
35440,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
35441,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
35442,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
35443,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
35444,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
35445,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
35446,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
35447,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
35448,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
35449,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
35450,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
35451,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
35452,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
35453,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Grassland
35454,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
35455,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
35456,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
35457,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
35458,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
35459,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
35460,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
35461,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
35462,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
35463,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
35464,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
35465,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
35466,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
35467,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
35468,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
35469,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
35470,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
35471,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
35472,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
35473,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
35474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
35475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
35476,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
35477,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
35478,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
35479,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
35480,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
35481,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
35482,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
35483,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
35484,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35485,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
35486,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
35487,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
35488,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
35489,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
35490,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
35491,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
35492,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
35493,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
35494,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
35495,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
35496,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
35497,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
35498,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
35499,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
35500,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
35501,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
35502,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
35503,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
35504,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
35505,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
35506,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
35507,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
35508,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
35509,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
35510,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
35511,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
35512,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
35513,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
35514,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
35515,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
35516,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
35517,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
35518,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
35519,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
35520,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
35521,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
35522,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
35523,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
35524,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
35525,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
35526,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
35527,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
35528,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
35529,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
35530,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
35531,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
35532,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
35533,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
35534,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
35535,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
35536,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
35537,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
35538,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
35539,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
35540,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
35541,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
35542,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
35543,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
35544,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
35545,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
35546,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Wetland
35547,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
35548,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
35549,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
35550,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
35551,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
35552,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
35553,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
35554,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
35555,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
35556,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
35557,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
35558,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
35559,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
35560,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
35561,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
35562,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
35563,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
35564,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
35565,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
35566,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
35567,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
35568,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
35569,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
35570,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
35571,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
35572,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
35573,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
35574,Forest,Forest,Water,NULL,NULL,Forest,Water,Wetland
35575,Forest,Forest,Water,NULL,NULL,Forest,Forest,Wetland
35576,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
35577,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
35578,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
35579,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
35580,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
35581,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
35582,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
35583,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
35584,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
35585,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
35586,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
35587,Forest,Forest,Water,NULL,Water,Shrubland,Bareland,Grassland
35588,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
35589,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
35590,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
35591,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
35592,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
35593,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
35594,Forest,Forest,Water,NULL,Water,Grassland,Forest,Wetland
35595,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
35596,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
35597,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
35598,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
35599,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
35600,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
35601,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
35602,Forest,Forest,Water,NULL,Water,Wetland,Water,Bareland
35603,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
35604,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
35605,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
35606,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
35607,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
35608,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
35609,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
35610,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
35611,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
35612,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
35613,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
35614,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
35615,Forest,Forest,Water,NULL,Water,Forest,Wetland,Grassland
35616,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
35617,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
35618,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
35619,Forest,Forest,Water,NULL,Water,Forest,Water,Wetland
35620,Forest,Forest,Water,NULL,Water,Forest,Water,Water
35621,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
35622,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
35623,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
35624,Forest,Forest,Water,Non_Water,NULL,NULL,Wetland,Wetland
35625,Forest,Forest,Water,Non_Water,NULL,Wetland,Wetland,Wetland
35626,Forest,Forest,Water,Non_Water,NULL,Wetland,Water,Wetland
35627,Forest,Forest,Water,Non_Water,NULL,Forest,Wetland,Wetland
35628,Forest,Forest,Water,Non_Water,NULL,Forest,Water,Wetland
35629,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
35630,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
35631,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
35632,Forest,Forest,Water,Non_Water,Water,NULL,Water,Wetland
35633,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
35634,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Grassland
35635,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
35636,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Grassland
35637,Forest,Forest,Water,Non_Water,Water,Shrubland,Bareland,Grassland
35638,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
35639,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
35640,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,NULL
35641,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
35642,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
35643,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
35644,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
35645,Forest,Forest,Water,Non_Water,Water,Wetland,Bareland,Grassland
35646,Forest,Forest,Water,Non_Water,Water,Wetland,Built-up,Grassland
35647,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
35648,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Bareland
35649,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
35650,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
35651,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
35652,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
35653,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
35654,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
35655,Forest,Forest,Water,Non_Water,Water,Water,Forest,Wetland
35656,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Grassland
35657,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
35658,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Wetland
35659,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
35660,Forest,Forest,Water,Non_Water,Water,Forest,Water,Wetland
35661,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
35662,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
35663,Forest,Forest,Water,Water,NULL,NULL,Wetland,Wetland
35664,Forest,Forest,Water,Water,NULL,NULL,Water,Wetland
35665,Forest,Forest,Water,Water,NULL,Wetland,Wetland,Wetland
35666,Forest,Forest,Water,Water,NULL,Wetland,Water,Wetland
35667,Forest,Forest,Water,Water,NULL,Wetland,Water,Water
35668,Forest,Forest,Water,Water,NULL,Water,Water,Wetland
35669,Forest,Forest,Water,Water,NULL,Forest,Wetland,Wetland
35670,Forest,Forest,Water,Water,NULL,Forest,Wetland,Water
35671,Forest,Forest,Water,Water,NULL,Forest,Water,Wetland
35672,Forest,Forest,Water,Water,NULL,Forest,Water,Water
35673,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
35674,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
35675,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
35676,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
35677,Forest,Forest,Water,Water,Water,NULL,Bareland,Wetland
35678,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
35679,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
35680,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
35681,Forest,Forest,Water,Water,Water,NULL,Water,Forest
35682,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
35683,Forest,Forest,Water,Water,Water,Shrubland,Grassland,Forest
35684,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Wetland
35685,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Forest
35686,Forest,Forest,Water,Water,Water,Shrubland,Water,Grassland
35687,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
35688,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
35689,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
35690,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
35691,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
35692,Forest,Forest,Water,Water,Water,Wetland,Grassland,Grassland
35693,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
35694,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
35695,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
35696,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
35697,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
35698,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
35699,Forest,Forest,Water,Water,Water,Wetland,Bareland,Grassland
35700,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
35701,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
35702,Forest,Forest,Water,Water,Water,Wetland,Water,Water
35703,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
35704,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
35705,Forest,Forest,Water,Water,Water,Wetland,Forest,Wetland
35706,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
35707,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
35708,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
35709,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
35710,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
35711,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
35712,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
35713,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
35714,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
35715,Forest,Forest,Water,Water,Water,Water,Water,Wetland
35716,Forest,Forest,Water,Water,Water,Water,Water,Water
35717,Forest,Forest,Water,Water,Water,Water,Water,Forest
35718,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
35719,Forest,Forest,Water,Water,Water,Water,Forest,Forest
35720,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
35721,Forest,Forest,Water,Water,Water,Forest,Grassland,Wetland
