Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMU_M_R
12109,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
12110,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12111,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12112,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12113,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
12114,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
12115,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
12116,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
12117,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
12118,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Wetland
12119,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12120,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
12121,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
12122,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
12123,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12124,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12125,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12126,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12127,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12128,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12129,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12130,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12131,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12132,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12133,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12134,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12135,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12136,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12137,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12138,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12139,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12140,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12141,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12142,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
12143,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12144,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12145,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
12146,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12147,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
12148,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
12149,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
12150,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12151,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
12152,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12153,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
12154,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12155,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Wetland
12156,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12157,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12158,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12159,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12160,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12161,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12162,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12163,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12164,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12165,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12166,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12167,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12168,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12169,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12170,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12171,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
12172,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12173,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12174,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12175,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12176,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12177,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12178,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12179,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12180,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12181,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12182,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12183,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12184,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
12185,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12186,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
12187,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12188,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12189,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
12190,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12191,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12192,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12193,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
12194,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
12195,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
12196,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12197,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
12198,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
12199,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
12200,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
12201,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
12202,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
12203,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
12204,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12205,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12206,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12207,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12208,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12209,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12210,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
12211,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12212,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12213,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
12214,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12215,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
12216,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
12217,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12218,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
12219,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12220,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12221,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
12222,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12223,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12224,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
12225,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12226,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
12227,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
12228,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
12229,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
12230,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
12231,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
12232,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
12233,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
12234,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
12235,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
12236,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
12237,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Grassland
12238,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
12239,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
12240,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
12241,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Wetland
12242,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
12243,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
12244,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
12245,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
12246,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12247,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Wetland
12248,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12249,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12250,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12251,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12252,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12253,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12254,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12255,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12256,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
12257,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
12258,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12259,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12260,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
12261,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
12262,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12263,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12264,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12265,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12266,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12267,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12268,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12269,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12270,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12271,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12272,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12273,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12274,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12275,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12276,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12277,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12278,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12279,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
12280,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12281,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
12282,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12283,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12284,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
12285,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
12286,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
12287,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
12288,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12289,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12290,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12291,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12292,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
12293,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12294,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12295,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
12296,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12297,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
12298,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
12299,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12300,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12301,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
12302,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12303,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12304,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12305,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12306,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12307,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12308,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12309,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12310,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
12311,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12312,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12313,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12314,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12315,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12316,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
12317,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
12318,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
12319,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Built-up
12320,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
12321,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
12322,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12323,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
12324,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12325,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
12326,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
12327,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12328,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
12329,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12330,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12331,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
12332,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
12333,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
12334,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
12335,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
12336,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
12337,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
12338,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
12339,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12340,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12341,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12342,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
12343,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
12344,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12345,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Wetland
12346,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12347,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
12348,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12349,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
12350,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
12351,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
12352,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12353,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
12354,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12355,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
12356,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12357,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12358,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12359,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12360,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
12361,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12362,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12363,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
12364,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12365,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12366,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
12367,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12368,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
12369,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
12370,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
12371,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
12372,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
12373,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
12374,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12375,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
12376,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
12377,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12378,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12379,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12380,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12381,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
12382,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12383,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12384,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12385,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
12386,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
12387,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12388,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12389,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12390,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
12391,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12392,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12393,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12394,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
12395,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
12396,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
12397,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
12398,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12399,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
12400,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
12401,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12402,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Bareland
12403,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12404,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
12405,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12406,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
12407,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
12408,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
12409,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
12410,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
12411,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
12412,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
12413,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
12414,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
12415,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
12416,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
12417,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
12418,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
12419,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12420,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
12421,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
12422,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
12423,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12424,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12425,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
12426,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12427,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
12428,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12429,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12430,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
12431,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12432,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12433,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12434,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12435,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
12436,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12437,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
12438,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
12439,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
12440,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
12441,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
12442,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
12443,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Water
12444,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
12445,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
12446,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
12447,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
12448,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
12449,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
12450,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Wetland
12451,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
12452,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
12453,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
12454,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
12455,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
12456,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
