Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHT_M_R
1010,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1012,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1013,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1014,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1018,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1019,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1020,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1021,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1022,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1025,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1027,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1028,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1029,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1030,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1031,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1032,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1035,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1036,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1039,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1040,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1041,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1043,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1044,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1045,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
1046,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1047,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1048,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1049,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1050,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1051,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1052,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1053,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1056,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1057,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1059,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1060,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1061,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1062,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1063,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1065,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1066,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1067,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1068,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1069,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1070,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1072,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1074,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1075,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1076,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1078,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1079,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1080,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1081,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1082,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1083,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1084,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1085,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1086,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1087,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1088,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1092,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1093,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1094,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1096,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1097,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1101,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1103,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1104,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1105,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1106,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1107,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1108,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1109,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1110,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1111,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1112,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1113,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1114,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1115,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1116,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1117,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1119,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1120,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1122,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1123,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1124,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1125,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1126,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1127,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1132,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1134,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1136,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1137,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1138,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1139,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1141,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1142,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1143,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1144,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1146,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1150,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1151,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1152,Water,Water,Water,NULL,Water,NULL,NULL,Water
1153,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1154,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1155,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1156,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1157,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1158,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1159,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1160,Water,Water,Water,Water,Water,NULL,NULL,Water
1161,Water,Water,Water,Water,Water,NULL,NULL,Forest
1162,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1165,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1166,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1167,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1168,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1169,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1170,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1171,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1172,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1173,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1174,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1175,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1178,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1179,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1180,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1181,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1182,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1183,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,NULL
1185,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1186,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1187,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1188,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1190,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1191,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1192,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1193,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1194,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1195,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1196,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1198,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1206,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1208,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1209,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1210,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1223,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1224,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1225,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1226,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1227,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1228,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1229,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1231,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1232,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1233,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1234,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1236,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1238,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1239,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1240,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1241,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1242,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1243,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1244,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1245,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1246,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1247,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1248,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1251,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1252,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1254,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1256,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1257,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1258,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1259,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1260,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1261,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1262,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1263,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1265,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1268,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1269,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1270,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1271,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1272,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1273,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1274,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1275,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1276,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1277,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1278,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1279,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1280,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1285,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1287,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1289,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1290,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1291,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1292,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1293,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1294,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1297,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1298,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1300,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1301,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1303,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1304,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1306,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1307,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1308,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1310,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1312,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1313,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1314,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1318,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1319,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1320,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1321,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1327,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1329,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1330,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1331,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1334,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1335,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1337,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1338,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1339,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1340,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1342,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1344,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1345,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1347,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1348,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1349,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1351,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
