Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
2514,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2515,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2517,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2518,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2519,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2520,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2521,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2522,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2523,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2524,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2525,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2526,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2527,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2528,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2529,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2530,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2531,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2532,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2533,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2534,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2535,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2536,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2537,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2538,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2539,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2540,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2541,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2542,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2543,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2544,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2545,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
2546,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2547,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2548,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2549,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2550,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2551,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2552,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2553,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2554,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2555,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2556,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2557,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2559,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2560,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2561,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2562,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2563,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2564,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2565,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2566,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2567,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2568,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2569,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2570,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2571,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2572,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2573,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2574,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2575,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2576,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2577,Permanent_ice_and_snow,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2578,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2579,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2580,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2581,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2582,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2583,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2584,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2585,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2586,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2587,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2588,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2589,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2590,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2591,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2592,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2593,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2594,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2595,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2596,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2597,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2598,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2599,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2600,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2601,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2602,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2603,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2604,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2605,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2606,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2607,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2608,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2609,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2610,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2611,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2612,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2613,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2614,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2615,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2617,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2618,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2619,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2620,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2621,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2622,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
2623,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2624,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2625,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2626,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
2627,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
2628,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2629,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2630,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2631,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2632,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2633,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2634,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2635,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2636,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2637,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2638,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2639,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2640,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2641,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2642,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2643,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2644,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2645,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2646,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2647,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2648,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2649,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2650,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2651,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2652,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2653,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2654,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2655,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2656,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2657,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2658,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2659,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2660,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2661,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2662,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2663,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2664,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2665,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2666,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2667,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2668,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2669,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2670,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2671,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2672,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2673,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2674,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
2675,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2676,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2677,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2678,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2679,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2680,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2681,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2682,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2683,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2684,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2685,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2686,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2687,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
2688,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2689,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2690,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2691,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2692,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2693,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2694,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2695,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2696,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2697,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2698,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2699,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2700,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2701,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2702,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2703,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2704,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2705,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2706,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2707,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2708,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2709,Permanent_ice_and_snow,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2710,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2711,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2712,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2713,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2715,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2716,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2717,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2718,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2720,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2721,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2722,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2723,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2724,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2725,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2726,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2727,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2728,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2729,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2730,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2731,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2732,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2733,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2734,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2735,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2737,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2738,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2739,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2740,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2741,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2742,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2743,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2744,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2745,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2746,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2747,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2748,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2749,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2750,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2751,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2753,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2754,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2755,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2758,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2759,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2760,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2761,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2762,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2763,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2764,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2765,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2766,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2767,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2768,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2769,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2770,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2771,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2772,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2775,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2776,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2777,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2778,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2779,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2780,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2781,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2782,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2783,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
2784,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2785,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2786,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2787,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2788,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2789,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2790,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2791,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2792,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
