Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBR_M_R
714,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
715,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
716,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
717,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
718,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
720,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
721,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
722,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
723,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
724,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
725,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
726,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
727,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
728,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
729,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
730,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
731,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
732,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
733,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
734,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
735,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
736,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
737,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
738,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
739,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
740,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
741,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
742,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
743,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
744,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
745,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
746,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
747,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
748,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
749,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
750,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
751,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
752,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
753,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
754,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
755,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
756,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
757,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
758,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
759,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
760,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
761,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
762,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
763,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
764,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
765,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
766,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
767,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
768,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
769,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
770,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
771,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
772,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
773,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
774,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
775,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
776,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
777,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
778,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
779,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
780,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
781,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
782,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
783,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
784,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
785,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
786,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
787,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
788,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
789,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
790,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
791,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
792,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
793,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
794,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
795,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
796,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
797,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
798,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
799,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
800,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
801,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
803,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
804,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
805,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
806,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
807,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
812,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
826,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
828,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
829,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
830,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
831,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
832,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
833,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
834,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
835,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
836,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
837,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
838,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
839,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
840,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
841,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
842,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
843,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
844,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
845,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
846,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
847,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
848,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
849,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
850,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
851,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
852,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
853,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
854,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
855,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
856,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
857,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
858,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
859,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
860,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
861,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
862,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
863,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
864,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
865,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
866,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
867,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
868,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
869,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
870,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,NULL
871,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
872,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
873,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
874,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
875,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
876,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
877,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
878,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
879,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
880,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
881,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
882,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
883,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
884,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
885,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
886,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
887,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
888,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
889,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
890,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
891,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
892,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
893,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
894,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
895,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
896,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
897,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
898,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
899,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
900,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
901,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
902,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
903,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
904,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
905,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
906,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
907,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
908,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
909,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
910,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
911,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
912,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
913,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
914,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
915,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
916,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
917,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
918,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
919,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
920,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
921,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
922,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
924,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
925,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
926,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
927,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
928,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
929,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
930,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
931,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
932,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
933,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
935,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
936,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
938,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
939,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
940,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
941,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
958,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
959,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
960,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
961,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
962,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
964,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
965,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
966,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
967,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
968,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
969,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
970,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
971,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
972,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
973,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
975,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
976,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
977,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
978,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
979,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
980,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
981,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
982,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
983,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
984,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
985,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
986,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
987,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
988,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
989,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
990,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
991,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
992,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
993,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
994,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
995,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
996,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
997,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
998,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
999,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1000,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1001,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1002,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
1003,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1004,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1005,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1006,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1007,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1008,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1010,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1011,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1012,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1013,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1014,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1015,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1016,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1017,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1018,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1019,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1020,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1021,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1022,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1023,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1024,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1025,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1026,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1027,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1028,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1029,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1030,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1031,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1032,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1033,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1034,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1035,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1036,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1037,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1038,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1039,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
1040,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1041,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1042,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1043,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1044,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1045,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1046,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1047,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1048,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1049,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1050,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1051,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1052,Forest,Wetland,Water,Water,Water,Water,Water,Water
1053,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1054,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1055,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
