Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R
1042,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1045,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1050,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1052,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1059,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1061,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1062,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1063,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1068,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1071,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1073,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1076,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1077,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1078,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1079,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1081,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1083,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1084,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1085,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
1086,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1087,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1088,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1089,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1090,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1095,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1096,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1097,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
