Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHV_M_R
1004,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1006,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1007,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1011,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1014,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1018,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1021,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1023,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1026,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1028,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1030,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1032,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1033,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1037,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1040,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1042,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1045,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1046,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1049,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1050,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1051,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1052,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1053,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1054,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1056,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1057,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1059,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1061,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1062,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1063,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1065,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1067,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1068,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1069,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1070,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1071,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1073,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1074,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1076,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1078,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1080,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1081,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1082,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1083,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1084,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1085,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1087,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1088,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1089,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1090,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1091,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1092,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1093,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1094,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1095,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1101,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1103,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1104,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1105,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1107,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1108,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1109,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1110,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1114,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1115,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1116,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1117,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1118,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1119,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1120,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1121,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1122,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1123,Water,NULL,Water,Water,Water,NULL,NULL,Water
1124,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1125,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1126,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1129,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1130,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1131,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1133,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1134,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1135,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1136,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1137,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1138,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1140,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1141,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1144,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1145,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1146,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1148,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1149,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1150,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1153,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1154,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1156,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1157,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1158,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1159,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1160,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1161,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1162,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1163,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1164,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1165,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1166,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1167,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1168,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1169,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1170,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1172,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1173,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1176,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1177,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1180,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1181,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1182,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1183,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1184,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1185,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1186,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1187,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1188,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1189,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1190,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1192,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1193,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1196,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1197,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1201,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1203,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1204,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1207,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1208,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1210,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1211,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1213,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1214,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1215,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1216,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1217,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1220,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1222,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1224,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1225,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1226,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1227,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1228,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1229,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1230,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1231,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1232,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1234,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1236,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1237,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1239,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1240,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1242,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1243,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1244,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1245,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1246,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1247,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1248,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1249,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1250,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1251,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1252,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1253,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1254,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1255,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1256,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1257,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1258,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1259,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1260,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1262,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1264,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1266,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1269,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1270,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1271,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1272,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1273,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1274,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1276,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1277,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1278,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1279,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1280,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1281,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1282,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1283,Water,Water,Water,NULL,Water,NULL,NULL,Water
1284,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1285,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1286,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1287,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1288,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1289,Water,Water,Water,Water,Water,NULL,NULL,Water
1290,Water,Water,Water,Water,Water,NULL,NULL,Forest
1291,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1293,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1294,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1295,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1296,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1297,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1300,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1301,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1302,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1304,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1306,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1308,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1309,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1310,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1311,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1312,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1314,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1315,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1316,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1317,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1318,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1319,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1320,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1321,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1322,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1323,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1324,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1325,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1327,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1328,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1331,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1337,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1339,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1340,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1343,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1345,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1346,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1347,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1348,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1349,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
