Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYS_M_R
17226,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
17227,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
17228,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
17229,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
17230,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
17231,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
17232,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
17233,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
17234,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
17235,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
17236,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
17237,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
17238,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
17239,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
17240,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
17241,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
17242,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
17243,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
17244,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
17245,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
17246,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
17247,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
17248,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
17249,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
17250,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17251,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17252,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
17253,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
17254,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17255,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
17256,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
17257,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
17258,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
17259,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Bareland,Bareland
17260,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
17261,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
17262,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
17263,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
17264,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
17265,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
17266,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Wetland
17267,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
17268,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
17269,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
17270,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
17271,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
17272,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
17273,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
17274,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
17275,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
17276,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
17277,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
17278,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
17279,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
17280,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
17281,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
17282,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
17283,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
17284,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
17285,Water,Water,Cropland,Water,Non_Wetland,Grassland,Built-up,Water
17286,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,NULL
17287,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
17288,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
17289,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
17290,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
17291,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
17292,Water,Water,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
17293,Water,Water,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
17294,Water,Water,Cropland,Water,Non_Wetland,Cropland,Built-up,Grassland
17295,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
17296,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
17297,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
17298,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
17299,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
17300,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
17301,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
17302,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
17303,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
17304,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
17305,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
17306,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
17307,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,NULL
17308,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
17309,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
17310,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
17311,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
17312,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
17313,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
17314,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
17315,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
17316,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
17317,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,NULL
17318,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
17319,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
17320,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
17321,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
17322,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
17323,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
17324,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
17325,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
17326,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
17327,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
17328,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
17329,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
17330,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
17331,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
17332,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
17333,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
17334,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
17335,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
17336,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
17337,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
17338,Water,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
17339,Water,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
17340,Water,Water,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
17341,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Grassland
17342,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Cropland
17343,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Bareland
17344,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
17345,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
17346,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
17347,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
17348,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
17349,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
17350,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
17351,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
17352,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
17353,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
17354,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
17355,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
17356,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
17357,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
17358,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
17359,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
17360,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
17361,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
17362,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
17363,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
17364,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
17365,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
17366,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
17367,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
17368,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
17369,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
17370,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
17371,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
17372,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Cropland
17373,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
17374,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
17375,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
17376,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17377,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
17378,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
17379,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
17380,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
17381,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
17382,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Cropland
17383,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
17384,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
17385,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
17386,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
17387,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Cropland
17388,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
17389,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
17390,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
17391,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
17392,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
17393,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
17394,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
17395,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
17396,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
17397,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
17398,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
17399,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
17400,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
17401,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
17402,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
17403,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
17404,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
17405,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
17406,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
17407,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
17408,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
17409,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
17410,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17411,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
17412,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
17413,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
17414,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
17415,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
17416,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
17417,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17418,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
17419,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
17420,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
17421,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
17422,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
17423,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
17424,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
17425,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
17426,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
17427,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
17428,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
17429,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
17430,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
17431,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17432,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
17433,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
17434,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
17435,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
17436,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
17437,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
17438,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
17439,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
17440,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
17441,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17442,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
17443,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17444,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
17445,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
17446,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
17447,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
17448,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
17449,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17450,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
17451,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
17452,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
17453,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
17454,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17455,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17456,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
17457,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
17458,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
17459,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
17460,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
17461,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
17462,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
17463,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
17464,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
17465,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
17466,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
17467,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
17468,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
17469,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
17470,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
17471,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
17472,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
17473,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
17474,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
17475,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
17476,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
17477,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
17478,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
17479,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
17480,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
17481,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
17482,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
17483,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
17484,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
17485,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
17486,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
17487,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Cropland
17488,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
17489,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
17490,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
17491,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17492,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
17493,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
17494,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
17495,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
17496,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
17497,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
17498,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
17499,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
17500,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
17501,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
17502,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
17503,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
17504,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
17505,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
17506,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
17507,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
17508,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
17509,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
17510,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
17511,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
17512,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
17513,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
17514,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
17515,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
17516,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
17517,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17518,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
17519,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
17520,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
17521,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
17522,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17523,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
17524,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17525,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
17526,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
17527,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
17528,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
17529,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
17530,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
17531,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
17532,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
17533,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
17534,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
17535,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Bareland
17536,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
17537,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
17538,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
17539,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
17540,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
17541,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
17542,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
17543,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
17544,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
17545,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
17546,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
17547,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
17548,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
17549,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
17550,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Cropland
17551,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
17552,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Bareland
17553,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
17554,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
17555,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
17556,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
17557,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
17558,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
17559,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
17560,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
17561,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
17562,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
17563,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
17564,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
17565,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
17566,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
17567,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
17568,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
17569,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
17570,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
17571,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
17572,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
17573,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
17574,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Cropland
17575,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
17576,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
17577,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
17578,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
17579,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
17580,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
17581,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
17582,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
17583,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
17584,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
17585,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
17586,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
17587,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
17588,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
17589,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
17590,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
17591,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
