Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQS_M_R
2022,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2023,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2024,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2025,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2026,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2027,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2028,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2029,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2030,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
2031,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2032,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2033,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2034,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2035,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2036,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2037,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2038,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2039,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2040,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2041,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
2042,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2043,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2044,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2045,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2046,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2047,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2048,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2049,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2050,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2051,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2052,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2053,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
2054,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
2055,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2056,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2057,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
2058,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2059,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2060,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
2061,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2062,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2063,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2064,Water,Water,Water,NULL,Water,NULL,Water,Water
2065,Water,Water,Water,NULL,Water,NULL,Water,Forest
2066,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2067,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2068,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2069,Water,Water,Water,NULL,Water,Grassland,Water,Water
2070,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2071,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
2072,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
2073,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2074,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2075,Water,Water,Water,NULL,Water,Wetland,Water,Water
2076,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2077,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2078,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2079,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
2080,Water,Water,Water,NULL,Water,Bareland,Water,Water
2081,Water,Water,Water,NULL,Water,Water,Grassland,Water
2082,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2083,Water,Water,Water,NULL,Water,Water,Wetland,Water
2084,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2085,Water,Water,Water,NULL,Water,Water,Water,Grassland
2086,Water,Water,Water,NULL,Water,Water,Water,Wetland
2087,Water,Water,Water,NULL,Water,Water,Water,Water
2088,Water,Water,Water,NULL,Water,Water,Water,Forest
2089,Water,Water,Water,NULL,Water,Water,Forest,Water
2090,Water,Water,Water,NULL,Water,Water,Forest,Forest
2091,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2092,Water,Water,Water,NULL,Water,Forest,Water,Water
2093,Water,Water,Water,NULL,Water,Forest,Water,Forest
2094,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2095,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2096,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2097,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2098,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2099,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2100,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2101,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2102,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2103,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2104,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2105,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2106,Water,Water,Water,Non_Water,Water,Water,Water,Water
2107,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2108,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2109,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2110,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2111,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2112,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
2113,Water,Water,Water,Water,Water,NULL,Wetland,Water
2114,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2115,Water,Water,Water,Water,Water,NULL,Water,Grassland
2116,Water,Water,Water,Water,Water,NULL,Water,Wetland
2117,Water,Water,Water,Water,Water,NULL,Water,Water
2118,Water,Water,Water,Water,Water,NULL,Water,Forest
2119,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2120,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2121,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2122,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2123,Water,Water,Water,Water,Water,Grassland,Water,Water
2124,Water,Water,Water,Water,Water,Grassland,Water,Forest
2125,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2126,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2127,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2128,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2129,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2130,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2131,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2132,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2133,Water,Water,Water,Water,Water,Wetland,Water,Water
2134,Water,Water,Water,Water,Water,Wetland,Water,Forest
2135,Water,Water,Water,Water,Water,Water,NULL,Water
2136,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2137,Water,Water,Water,Water,Water,Water,Grassland,Water
2138,Water,Water,Water,Water,Water,Water,Grassland,Forest
2139,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2140,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2141,Water,Water,Water,Water,Water,Water,Wetland,Water
2142,Water,Water,Water,Water,Water,Water,Wetland,Forest
2143,Water,Water,Water,Water,Water,Water,Bareland,Forest
2144,Water,Water,Water,Water,Water,Water,Water,Grassland
2145,Water,Water,Water,Water,Water,Water,Water,Wetland
2146,Water,Water,Water,Water,Water,Water,Water,Bareland
2147,Water,Water,Water,Water,Water,Water,Water,Water
2148,Water,Water,Water,Water,Water,Water,Water,Forest
2149,Water,Water,Water,Water,Water,Water,Forest,Grassland
2150,Water,Water,Water,Water,Water,Water,Forest,Wetland
2151,Water,Water,Water,Water,Water,Water,Forest,Water
2152,Water,Water,Water,Water,Water,Water,Forest,Forest
2153,Water,Water,Water,Water,Water,Forest,Wetland,Water
2154,Water,Water,Water,Water,Water,Forest,Water,Water
2155,Water,Water,Water,Water,Water,Forest,Water,Forest
2156,Water,Water,Water,Water,Water,Forest,Forest,Forest
2157,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2158,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2159,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2160,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2161,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2162,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2163,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2164,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2165,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2166,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2167,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2168,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2169,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2170,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2171,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2172,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2173,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2174,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2175,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2176,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2177,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2178,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2179,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2180,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2181,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2182,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2183,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2184,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2185,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2186,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2187,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2188,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2189,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2190,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2191,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2192,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
2193,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2194,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2195,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2196,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2197,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2198,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2199,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2200,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2201,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2202,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2203,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2204,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2205,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
2206,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2207,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2208,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2209,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2210,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2211,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2212,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2213,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2214,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2215,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2216,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2217,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2218,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2219,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2220,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2221,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2222,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2223,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2224,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2225,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2226,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
2227,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2228,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2229,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2230,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2231,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2232,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2233,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2234,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2235,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2236,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2237,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2238,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2239,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2240,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2241,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2242,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2243,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2244,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2245,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2246,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2247,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2248,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2249,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2250,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2251,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2252,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2253,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2254,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2255,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2256,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2257,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2258,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2259,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2260,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2261,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2262,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2263,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2264,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2265,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2266,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2267,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2268,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2269,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2270,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2271,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2272,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2273,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2274,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2275,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2276,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2277,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2278,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2279,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2280,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2281,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2282,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2283,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2284,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2285,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2286,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2287,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2288,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2289,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2290,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2291,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2292,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2293,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2294,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2295,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2296,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
2297,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2298,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2299,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2300,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2301,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2302,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2303,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2304,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2305,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2306,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2307,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2308,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2309,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2310,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2311,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2312,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2313,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2314,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2315,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2316,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2317,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2318,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2319,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2320,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2321,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2322,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2323,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2324,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2325,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2326,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2327,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2328,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2329,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2330,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2331,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2332,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2333,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2334,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2336,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2337,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2338,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2339,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2340,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2341,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2342,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2343,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2344,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2345,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2346,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
2347,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2348,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2349,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2350,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2351,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2352,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2353,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2354,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2355,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2356,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2357,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2358,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2359,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2360,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2361,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2362,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2363,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2364,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2365,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2366,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2367,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2368,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2369,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2370,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2371,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2372,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2373,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2374,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2375,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2376,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2377,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2378,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
