Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
694,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
695,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
696,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
697,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
698,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
699,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
700,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
701,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
702,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
703,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
704,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
705,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
706,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
707,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
708,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
709,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
710,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
711,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
712,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
713,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
714,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
715,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
716,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
717,Wetland,Water,Water,NULL,Water,Water,Water,Water
718,Wetland,Water,Water,Non_Water,Water,NULL,Water,Water
719,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
720,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
721,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
722,Wetland,Water,Water,Water,Water,Shrubland,Water,Forest
723,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
724,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
725,Wetland,Water,Water,Water,Water,Wetland,Water,Water
726,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
727,Wetland,Water,Water,Water,Water,Water,Water,Wetland
728,Wetland,Water,Water,Water,Water,Water,Water,Water
729,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
730,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
731,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
732,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
733,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
734,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
735,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
736,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
737,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
738,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
739,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
740,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
741,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
742,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
743,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
744,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
745,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
746,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
747,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
748,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
749,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
750,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
751,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
752,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
753,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
754,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
755,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
756,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
757,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
758,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
759,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
760,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
761,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
762,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
763,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
764,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
765,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
766,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
767,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
768,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
769,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
770,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
771,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
772,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
773,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
774,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
775,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
776,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
777,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
778,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
779,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
780,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
781,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
782,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
783,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
784,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
785,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
786,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
787,Bareland,Water,Water,Water,Water,Water,Water,Water
788,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
789,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
790,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
791,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
792,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
793,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
794,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
795,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
796,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
797,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
798,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
799,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
800,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
801,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
802,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
803,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
804,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
805,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
806,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
807,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
808,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
809,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
810,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
811,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
812,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
813,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
814,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
815,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
816,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
817,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
818,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
819,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
820,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
821,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
822,Water,NULL,Water,Water,Water,Water,Water,Grassland
823,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
824,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
825,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
826,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
827,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
828,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
829,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
830,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
831,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
832,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
833,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
834,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
835,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
836,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
837,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
838,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
839,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
840,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
841,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
842,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
843,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
844,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
845,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
846,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
847,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
848,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
849,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
850,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
851,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
852,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
853,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
854,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
855,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
856,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
857,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
858,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
859,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
860,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
861,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
862,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
863,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
864,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
865,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
866,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
867,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
868,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
869,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
870,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
871,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
872,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
873,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
874,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
875,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
876,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
877,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
878,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
879,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
880,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
881,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
882,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
883,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
884,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
885,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
886,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
887,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
888,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
889,Water,Wetland,Water,NULL,Water,Water,Water,Water
890,Water,Wetland,Water,NULL,Water,Water,Water,Forest
891,Water,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
892,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
893,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
894,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
895,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
896,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
897,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
898,Water,Wetland,Water,Water,Water,NULL,Water,Forest
899,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
900,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
901,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
902,Water,Wetland,Water,Water,Water,Wetland,Water,Water
903,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
904,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
905,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
906,Water,Wetland,Water,Water,Water,Water,Water,Grassland
907,Water,Wetland,Water,Water,Water,Water,Water,Wetland
908,Water,Wetland,Water,Water,Water,Water,Water,Bareland
909,Water,Wetland,Water,Water,Water,Water,Water,Water
910,Water,Wetland,Water,Water,Water,Water,Water,Forest
911,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
912,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
913,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
914,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
915,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
916,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
917,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
918,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
919,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
920,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
921,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
922,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
923,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
924,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
925,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
926,Water,Bareland,Water,Water,Water,Water,Water,Water
927,Water,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
928,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
929,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
930,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
931,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
932,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
933,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
934,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
935,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
936,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
937,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
938,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
939,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
940,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
941,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
942,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
943,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
944,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
945,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
946,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
947,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
948,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
949,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
950,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
951,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
952,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
953,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
954,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
955,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
956,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
957,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
958,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
959,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
960,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
961,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
962,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
963,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
964,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
965,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
966,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
967,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
968,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
969,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
970,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
971,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
972,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
973,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
974,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
975,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
976,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
977,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
978,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
979,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
980,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
981,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
982,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
983,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
984,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
985,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
986,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
987,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
988,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
989,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
990,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
991,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
992,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
993,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
994,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
995,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
996,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
997,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
998,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
999,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1000,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1001,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1002,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1003,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1004,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1005,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1006,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1007,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1008,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1009,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1010,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1011,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1012,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1013,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1014,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1015,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1016,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1017,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1018,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1019,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1020,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1021,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1022,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1023,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1024,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1025,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1026,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1027,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1028,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1029,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1030,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1031,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1032,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1033,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1034,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1035,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1036,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1037,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1038,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1039,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1040,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1041,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1042,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1043,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1044,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1045,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1046,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1047,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1048,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1049,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1050,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1051,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1052,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1053,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1054,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1055,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1056,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1057,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1058,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1059,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1060,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1061,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1062,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
1063,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1064,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1065,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
1066,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1067,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1068,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1069,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1070,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1071,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1072,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1073,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1074,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1075,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
