Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVC_M_R
18972,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18973,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18974,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18975,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
18976,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18977,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
18978,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
18979,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18980,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
18981,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
18982,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
18983,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
18984,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
18985,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
18986,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
18987,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
18988,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
18989,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
18990,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18991,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
18992,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18993,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
18994,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
18995,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
18996,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
18997,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
18998,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18999,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
19000,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
19001,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
19002,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
19003,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
19004,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
19005,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
19006,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
19007,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
19008,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
19009,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
19010,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
19011,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
19012,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
19013,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
19014,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
19015,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
19016,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
19017,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
19018,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
19019,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
19020,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
19021,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
19022,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
19023,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Water
19024,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
19025,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
19026,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
19027,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
19028,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
19029,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
19030,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
19031,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
19032,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
19033,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
19034,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
19035,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
19036,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
19037,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
19038,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
19039,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
19040,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
19041,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
19042,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
19043,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
19044,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
19045,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
19046,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
19047,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
19048,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
19049,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
19050,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
19051,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
19052,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
19053,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
19054,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
19055,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Forest
19056,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
19057,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
19058,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
19059,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
19060,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
19061,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
19062,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
19063,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
19064,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
19065,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
19066,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
19067,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
19068,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
19069,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
19070,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Wetland
19071,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Water
19072,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
19073,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
19074,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
19075,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
19076,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
19077,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
19078,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
19079,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
19080,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
19081,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
19082,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
19083,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
19084,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
19085,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19086,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19087,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19088,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19089,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
19090,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
19091,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
19092,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19093,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19094,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19095,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19096,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
19097,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
19098,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
19099,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
19100,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
19101,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
19102,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19103,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19104,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
19105,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
19106,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19107,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
19108,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
19109,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
19110,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
19111,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
19112,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
19113,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
19114,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
19115,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
19116,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
19117,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
19118,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
19119,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
19120,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
19121,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
19122,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
19123,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
19124,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19125,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19126,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19127,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19128,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19129,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19130,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19131,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
19132,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19133,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
19134,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19135,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
19136,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
19137,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19138,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19139,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
19140,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
19141,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
19142,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
19143,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
19144,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
19145,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
19146,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
19147,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19148,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
19149,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
19150,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
19151,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
19152,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
19153,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
19154,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
19155,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
19156,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
19157,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
19158,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19159,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19160,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19161,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19162,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
19163,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
19164,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
19165,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
19166,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19167,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19168,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19169,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19170,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19171,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
19172,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19173,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
19174,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19175,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
19176,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19177,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19178,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19179,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19180,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19181,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
19182,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19183,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19184,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
19185,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
19186,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
19187,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
19188,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
19189,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
19190,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
19191,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
19192,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
19193,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
19194,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
19195,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
19196,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19197,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19198,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19199,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19200,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19201,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
19202,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
19203,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
19204,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
19205,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19206,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
19207,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
19208,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
19209,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19210,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
19211,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19212,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
19213,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19214,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19215,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19216,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19217,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
19218,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
19219,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
19220,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
19221,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
19222,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
19223,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
19224,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
19225,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
19226,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
19227,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
19228,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
19229,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
19230,Forest,Forest,Water,NULL,Water,NULL,Forest,Wetland
19231,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
19232,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
19233,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
19234,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
19235,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
19236,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
19237,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
19238,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
19239,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
19240,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
19241,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Grassland
19242,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
19243,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
19244,Forest,Forest,Water,NULL,Water,Shrubland,Bareland,Forest
19245,Forest,Forest,Water,NULL,Water,Shrubland,Water,Water
19246,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
19247,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
19248,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
19249,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
19250,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
19251,Forest,Forest,Water,NULL,Water,Grassland,NULL,Wetland
19252,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
19253,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
19254,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Wetland
19255,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Bareland
19256,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
19257,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
19258,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Cropland
19259,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
19260,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Water
19261,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
19262,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
19263,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
19264,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
19265,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
19266,Forest,Forest,Water,NULL,Water,Grassland,Water,Wetland
19267,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
19268,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
19269,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
19270,Forest,Forest,Water,NULL,Water,Grassland,Forest,Wetland
19271,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
19272,Forest,Forest,Water,NULL,Water,Cropland,NULL,Forest
19273,Forest,Forest,Water,NULL,Water,Cropland,Grassland,Forest
19274,Forest,Forest,Water,NULL,Water,Cropland,Wetland,Grassland
19275,Forest,Forest,Water,NULL,Water,Cropland,Wetland,Forest
19276,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
19277,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
19278,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
19279,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
19280,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
19281,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
19282,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
19283,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
19284,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
19285,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
19286,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
19287,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
19288,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
19289,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
19290,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
19291,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
19292,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
19293,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
19294,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
19295,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
19296,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
19297,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
19298,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
19299,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
19300,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Grassland
19301,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
19302,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
19303,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
19304,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Water
19305,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
19306,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
19307,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
19308,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
19309,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
19310,Forest,Forest,Water,NULL,Water,Bareland,Forest,Cropland
19311,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
19312,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
19313,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
19314,Forest,Forest,Water,NULL,Water,Water,NULL,Wetland
19315,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
19316,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
19317,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
19318,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
19319,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
19320,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
19321,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
19322,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
19323,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
19324,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
19325,Forest,Forest,Water,NULL,Water,Water,Water,Water
19326,Forest,Forest,Water,NULL,Water,Water,Water,Forest
