Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R
3093,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3094,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3095,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3096,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3097,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3098,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3099,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
3100,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3101,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3102,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3103,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3104,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3105,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3106,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
3107,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3108,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3109,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3110,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3111,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3112,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3113,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3114,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3115,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3116,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3117,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3118,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3119,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3120,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3121,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3122,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3123,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3124,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3125,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3126,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3127,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3128,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3129,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3130,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3131,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3132,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3133,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3134,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3135,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3136,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3137,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3138,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3139,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3140,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3141,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3142,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3143,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3144,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3145,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3147,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3148,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3149,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3150,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3151,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3152,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3153,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3154,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3155,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3156,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3157,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3158,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3159,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3160,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3161,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3162,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3163,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3164,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3165,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3166,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3167,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3168,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3169,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3170,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3171,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3172,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3173,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3174,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3175,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3176,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3177,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3178,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3179,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3180,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3181,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3182,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3183,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3184,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3185,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
3186,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3187,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3188,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3189,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3190,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3191,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3192,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
3193,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3194,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3195,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3196,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3197,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3198,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
3199,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
3200,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
3201,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3202,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3203,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3204,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3205,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3206,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3207,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3208,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3209,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3210,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3211,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3212,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3213,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3214,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3215,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3216,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3217,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3218,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3219,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3220,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3221,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3222,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3223,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3224,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3225,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3226,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3227,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3228,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3229,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3230,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3231,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3232,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3233,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3234,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3235,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3236,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3237,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3238,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3239,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3240,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3241,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3242,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3243,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3244,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3245,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3246,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3247,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3248,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3249,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3250,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3251,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3252,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3253,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3254,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3255,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3256,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3257,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3258,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
3259,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3260,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
3261,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3262,Water,NULL,Water,NULL,Water,Water,Grassland,Water
3263,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3264,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3265,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3266,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3267,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3268,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
3269,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
3270,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
3271,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
3272,Water,NULL,Water,Water,Water,Bareland,Water,Forest
3273,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
3274,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3275,Water,NULL,Water,Water,Water,Water,Bareland,Forest
3276,Water,NULL,Water,Water,Water,Water,Water,Grassland
3277,Water,NULL,Water,Water,Water,Water,Water,Bareland
3278,Water,NULL,Water,Water,Water,Water,Water,Water
3279,Water,NULL,Water,Water,Water,Water,Water,Forest
3280,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3281,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3282,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3283,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3284,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3285,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3286,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3287,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3288,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3289,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3290,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3291,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3292,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3293,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3294,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
3295,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3296,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3297,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3298,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3299,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3300,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3301,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3302,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3303,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3304,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3305,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3306,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3307,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3308,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3309,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3310,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3311,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3312,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3313,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3314,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3315,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3316,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3317,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3318,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3319,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3320,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3321,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3322,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3323,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
3324,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3325,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3326,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3327,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3328,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3329,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3330,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3331,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3332,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3333,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3334,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3335,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3336,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3337,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3338,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3339,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3340,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3341,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3342,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3343,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3344,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3345,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3346,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3347,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3348,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3349,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3350,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
3351,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3352,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3353,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3354,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3355,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3356,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
3357,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3358,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3359,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3360,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3361,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
3362,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
3363,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3364,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3365,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3366,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3367,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
3368,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3369,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3370,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3371,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3372,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3373,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3374,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3375,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3376,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
3377,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
3378,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
3379,Water,Cropland,Water,Water,Water,Water,Water,Water
3380,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3381,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3382,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3383,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3384,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3385,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3386,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3387,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3388,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3389,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3390,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3391,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3392,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3393,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3394,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3395,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3396,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3397,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3398,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3399,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3400,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3401,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
3402,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3403,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
3404,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3405,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3406,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3407,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3408,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3409,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3410,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3411,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3412,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3413,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3414,Water,Wetland,Water,NULL,Water,Water,Water,Water
3415,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
3416,Water,Wetland,Water,Water,Water,Grassland,Water,Water
3417,Water,Wetland,Water,Water,Water,Water,Water,Water
3418,Water,Wetland,Water,Water,Water,Water,Water,Forest
3419,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3420,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3421,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3422,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3423,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3424,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3425,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3426,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
3427,Water,Bareland,Water,Water,Water,Water,Water,Water
3428,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3429,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3430,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3431,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3432,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3433,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3434,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3435,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3436,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
3437,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3438,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3439,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3440,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
