Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
1841,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1842,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1844,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1845,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1846,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1847,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1848,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1849,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1850,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1851,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1856,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1857,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1859,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1860,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1861,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1862,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1863,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1864,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1866,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1869,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1870,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1872,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1873,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1874,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1875,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1876,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1877,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1878,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1879,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1880,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1881,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1882,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1883,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1884,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1885,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1886,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1887,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1888,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1889,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1890,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1891,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1892,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1893,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1894,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1895,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1896,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1898,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1899,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1900,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1901,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1902,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1903,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1904,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1905,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1906,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1908,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1909,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1910,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1913,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1914,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1915,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1916,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1917,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1918,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1919,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1920,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1921,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1922,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1923,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1924,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1925,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1926,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1927,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1928,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1929,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1930,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1931,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1932,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1933,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1934,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1935,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1936,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1937,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1938,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1939,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1940,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1941,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1942,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1943,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1944,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1945,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1946,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1947,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1948,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1949,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1950,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1951,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1952,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1954,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1955,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1956,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1957,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1958,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1959,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1960,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1961,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1962,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1963,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1964,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1966,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1969,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1970,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1971,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1972,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1973,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1974,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1975,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1976,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1977,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1978,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1979,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1980,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1981,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1982,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1983,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1984,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1985,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1986,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1987,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1988,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1989,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1990,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1991,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1992,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1993,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1994,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1995,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1997,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1999,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2000,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2001,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2002,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2003,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2004,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2005,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2006,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2007,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2008,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2009,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2010,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2011,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2012,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2014,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2015,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2016,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2017,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2018,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2021,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2023,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2024,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
2025,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2026,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
2027,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2028,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2029,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2030,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2031,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2032,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
2033,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2034,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
2035,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2036,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
2037,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2038,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2039,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2040,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2041,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2042,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2043,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2044,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2045,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2046,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2047,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2048,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2049,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2050,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2051,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2053,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2054,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2055,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2056,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2057,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2058,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2059,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2060,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2061,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2062,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2063,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2064,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2066,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2067,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2068,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2069,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2070,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2071,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2072,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2073,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2074,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2075,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2077,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2078,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2079,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2080,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2081,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2082,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
2083,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
2084,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2085,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2086,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2087,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2088,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2089,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2090,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2091,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2092,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2093,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2094,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2095,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2096,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2097,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
2098,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
2099,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2100,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2101,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2102,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2103,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2104,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2105,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2106,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2107,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2108,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2109,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2110,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2111,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2112,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2113,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2114,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2115,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2116,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2117,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2118,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2119,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2120,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2121,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2122,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2123,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2124,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2125,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2126,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2127,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2128,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2129,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2130,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2131,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2132,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2133,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2134,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2135,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2136,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2137,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2138,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2139,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2140,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2141,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2142,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2143,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2144,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2145,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2146,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2147,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2148,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2149,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2150,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2151,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2152,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2153,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2154,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2155,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2156,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2157,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2158,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2159,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2160,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2161,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2162,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2163,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2164,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2165,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2166,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2167,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2168,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2170,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2171,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2172,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2173,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2174,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2175,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
