Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
5851,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5852,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5853,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5854,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
5855,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
5856,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5857,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5858,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
5859,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5860,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5861,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5862,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5863,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
5864,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5865,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5866,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5867,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
5868,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5869,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
5870,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5871,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5872,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
5873,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5874,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5875,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5876,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5877,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5878,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5879,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5880,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5881,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
5882,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
5883,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
5884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5887,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5888,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5892,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5893,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5894,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5896,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5899,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5900,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5901,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5902,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5903,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5904,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5905,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5906,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
5907,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5908,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5909,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5910,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5916,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5917,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5918,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5919,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5920,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5921,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5922,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5929,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5930,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5931,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5932,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5933,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5934,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5935,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5936,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5937,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5938,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5939,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5940,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5941,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5942,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5943,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5944,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5945,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5946,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5947,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5948,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5949,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5950,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5951,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5952,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5956,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5957,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5958,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5959,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5960,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5961,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5962,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5963,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5964,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5966,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5967,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5968,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5969,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5972,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5973,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5974,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5975,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
5976,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5977,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5978,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5979,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5980,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5981,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5982,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5983,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5984,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5985,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5986,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5987,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
5988,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5989,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5990,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
5991,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5992,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5993,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5994,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5995,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
5996,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5997,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5998,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
5999,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6000,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6001,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6002,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6003,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6004,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6005,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6006,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6007,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6008,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6009,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6010,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6011,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6012,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6013,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6014,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6015,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
6016,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6017,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6018,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
6019,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6020,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6021,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6022,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6023,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6024,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6025,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6026,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6027,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6028,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6029,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6030,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6031,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6032,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6033,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6034,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6035,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6036,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6037,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6038,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6039,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6040,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
6041,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6042,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6043,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6044,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6045,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6046,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6048,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6050,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6051,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6052,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6053,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6054,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6055,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6056,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6057,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6058,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6059,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6060,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6061,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6062,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6063,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6064,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6065,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6066,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6067,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6068,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6069,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6070,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6071,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6072,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
6073,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6074,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6075,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
6113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
6120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6124,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6125,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6126,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6127,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6128,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6129,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6131,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
6132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
6135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
6136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
6137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6143,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6144,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6145,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6153,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6154,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6155,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6156,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6157,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
