Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQQ_M_R
1975,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
1976,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1977,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1978,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1979,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1980,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1981,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1982,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1983,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
1984,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1985,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1986,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1987,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1988,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1989,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1990,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1991,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
1992,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1993,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
1994,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1995,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1996,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1997,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1998,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1999,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
2000,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2001,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2002,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2003,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2004,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
2005,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2006,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2007,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2008,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2009,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2010,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2011,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2012,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2013,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2014,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2015,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2016,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2017,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2018,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2019,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2020,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2021,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2022,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2023,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2024,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2025,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2026,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2027,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2028,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2029,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2030,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2031,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2032,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2033,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2034,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2035,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2036,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2037,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2038,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2039,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2040,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2041,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2042,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2043,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2044,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2045,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2046,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2047,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2048,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2049,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2050,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2051,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2052,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2053,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2054,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2055,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2056,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2057,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2058,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2059,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2060,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
2061,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2062,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2063,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2064,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2065,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2066,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2067,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2068,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2069,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2070,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2071,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2072,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2073,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2074,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2075,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2076,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2077,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2078,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2079,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2080,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2081,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2082,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2083,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2084,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2085,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2086,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2087,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2088,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2089,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2090,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2091,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2092,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2093,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2094,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2095,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2096,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2097,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
2098,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2099,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2100,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2101,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
2102,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2103,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2104,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2105,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
2106,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2107,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2108,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2109,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2110,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2111,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2112,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2113,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2114,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2115,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2116,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2117,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2118,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2119,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2120,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2121,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2122,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2123,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2124,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2125,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2126,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2127,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2128,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2129,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2130,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2131,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2132,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2133,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2134,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2135,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2136,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2137,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2138,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2139,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2140,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2141,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2142,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2143,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2144,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2145,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2146,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
2147,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2148,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2149,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2150,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2151,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
2152,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2153,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
2154,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2155,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2156,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
2157,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2158,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2159,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
2160,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2161,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
2162,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
2163,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2164,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2165,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2166,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2167,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2168,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2169,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2170,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2171,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2172,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2173,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2174,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2175,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2176,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2177,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2178,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2179,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2180,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2181,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2182,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2183,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
2184,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2185,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2186,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2187,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
2188,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2189,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2190,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
2191,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
2192,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2193,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
2194,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
2195,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2196,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2197,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2198,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
2199,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2200,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
2201,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2202,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2203,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2204,Water,Water,Water,NULL,Water,Grassland,NULL,Water
2205,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2206,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2207,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2208,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2209,Water,Water,Water,NULL,Water,Grassland,Water,Water
2210,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2211,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
2212,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
2213,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
2214,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2215,Water,Water,Water,NULL,Water,Bareland,Wetland,Wetland
2216,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2217,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2218,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2219,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
2220,Water,Water,Water,NULL,Water,Bareland,Water,Water
2221,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2222,Water,Water,Water,NULL,Water,Water,NULL,Grassland
2223,Water,Water,Water,NULL,Water,Water,NULL,Water
2224,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2225,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
2226,Water,Water,Water,NULL,Water,Water,Grassland,Water
2227,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2228,Water,Water,Water,NULL,Water,Water,Wetland,Water
2229,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2230,Water,Water,Water,NULL,Water,Water,Water,Grassland
2231,Water,Water,Water,NULL,Water,Water,Water,Wetland
2232,Water,Water,Water,NULL,Water,Water,Water,Bareland
2233,Water,Water,Water,NULL,Water,Water,Water,Water
2234,Water,Water,Water,NULL,Water,Water,Water,Forest
2235,Water,Water,Water,NULL,Water,Water,Forest,Water
2236,Water,Water,Water,NULL,Water,Water,Forest,Forest
2237,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
2238,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2239,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2240,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2241,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2242,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
2243,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2244,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2245,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
2246,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2247,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2248,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2249,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2250,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2251,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2252,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2253,Water,Water,Water,Non_Water,Water,Water,Water,Water
2254,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2255,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2256,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2257,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2258,Water,Water,Water,Water,Water,NULL,Wetland,Water
2259,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2260,Water,Water,Water,Water,Water,NULL,Water,Water
2261,Water,Water,Water,Water,Water,NULL,Water,Forest
2262,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2263,Water,Water,Water,Water,Water,Grassland,Grassland,Water
2264,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2265,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2266,Water,Water,Water,Water,Water,Grassland,Water,Water
2267,Water,Water,Water,Water,Water,Grassland,Water,Forest
2268,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2269,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
2270,Water,Water,Water,Water,Water,Bareland,NULL,Water
2271,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2272,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
2273,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2274,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2275,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2276,Water,Water,Water,Water,Water,Bareland,Water,Wetland
2277,Water,Water,Water,Water,Water,Bareland,Water,Bareland
2278,Water,Water,Water,Water,Water,Bareland,Water,Water
2279,Water,Water,Water,Water,Water,Bareland,Water,Forest
2280,Water,Water,Water,Water,Water,Water,NULL,Grassland
2281,Water,Water,Water,Water,Water,Water,NULL,Bareland
2282,Water,Water,Water,Water,Water,Water,NULL,Water
2283,Water,Water,Water,Water,Water,Water,Grassland,Water
2284,Water,Water,Water,Water,Water,Water,Grassland,Forest
2285,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2286,Water,Water,Water,Water,Water,Water,Wetland,Water
2287,Water,Water,Water,Water,Water,Water,Wetland,Forest
2288,Water,Water,Water,Water,Water,Water,Water,Grassland
2289,Water,Water,Water,Water,Water,Water,Water,Wetland
2290,Water,Water,Water,Water,Water,Water,Water,Bareland
2291,Water,Water,Water,Water,Water,Water,Water,Water
2292,Water,Water,Water,Water,Water,Water,Water,Forest
2293,Water,Water,Water,Water,Water,Water,Forest,Water
2294,Water,Water,Water,Water,Water,Water,Forest,Forest
2295,Water,Water,Water,Water,Water,Forest,Water,Water
2296,Water,Water,Water,Water,Water,Forest,Water,Forest
2297,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2298,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2299,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2300,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2301,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2302,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2303,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2304,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2305,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2306,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2307,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2308,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2309,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2310,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2311,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2312,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2313,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2314,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2315,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2316,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2317,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2318,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2319,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2320,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2321,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2322,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2323,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2324,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2326,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2327,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2328,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2329,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2330,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2331,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2332,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2333,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2334,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2335,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2336,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2337,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2338,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2339,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2340,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2341,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2342,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2343,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2344,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2345,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2346,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2347,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2348,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2349,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2350,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2351,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2352,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2353,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2354,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2355,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2356,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2357,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2358,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
