Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTN_M_R
2272,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
2273,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2274,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2275,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2276,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2277,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2278,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2279,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2280,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2281,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2282,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2283,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2284,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2285,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2286,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2287,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2288,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2289,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2290,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2291,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
2292,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2293,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2294,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
2295,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2296,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2297,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2298,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2299,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2300,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2301,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2302,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2303,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2304,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2305,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2306,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2307,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2308,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2309,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2310,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2311,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2312,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2313,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2314,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2315,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2316,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2317,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2318,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2319,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2320,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
2321,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2322,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2323,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2324,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
2325,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2326,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2327,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
2328,Forest,Water,Water,NULL,Water,NULL,Water,Water
2329,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2330,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2331,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2332,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2333,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2334,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2335,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2336,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2337,Forest,Water,Water,NULL,Water,Water,Water,Water
2338,Forest,Water,Water,NULL,Water,Water,Water,Forest
2339,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
2340,Forest,Water,Water,NULL,Water,Water,Forest,Water
2341,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2342,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
2343,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2344,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2345,Forest,Water,Water,NULL,Water,Forest,Water,Water
2346,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2347,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2348,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2349,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
2350,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2351,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2352,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2353,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2354,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2355,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
2356,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2357,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2358,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
2359,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2360,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2361,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2362,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2363,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
2364,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2365,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2366,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2367,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
2368,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2369,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2370,Forest,Water,Water,Water,Water,NULL,Water,Water
2371,Forest,Water,Water,Water,Water,NULL,Water,Forest
2372,Forest,Water,Water,Water,Water,NULL,Forest,Water
2373,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2374,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
2375,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2376,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2377,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2378,Forest,Water,Water,Water,Water,Water,Grassland,Forest
2379,Forest,Water,Water,Water,Water,Water,Wetland,Water
2380,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2381,Forest,Water,Water,Water,Water,Water,Water,Grassland
2382,Forest,Water,Water,Water,Water,Water,Water,Wetland
2383,Forest,Water,Water,Water,Water,Water,Water,Water
2384,Forest,Water,Water,Water,Water,Water,Water,Forest
2385,Forest,Water,Water,Water,Water,Water,Forest,Water
2386,Forest,Water,Water,Water,Water,Water,Forest,Forest
2387,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
2388,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2389,Forest,Water,Water,Water,Water,Forest,Water,Water
2390,Forest,Water,Water,Water,Water,Forest,Water,Forest
2391,Forest,Water,Water,Water,Water,Forest,Forest,Water
2392,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2393,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2394,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2395,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2396,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2397,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2398,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2399,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2400,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2401,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2402,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2403,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
2404,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2405,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2406,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2407,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2408,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2409,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2410,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2411,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2412,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2413,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2414,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2415,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2416,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2417,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2418,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2419,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2420,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2421,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2422,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2423,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2424,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2425,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2426,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2427,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2428,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2429,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2430,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2431,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2432,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2433,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2434,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2435,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2436,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2437,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2438,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2439,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2440,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2441,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2442,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2443,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2444,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2445,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2446,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2447,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2448,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2449,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2450,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2451,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2452,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2453,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2454,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2455,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2456,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2457,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2458,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2459,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2460,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2461,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2462,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2463,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2464,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2465,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2466,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2467,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2468,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2469,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2470,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2471,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2472,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2473,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2474,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2475,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2476,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2477,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2478,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2479,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2480,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2481,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2482,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2483,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2484,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2485,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2486,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2487,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2488,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2489,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2490,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2491,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2492,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2493,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2494,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2495,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2496,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2497,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2498,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2499,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2500,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2501,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2502,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2503,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2504,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2505,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2506,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2507,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2508,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2509,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2510,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
2511,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2512,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2513,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2514,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2515,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2516,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2517,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2518,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2519,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2520,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2521,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2522,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2523,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2524,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2525,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2526,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2527,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2528,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2529,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2530,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
2531,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2532,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2533,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2534,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2535,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2536,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2537,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2538,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2539,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2540,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2541,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2542,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2543,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2544,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2545,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2546,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2547,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2548,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2549,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2550,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2551,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2552,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2553,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2554,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2555,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2556,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2557,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2558,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2559,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2560,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2561,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2562,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
2563,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2564,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2565,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2566,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2567,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2568,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2569,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2570,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2571,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2572,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2573,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2574,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2575,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2576,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2577,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2578,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2579,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2580,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2581,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2582,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2583,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2584,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2585,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2586,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2587,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2588,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2589,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2591,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2592,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2593,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2594,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2595,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2596,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2597,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2598,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2599,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2600,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2601,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2602,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2603,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2604,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2605,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2606,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2607,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2608,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2609,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2611,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2612,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2615,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2616,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2617,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2618,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2619,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2620,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2621,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2622,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2623,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2624,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
