Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
4548,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4549,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
4550,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
4551,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4552,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4553,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
4554,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4555,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4556,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4557,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4558,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
4559,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4560,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4561,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4562,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4563,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4564,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4565,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
4566,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4567,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4568,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4569,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4570,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4571,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
4572,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4573,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Wetland
4574,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
4575,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4576,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
4577,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4578,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
4579,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4580,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4581,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4582,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4583,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4584,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4585,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4586,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4587,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4588,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4589,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4590,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4591,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
4592,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4593,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
4594,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4595,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4596,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
4597,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4598,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4599,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4600,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4601,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4602,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4603,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4604,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
4605,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4606,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4607,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4608,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4609,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
4610,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4611,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4612,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4613,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4614,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4615,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4616,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
4617,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
4618,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4619,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
4620,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4621,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4622,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4623,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
4624,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
4625,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
4626,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4627,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4628,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
4629,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
4630,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
4631,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
4632,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
4633,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4634,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4635,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4636,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4637,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4638,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
4639,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4640,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4641,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4642,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4643,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4644,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4645,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4646,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4647,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4648,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4649,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4650,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4651,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4652,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4653,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
4654,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4655,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4656,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4657,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4658,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4659,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4660,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4661,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4662,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4663,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4664,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4665,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
4666,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4667,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4668,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4669,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4670,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
4671,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4672,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4673,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4674,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4675,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4676,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4677,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4678,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4679,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4680,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4681,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4682,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4683,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4684,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4685,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4686,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4687,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4688,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4689,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4690,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4691,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4692,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4693,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4694,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4695,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4696,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4697,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4698,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4699,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4701,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4702,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
4703,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4704,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4705,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4706,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4707,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4708,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4709,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4710,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4711,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4712,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
4713,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4714,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4715,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4716,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
4717,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4718,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4719,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4720,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4721,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4722,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4724,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4725,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4726,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4727,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4728,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4729,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4730,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4731,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4732,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4733,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4734,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4735,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4736,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4737,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4738,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4739,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4740,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4741,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4742,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4743,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4744,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4745,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4746,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4747,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
4748,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
4749,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4750,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
4751,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4752,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4753,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4754,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
4755,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
4756,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
4757,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
4758,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
4759,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
4760,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4761,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
4762,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4763,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
4764,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4765,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4766,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4767,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4768,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4769,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4770,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4771,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4772,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4773,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4774,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4775,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4776,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4777,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4778,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4779,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
4780,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4781,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4782,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4783,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4784,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4785,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4786,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4787,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4788,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4789,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4790,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4791,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4792,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4793,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4794,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4795,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4796,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4797,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4798,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4799,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4800,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4801,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4802,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4803,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4804,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4805,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4806,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4807,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4808,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4809,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4810,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4811,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4812,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4813,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4814,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4815,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4816,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4817,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4818,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
4819,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4820,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4821,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4822,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4823,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4824,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4825,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4826,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
4827,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4828,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4829,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
4830,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4831,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4832,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
4833,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
4834,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
4835,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4836,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4837,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Bareland
4838,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4839,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4840,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4841,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
4842,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4843,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
4844,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4845,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4846,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4847,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4848,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4849,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4850,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
4851,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
4852,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4853,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4854,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4855,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4856,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4857,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4858,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4859,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4860,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4861,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4862,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4863,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4864,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4865,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4866,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4867,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
4868,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4869,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4870,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4871,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
4872,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4873,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4874,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4875,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4876,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4877,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4878,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4879,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4880,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4881,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4882,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4883,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4884,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4885,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4886,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4887,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4888,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4889,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4890,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4891,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4892,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4893,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4894,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4895,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4896,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4897,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4898,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4899,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4900,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4901,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4902,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4903,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4904,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
