Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWF_M_R
5424,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5425,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5426,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5427,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5428,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5429,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5430,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5431,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5432,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5433,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5434,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5435,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5436,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5437,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5438,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5439,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5440,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5441,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5442,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5443,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5444,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5445,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5446,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5447,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5448,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5449,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5450,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5451,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5452,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5453,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5454,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5455,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5456,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5457,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5458,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5459,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5460,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5461,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5462,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5463,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5464,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5465,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5466,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5467,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5468,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5469,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5470,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5471,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5472,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5473,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5474,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5475,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5476,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5477,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5478,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5479,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5480,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5481,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5482,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5483,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5484,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5485,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5486,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5487,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5488,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5489,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5490,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5491,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5492,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5493,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5494,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5495,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5496,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5497,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5498,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5499,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5500,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5501,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5502,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5503,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5504,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5505,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5506,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5507,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5508,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5509,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5510,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5514,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5515,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5518,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5519,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5520,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5521,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5522,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5523,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5524,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5525,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5526,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5527,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5528,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5529,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5533,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5534,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5535,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5536,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5537,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5538,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5539,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5540,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5541,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5546,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5547,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5548,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5549,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5550,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5551,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5552,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5553,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5554,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5555,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5556,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5557,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5558,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5559,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5560,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5561,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5562,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5563,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5564,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5565,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5566,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5567,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5568,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5569,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5570,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5571,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5572,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5573,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5574,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5575,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5576,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5577,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5578,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5579,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5580,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5581,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5582,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5583,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5584,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5585,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5586,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5587,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5588,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5589,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5590,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5591,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5592,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5593,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5594,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5595,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5596,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5597,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5598,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5599,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5600,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5601,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5602,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5603,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5604,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5605,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5606,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5607,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5608,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5609,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5610,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5611,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5612,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5613,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5614,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5615,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5616,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5617,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5618,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5619,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5620,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5621,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5622,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5623,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5624,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5625,Cropland,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
5626,Cropland,Forest,Wetland,NULL,Wetland,Water,NULL,Water
5627,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5628,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5629,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5630,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5631,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5632,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5633,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5634,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5635,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5636,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5637,Cropland,Forest,Water,NULL,Water,Cropland,Grassland,Forest
5638,Cropland,Forest,Water,NULL,Water,Water,NULL,Wetland
5639,Cropland,Forest,Water,NULL,Water,Water,Grassland,Forest
5640,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5641,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5642,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5643,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5644,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5645,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5646,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5647,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
5648,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5649,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5650,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5651,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5652,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5653,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5654,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5655,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5656,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5657,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
5658,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5659,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5660,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5661,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5662,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5663,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5664,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5665,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5666,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5667,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5668,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5669,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5670,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5671,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
5672,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5673,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5674,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5675,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5676,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5677,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5678,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5679,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5680,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5681,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5682,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5683,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5684,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5685,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5686,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5687,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5688,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5689,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5690,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5691,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5692,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5693,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5694,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5695,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5696,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5697,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5698,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5699,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5700,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5701,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5702,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
5703,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5704,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5705,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
5706,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5707,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5708,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5709,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
5710,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
5711,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5712,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5713,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
5714,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
5715,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5716,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
5717,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
5718,Wetland,NULL,Water,Water,Water,Water,Water,Water
5719,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5720,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5721,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5722,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5723,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5724,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5725,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5726,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5727,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5728,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5729,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5730,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
5731,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
5732,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5733,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
5734,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
5735,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5736,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
5737,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
5738,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5739,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5740,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5741,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5742,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5743,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5744,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5745,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
5746,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5747,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
