Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
6112,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6113,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6114,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6115,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6116,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6117,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6118,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6119,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6120,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
6121,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6122,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6123,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6124,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Built-up
6125,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
6126,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
6127,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
6128,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
6129,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
6130,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
6131,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6132,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6133,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
6134,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6135,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6136,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
6137,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6138,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6139,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6140,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6141,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6142,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
6143,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6144,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6145,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6146,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6147,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6148,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6149,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6150,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6151,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6152,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
6153,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
6154,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
6155,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
6156,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
6157,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
6158,Water,Built-up,Water,NULL,Water,NULL,Water,Grassland
6159,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
6160,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
6161,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
6162,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
6163,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
6164,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
6165,Water,Built-up,Water,Water,Water,Bareland,Built-up,Water
6166,Water,Built-up,Water,Water,Water,Bareland,Water,Water
6167,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
6168,Water,Built-up,Water,Water,Water,Water,NULL,Water
6169,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6170,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
6171,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
6172,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
6173,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6174,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Cropland
6175,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
6176,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
6177,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6178,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
6179,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
6180,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6181,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6182,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6183,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6184,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6185,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
6186,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6187,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6188,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6189,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6190,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6191,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6192,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6193,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6194,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6195,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
6196,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6197,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
6198,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6199,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
6200,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6201,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6202,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6203,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6204,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
6205,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6206,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6207,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6208,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6209,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
6210,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6211,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6212,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6213,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6214,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
6215,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6216,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6217,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6218,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
6219,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6220,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6221,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6222,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6223,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
6224,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6225,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6226,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
6227,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
6228,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6229,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
6230,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6231,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
6232,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
6233,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6234,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
6235,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6236,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6237,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6238,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6239,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6240,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6241,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
6242,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6243,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6244,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
6245,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
6246,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6247,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6248,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
6249,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6250,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6251,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6252,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6253,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
6254,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6255,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6256,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6257,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6258,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6259,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6260,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6261,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
6262,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6263,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6264,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
6265,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6266,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6267,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6268,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6269,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
6270,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6271,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6272,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
6273,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6274,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6275,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
6276,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6277,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
6278,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6279,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
6280,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
6281,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6282,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
6283,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
6284,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
6285,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
6286,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
6287,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6288,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6289,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
6290,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
6291,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
6292,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6293,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
6294,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
6295,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6296,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6297,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6298,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
6299,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
6300,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
6301,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
6302,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
6303,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6304,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6305,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6306,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6307,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
6308,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6309,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6310,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6311,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6312,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6313,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6314,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6315,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6316,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6317,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6318,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6319,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6320,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6321,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
6322,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6323,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6324,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6325,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6326,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
6327,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6328,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
6329,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
6330,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6331,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
6332,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6333,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6334,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6335,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6336,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6337,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6338,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6339,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
6340,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6341,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6342,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
6343,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6344,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
6345,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6346,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6347,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6348,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
6349,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6350,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6351,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6352,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
6353,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6354,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6355,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6356,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6357,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
6358,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6359,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
6360,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
6361,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6362,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
6363,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6364,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6365,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6366,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6367,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6368,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6369,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6370,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6371,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
6372,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
6373,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
6374,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
6375,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
6376,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6377,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
6378,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
6379,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
6380,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6381,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6382,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6383,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6384,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6385,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6386,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6387,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6388,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
6389,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6390,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6391,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6392,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
6393,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6394,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6395,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6396,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6397,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6398,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6399,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6400,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6401,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6402,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
6403,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6404,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6405,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6406,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6407,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6408,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6409,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6410,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6411,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6412,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6413,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6414,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
6415,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6416,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6417,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6418,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6419,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6420,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
6421,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6422,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6423,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6424,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6425,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6426,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6427,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6428,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6429,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6430,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Water
6431,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6432,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6433,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6434,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6435,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
6436,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6437,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6438,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
6439,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6440,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6441,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6442,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
6443,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6444,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6445,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
6446,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6447,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6448,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6449,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6450,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6451,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
6452,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6453,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6454,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6455,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6456,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6457,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
6458,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6459,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
6460,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6461,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6462,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6463,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6464,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
6465,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6466,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6467,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6468,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
