Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
6705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Cropland
6706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
6707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
6708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
6709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6711,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6712,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
6715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6717,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6718,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6719,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6720,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6721,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
6722,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6723,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
6724,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Cropland
6725,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6726,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6727,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6728,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6729,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6730,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6731,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6732,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6733,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6734,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6735,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6736,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6737,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6738,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6739,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6740,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6741,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6742,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6743,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6744,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6745,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
6746,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6747,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6748,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Cropland
6749,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6750,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
6751,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6752,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6753,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6754,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6755,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6756,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6757,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
6758,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6759,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
6760,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
6761,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6762,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6763,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
6764,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
6765,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Cropland
6766,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
6767,Cropland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
6768,Cropland,Cropland,Water,NULL,Water,Shrubland,Grassland,Cropland
6769,Cropland,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
6770,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6771,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
6772,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Water
6773,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6774,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
6775,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6776,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
6777,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
6778,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
6779,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
6780,Cropland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
6781,Cropland,Cropland,Water,NULL,Water,Grassland,Wetland,Cropland
6782,Cropland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
6783,Cropland,Cropland,Water,NULL,Water,Grassland,Forest,Cropland
6784,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
6785,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6786,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
6787,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
6788,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
6789,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Water
6790,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
6791,Cropland,Cropland,Water,NULL,Water,Cropland,Wetland,Grassland
6792,Cropland,Cropland,Water,NULL,Water,Cropland,Wetland,Cropland
6793,Cropland,Cropland,Water,NULL,Water,Cropland,Wetland,Forest
6794,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
6795,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Cropland
6796,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Forest
6797,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
6798,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
6799,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Forest
6800,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
6801,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Cropland
6802,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
6803,Cropland,Cropland,Water,NULL,Water,Wetland,Forest,Forest
6804,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6805,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
6806,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Built-up
6807,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
6808,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
6809,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
6810,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6811,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
6812,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
6813,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
6814,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
6815,Cropland,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
6816,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
6817,Cropland,Cropland,Water,NULL,Water,Bareland,Built-up,Grassland
6818,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
6819,Cropland,Cropland,Water,NULL,Water,Water,NULL,Grassland
6820,Cropland,Cropland,Water,NULL,Water,Water,NULL,Wetland
6821,Cropland,Cropland,Water,NULL,Water,Water,NULL,Water
6822,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
6823,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Forest
6824,Cropland,Cropland,Water,NULL,Water,Forest,Grassland,Forest
6825,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
6826,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
6827,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Grassland
6828,Cropland,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
6829,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
6830,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Water
6831,Cropland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
6832,Cropland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
6833,Cropland,Cropland,Water,Water,Water,Bareland,Water,Grassland
6834,Cropland,Cropland,Water,Water,Water,Water,NULL,Grassland
6835,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
6836,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6837,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6838,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6839,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6840,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6841,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6842,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6843,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6844,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6845,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6846,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6847,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6848,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6849,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6850,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6851,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6852,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6853,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6854,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6855,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6856,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6857,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6858,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6859,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6860,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6861,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6862,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6863,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6864,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6865,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6866,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6867,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6868,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6869,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6870,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6871,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6872,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6873,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6874,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6875,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6876,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6877,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6878,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6879,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6880,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6881,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6882,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6883,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6884,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6885,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6886,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6887,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6888,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6889,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6890,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6891,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6892,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
6893,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6894,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6895,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
6896,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
6897,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6898,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6899,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6900,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6901,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
6902,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6903,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6904,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6905,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6906,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
6907,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6908,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6909,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
6910,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6911,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6912,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6913,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
6914,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6915,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6916,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6917,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6918,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6919,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6920,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6921,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6922,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6923,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6924,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6925,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
6926,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6927,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6928,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6929,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6930,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
6931,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6932,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6933,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6934,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6935,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6936,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6937,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6938,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6939,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6940,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6941,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6942,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6943,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6944,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6945,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6946,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6947,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6948,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6949,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6950,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6951,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6952,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6953,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6954,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6955,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6956,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6957,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6958,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6959,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6960,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6961,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6962,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6963,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6964,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6965,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6966,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6967,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6968,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6969,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6970,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6971,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6972,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6973,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6974,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6975,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6976,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6977,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6978,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6979,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6980,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6981,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6982,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6983,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6984,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6985,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6986,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6987,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6988,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6989,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6990,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6991,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6992,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6993,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
6994,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6995,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6996,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6997,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6998,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6999,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7000,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
7001,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7002,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7003,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7004,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7005,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7006,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7007,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7008,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7014,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7015,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7016,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7017,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7018,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7019,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7020,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
