Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R
784,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
785,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland
786,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water
787,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
788,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
789,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water
790,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
791,Wetland,Forest,Water,NULL,Water,NULL,Wetland
792,Wetland,Forest,Water,NULL,Water,NULL,Forest
793,Wetland,Forest,Water,Non_Water,Water,NULL,Wetland
794,Wetland,Forest,Water,Water,Water,NULL,Wetland
795,Wetland,Forest,Water,Water,Water,NULL,Water
796,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
797,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
798,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
799,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
800,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
801,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
802,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
803,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
804,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
805,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
806,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
807,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
808,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
809,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
810,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
811,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
812,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
813,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
814,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
815,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
816,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
817,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
818,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
819,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
820,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
821,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
822,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
823,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
824,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
825,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
826,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
827,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
828,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
829,Bareland,NULL,Water,Non_Water,Water,NULL,Wetland
830,Bareland,NULL,Water,Non_Water,Water,NULL,Water
831,Bareland,NULL,Water,Water,Water,NULL,Wetland
832,Bareland,NULL,Water,Water,Water,NULL,Water
833,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
834,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
835,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
836,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
837,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
838,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
839,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
840,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
841,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
842,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland
843,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
844,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
845,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
846,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
847,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
848,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
849,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
850,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
851,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
852,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
853,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
854,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
855,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
856,Bareland,Wetland,Water,Water,Water,NULL,Water
857,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
858,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
859,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
860,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
861,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
862,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
863,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
864,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
865,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
866,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
867,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
868,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
869,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
870,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
871,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
872,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
873,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
874,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
875,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
876,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
877,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
878,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
879,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
880,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
881,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
882,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
883,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
884,Bareland,Bareland,Water,Water,Water,NULL,Bareland
885,Bareland,Bareland,Water,Water,Water,NULL,Water
886,Bareland,Bareland,Water,Water,Water,NULL,Forest
887,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
888,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
889,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
890,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
891,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
893,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
894,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
895,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
896,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Wetland
897,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
898,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
899,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
900,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
901,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
902,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
903,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
904,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
905,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
906,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
907,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
908,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
909,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
910,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
911,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
912,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
913,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
914,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
915,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
916,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
917,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
918,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
919,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
920,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
921,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
922,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
923,Bareland,Water,Wetland,Water,NULL,NULL,Water
924,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
925,Bareland,Water,Wetland,Water,Wetland,NULL,Water
926,Bareland,Water,Water,NULL,Water,NULL,Wetland
927,Bareland,Water,Water,Non_Water,NULL,NULL,Water
928,Bareland,Water,Water,Non_Water,Water,NULL,Wetland
929,Bareland,Water,Water,Non_Water,Water,NULL,Water
930,Bareland,Water,Water,Water,NULL,NULL,Water
931,Bareland,Water,Water,Water,Water,NULL,Wetland
932,Bareland,Water,Water,Water,Water,NULL,Water
933,Bareland,Water,Water,Water,Water,NULL,Forest
934,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
935,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
936,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
937,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
938,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
939,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
940,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
941,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
942,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
943,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
944,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
945,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland
946,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland
947,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water
948,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
949,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
950,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
951,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water
952,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
953,Bareland,Forest,Water,Water,Water,NULL,Wetland
954,Bareland,Forest,Water,Water,Water,NULL,Water
955,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
956,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
957,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
958,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
959,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
960,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
961,Water,NULL,NULL,NULL,Non_Wetland,NULL,Cropland
962,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
963,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
964,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
965,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
966,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland
967,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
968,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland
969,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
970,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
971,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
972,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
973,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
974,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
975,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
976,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
977,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
978,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
979,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
980,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
981,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
982,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
983,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
984,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
985,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
986,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
987,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
988,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
989,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
990,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
991,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
992,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
993,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
994,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
995,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
996,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
997,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
998,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
999,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1000,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1001,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1002,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1003,Water,NULL,Wetland,NULL,Wetland,NULL,Cropland
1004,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1005,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1006,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1007,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1008,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1009,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1010,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1011,Water,NULL,Wetland,Water,NULL,NULL,Water
1012,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1013,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1014,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1015,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1016,Water,NULL,Wetland,Water,Wetland,NULL,Water
1017,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1018,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1019,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1020,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1021,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1022,Water,NULL,Water,NULL,NULL,NULL,NULL
1023,Water,NULL,Water,NULL,NULL,NULL,Water
1024,Water,NULL,Water,NULL,Water,NULL,Grassland
1025,Water,NULL,Water,NULL,Water,NULL,Wetland
1026,Water,NULL,Water,NULL,Water,NULL,Bareland
1027,Water,NULL,Water,NULL,Water,NULL,Water
1028,Water,NULL,Water,NULL,Water,NULL,Forest
1029,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1030,Water,NULL,Water,Non_Water,Water,NULL,Bareland
1031,Water,NULL,Water,Non_Water,Water,NULL,Water
1032,Water,NULL,Water,Water,NULL,NULL,Water
1033,Water,NULL,Water,Water,Water,NULL,Grassland
1034,Water,NULL,Water,Water,Water,NULL,Wetland
1035,Water,NULL,Water,Water,Water,NULL,Water
1036,Water,NULL,Water,Water,Water,NULL,Forest
1037,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1038,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1039,Water,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1040,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1041,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1042,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
1043,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1044,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1045,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1046,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1047,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1048,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1049,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1050,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1051,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1053,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1054,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1055,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1056,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1057,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1058,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1059,Water,Cropland,Wetland,NULL,Wetland,NULL,Water
1060,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1061,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland
1062,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1063,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1064,Water,Cropland,Water,NULL,Water,NULL,Water
1065,Water,Cropland,Water,Water,Water,NULL,Grassland
1066,Water,Cropland,Water,Water,Water,NULL,Wetland
1067,Water,Cropland,Water,Water,Water,NULL,Water
1068,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1069,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1070,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1071,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1072,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1073,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1074,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1075,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1076,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1077,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1078,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1079,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1080,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1081,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1082,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1083,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1084,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1085,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1086,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1087,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1088,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1089,Water,Wetland,Wetland,Water,Wetland,NULL,Cropland
1090,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1091,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1092,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1093,Water,Wetland,Water,NULL,Water,NULL,Grassland
1094,Water,Wetland,Water,NULL,Water,NULL,Wetland
1095,Water,Wetland,Water,NULL,Water,NULL,Water
1096,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1097,Water,Wetland,Water,Non_Water,Water,NULL,Water
1098,Water,Wetland,Water,Water,Water,NULL,Wetland
1099,Water,Wetland,Water,Water,Water,NULL,Water
1100,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1101,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1102,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1103,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1104,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1105,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1106,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1107,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1108,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1109,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1110,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1111,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1112,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1113,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1114,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1115,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1116,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1117,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1118,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1119,Water,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1120,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1121,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1122,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1123,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1124,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1125,Water,Bareland,Water,NULL,Water,NULL,Water
1126,Water,Bareland,Water,Non_Water,Water,NULL,Wetland
1127,Water,Bareland,Water,Non_Water,Water,NULL,Water
1128,Water,Bareland,Water,Water,Water,NULL,Bareland
1129,Water,Bareland,Water,Water,Water,NULL,Water
1130,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1131,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1132,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1133,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1134,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1135,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1136,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
1137,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1138,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1139,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1140,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1141,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1142,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1143,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1144,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1145,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1146,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1147,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1148,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
1149,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1150,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1151,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1152,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up
1153,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1154,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
1155,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1156,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water
1157,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1158,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland
1159,Water,Built-up,Wetland,NULL,Wetland,NULL,Water
1160,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1161,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
1162,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1163,Water,Built-up,Wetland,Water,Wetland,NULL,Water
1164,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1165,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1166,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
1167,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1168,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1169,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
1170,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1171,Water,Built-up,Water,Water,Water,NULL,Water
1172,Water,Built-up,Water,Water,Water,NULL,Forest
1173,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1174,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
1175,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1176,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1177,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1178,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1179,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland
1180,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1181,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1182,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
