Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
19346,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19347,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19348,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
19349,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
19350,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
19351,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
19352,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
19353,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19354,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Wetland,Forest
19355,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
19356,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
19357,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19358,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19359,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19360,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19361,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
19362,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
19363,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
19364,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
19365,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19366,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19367,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19368,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19369,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19370,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19371,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
19372,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
19373,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19374,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19375,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19376,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19377,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
19378,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
19379,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19380,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19381,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19382,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19383,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19384,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19385,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19386,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19387,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
19388,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19389,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
19390,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
19391,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
19392,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19393,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19394,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19395,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19396,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
19397,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
19398,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
19399,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
19400,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19401,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
19402,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
19403,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
19404,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19405,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
19406,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
19407,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
19408,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
19409,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Water
19410,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
19411,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
19412,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
19413,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
19414,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
19415,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
19416,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Water
19417,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
19418,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
19419,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
19420,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
19421,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
19422,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
19423,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
19424,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
19425,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
19426,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Water
19427,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
19428,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
19429,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
19430,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
19431,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
19432,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Forest
19433,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
19434,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
19435,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
19436,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
19437,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
19438,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Water
19439,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
19440,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
19441,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
19442,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
19443,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
19444,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
19445,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
19446,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
19447,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
19448,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
19449,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
19450,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
19451,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
19452,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
19453,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
19454,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
19455,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
19456,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
19457,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
19458,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
19459,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
19460,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
19461,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
19462,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
19463,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
19464,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
19465,Forest,NULL,Water,NULL,Water,Water,Shrubland,Wetland
19466,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
19467,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
19468,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
19469,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
19470,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
19471,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
19472,Forest,NULL,Water,NULL,Water,Water,Water,Water
19473,Forest,NULL,Water,NULL,Water,Water,Water,Forest
19474,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
19475,Forest,NULL,Water,NULL,Water,Water,Forest,Water
19476,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
19477,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
19478,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
19479,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
19480,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
19481,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
19482,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
19483,Forest,NULL,Water,NULL,Water,Forest,Forest,Wetland
19484,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
19485,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
19486,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Forest
19487,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
19488,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Forest
19489,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
19490,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
19491,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
19492,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
19493,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
19494,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
19495,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
19496,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
19497,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
19498,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
19499,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Wetland
19500,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Water
19501,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
19502,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
19503,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
19504,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
19505,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
19506,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
19507,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
19508,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
19509,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
19510,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
19511,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
19512,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
19513,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
19514,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
19515,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
19516,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
19517,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
19518,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
19519,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Water
19520,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
19521,Forest,NULL,Water,Water,Water,NULL,Shrubland,Forest
19522,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
19523,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
19524,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
19525,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
19526,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
19527,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
19528,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
19529,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Water
19530,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Forest
19531,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
19532,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
19533,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
19534,Forest,NULL,Water,Water,Water,Shrubland,Forest,Wetland
19535,Forest,NULL,Water,Water,Water,Shrubland,Forest,Water
19536,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
19537,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
19538,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
19539,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
19540,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
19541,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
19542,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Forest
19543,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
19544,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
19545,Forest,NULL,Water,Water,Water,Bareland,Water,Water
19546,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
19547,Forest,NULL,Water,Water,Water,Water,Shrubland,Wetland
19548,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
19549,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
19550,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
19551,Forest,NULL,Water,Water,Water,Water,Wetland,Water
19552,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
19553,Forest,NULL,Water,Water,Water,Water,Water,Grassland
19554,Forest,NULL,Water,Water,Water,Water,Water,Wetland
19555,Forest,NULL,Water,Water,Water,Water,Water,Water
19556,Forest,NULL,Water,Water,Water,Water,Water,Forest
19557,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
19558,Forest,NULL,Water,Water,Water,Water,Forest,Forest
19559,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
19560,Forest,NULL,Water,Water,Water,Forest,Shrubland,Wetland
19561,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
19562,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
19563,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
19564,Forest,NULL,Water,Water,Water,Forest,Water,Water
19565,Forest,NULL,Water,Water,Water,Forest,Water,Forest
19566,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
19567,Forest,NULL,Water,Water,Water,Forest,Forest,Water
19568,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
19569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
19573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
19574,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
19575,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19576,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19577,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19578,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19579,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
19580,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
19581,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19582,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19583,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19584,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19585,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
19586,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19587,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
19588,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
19589,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
19590,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
19591,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
19592,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
19593,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
19594,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19595,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19596,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19597,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19598,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
19599,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
19600,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19601,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19602,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19603,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19604,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19605,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19606,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19607,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
19608,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19609,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19610,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19611,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19612,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19613,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
19614,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19615,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19616,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
19617,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
19618,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
19619,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
19620,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
19621,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19622,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19623,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19624,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
19625,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
19626,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19627,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19628,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19629,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19630,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19631,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19632,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19633,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19634,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19635,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19636,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19637,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19638,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19639,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19640,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19641,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
19642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
19643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
19645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
19646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
19647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
19648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
19649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
19650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
19651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
19652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
19653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19656,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
19657,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
19658,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
19659,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19660,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
19661,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
19662,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
19663,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
19664,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
19665,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
19666,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
19667,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
19668,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
19670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
19673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
19675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
19676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
19677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
19678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
19679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
19680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
19681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
19682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
19683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
19684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
19685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
19687,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
19688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
19689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
19690,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
19691,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
19692,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19693,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
19694,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
19695,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
19696,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19697,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19698,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19699,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19700,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
