Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWT_M_R
14323,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
14324,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14325,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
14326,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
14327,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
14328,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
14329,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14330,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14331,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14332,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
14333,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14334,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
14335,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
14336,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
14337,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14338,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
14339,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14340,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
14341,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
14342,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14343,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
14344,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14345,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14346,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
14347,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
14348,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14349,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14350,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14351,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14352,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14353,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
14354,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
14355,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14356,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
14357,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
14358,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
14359,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14360,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
14361,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
14362,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14363,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
14364,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
14365,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
14366,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
14367,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
14368,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14369,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
14370,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
14371,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
14372,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
14373,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
14374,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
14375,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
14376,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
14377,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
14378,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14379,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14380,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
14381,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14382,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14383,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
14384,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
14385,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14386,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
14387,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14388,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14389,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
14390,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
14391,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14392,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14393,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
14394,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14395,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14396,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14397,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
14398,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
14399,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
14400,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
14401,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14402,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
14403,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
14404,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
14405,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
14406,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14407,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
14408,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
14409,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
14410,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
14411,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
14412,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
14413,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
14414,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14415,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
14416,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
14417,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14418,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
14419,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14420,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
14421,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
14422,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
14423,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
14424,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
14425,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
14426,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
14427,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
14428,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
14429,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
14430,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14431,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
14432,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
14433,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
14434,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
14435,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
14436,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14437,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
14438,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14439,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
14440,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
14441,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14442,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14443,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14444,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
14445,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
14446,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14447,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14448,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
14449,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14450,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14451,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
14452,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
14453,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
14454,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
14455,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
14456,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
14457,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
14458,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
14459,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
14460,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
14461,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
14462,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
14463,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
14464,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
14465,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
14466,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
14467,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
14468,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
14469,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
14470,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
14471,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
14472,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
14473,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
14474,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
14475,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
14476,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
14477,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
14478,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
14479,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
14480,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
14481,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
14482,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
14483,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
14484,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
14485,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
14486,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
14487,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
14488,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
14489,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
14490,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
14491,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
14492,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
14493,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
14494,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
14495,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
14496,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
14497,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
14498,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
14499,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
14500,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
14501,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14502,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14503,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14504,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14505,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14506,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14507,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14508,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14509,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14510,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14511,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14512,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14513,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14514,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14515,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
14516,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14517,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14518,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14519,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14520,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14521,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
14522,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14523,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14524,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14525,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14526,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14527,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14528,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14529,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14530,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14531,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14532,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14533,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14534,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14535,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
14536,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14537,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14538,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14539,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14540,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14541,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14542,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
14543,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14544,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14545,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14546,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
14547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
14548,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14549,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14550,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14551,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14552,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14553,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14554,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14555,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14556,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14557,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
14558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14559,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
14560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14561,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
14562,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14563,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
14564,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
14565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
14568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
14569,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
14570,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14571,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14572,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14573,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
14574,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
14575,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14576,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14577,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14578,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14579,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14580,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14581,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14582,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14583,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14584,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14585,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14586,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
14587,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14588,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14589,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14590,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14591,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14592,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14593,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14594,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
14595,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14596,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14597,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14598,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14599,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
14600,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14601,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14602,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
14603,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14604,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14605,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14606,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14607,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14608,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14609,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14610,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14611,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14612,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
14613,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
14614,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
14615,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14616,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
14617,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
14618,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
14619,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
14620,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
14621,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14622,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
14623,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
14624,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14625,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
14626,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
14627,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
14628,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
14629,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
14630,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
14631,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14632,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14633,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
14634,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
14635,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
14636,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14637,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14638,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14639,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14640,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14641,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14642,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14643,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
14644,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14645,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14646,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14647,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
14648,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14649,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
14650,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14651,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
14652,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
14653,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
14654,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14655,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14656,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
14657,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
14658,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14659,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
14660,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14661,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
14662,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
14663,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14664,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14665,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14666,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
