Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLG_M_R
679,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
680,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
681,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
682,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
683,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
684,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
685,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
686,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
687,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
688,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
689,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
690,Water,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
691,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
692,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
693,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
694,Water,NULL,Water,NULL,Water,Shrubland,Water,Bareland
695,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
696,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
697,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
698,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
699,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
700,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
701,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
702,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
703,Water,NULL,Water,NULL,Water,Grassland,Forest,Water
704,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
705,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
706,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
707,Water,NULL,Water,NULL,Water,Wetland,Forest,Grassland
708,Water,NULL,Water,NULL,Water,Wetland,Forest,Wetland
709,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
710,Water,NULL,Water,NULL,Water,Water,Water,Grassland
711,Water,NULL,Water,NULL,Water,Water,Water,Wetland
712,Water,NULL,Water,NULL,Water,Water,Water,Water
713,Water,NULL,Water,NULL,Water,Water,Forest,NULL
714,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
715,Water,NULL,Water,NULL,Water,Water,Forest,Water
716,Water,NULL,Water,NULL,Water,Water,Forest,Forest
717,Water,NULL,Water,NULL,Water,Forest,NULL,Grassland
718,Water,NULL,Water,NULL,Water,Forest,NULL,Bareland
719,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
720,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
721,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
722,Water,NULL,Water,NULL,Water,Forest,Water,Bareland
723,Water,NULL,Water,NULL,Water,Forest,Water,Water
724,Water,NULL,Water,NULL,Water,Forest,Water,Forest
725,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
726,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
727,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
728,Water,NULL,Water,Non_Water,Water,Water,Forest,Grassland
729,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
730,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
731,Water,NULL,Water,Water,Water,Wetland,Water,Forest
732,Water,NULL,Water,Water,Water,Wetland,Forest,Wetland
733,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
734,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
735,Water,NULL,Water,Water,Water,Water,Water,Grassland
736,Water,NULL,Water,Water,Water,Water,Water,Wetland
737,Water,NULL,Water,Water,Water,Water,Water,Bareland
738,Water,NULL,Water,Water,Water,Water,Water,Water
739,Water,NULL,Water,Water,Water,Water,Forest,Grassland
740,Water,NULL,Water,Water,Water,Water,Forest,Wetland
741,Water,NULL,Water,Water,Water,Water,Forest,Water
742,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
744,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
745,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
746,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
747,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
748,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
749,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
750,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
751,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
752,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
753,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
754,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
755,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
756,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
757,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
758,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
759,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
760,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
761,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
762,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
763,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
764,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
765,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
766,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
767,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
768,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
769,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
770,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
771,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
772,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
773,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
774,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
775,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
776,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
777,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
778,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
779,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
780,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
781,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
782,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
783,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
784,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
785,Water,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
786,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
787,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
788,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
789,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
790,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
791,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
792,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
793,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
794,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
795,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
796,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
797,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
798,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
799,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
800,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
801,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
802,Water,Wetland,Water,Water,Water,Water,Water,Wetland
803,Water,Wetland,Water,Water,Water,Water,Water,Forest
804,Water,Wetland,Water,Water,Water,Water,Forest,Grassland
805,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
806,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
807,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
808,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
809,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
810,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
811,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
812,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
813,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
814,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
815,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
816,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
817,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
818,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
819,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
820,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
821,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
822,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
823,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
824,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
825,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
826,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
827,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
828,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
829,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
830,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
831,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
832,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
833,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
834,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
835,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
836,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
837,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
838,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
839,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
840,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
841,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
842,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
843,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
844,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
845,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
846,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
847,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
848,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
849,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
850,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
851,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
852,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
853,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
854,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
855,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
856,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
857,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
858,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
859,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
860,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
861,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
862,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
863,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
864,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
865,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
866,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
867,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
868,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
869,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
870,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
871,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
872,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
873,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
874,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
875,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
876,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
877,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
878,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
879,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
880,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
882,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
883,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
884,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
885,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
886,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
887,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
888,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
889,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
890,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
891,Water,Water,Wetland,Water,Wetland,Water,Water,Water
892,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
893,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
894,Water,Water,Water,NULL,Water,NULL,NULL,Water
895,Water,Water,Water,NULL,Water,NULL,NULL,Forest
896,Water,Water,Water,NULL,Water,NULL,Wetland,Water
897,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
898,Water,Water,Water,NULL,Water,NULL,Water,Water
899,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
900,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
901,Water,Water,Water,NULL,Water,Grassland,Water,Water
902,Water,Water,Water,NULL,Water,Grassland,Water,Forest
903,Water,Water,Water,NULL,Water,Grassland,Forest,Water
904,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
905,Water,Water,Water,NULL,Water,Wetland,Water,Water
906,Water,Water,Water,NULL,Water,Wetland,Water,Forest
907,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
908,Water,Water,Water,NULL,Water,Water,Wetland,Water
909,Water,Water,Water,NULL,Water,Water,Wetland,Forest
910,Water,Water,Water,NULL,Water,Water,Water,Water
911,Water,Water,Water,NULL,Water,Water,Water,Forest
912,Water,Water,Water,NULL,Water,Water,Forest,Grassland
913,Water,Water,Water,NULL,Water,Water,Forest,Forest
914,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
915,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
916,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
917,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
918,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
919,Water,Water,Water,Non_Water,Water,Water,Water,Water
920,Water,Water,Water,Non_Water,Water,Water,Water,Forest
921,Water,Water,Water,Water,Water,NULL,NULL,Bareland
922,Water,Water,Water,Water,Water,NULL,NULL,Water
923,Water,Water,Water,Water,Water,NULL,NULL,Forest
924,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
925,Water,Water,Water,Water,Water,Grassland,Water,Water
926,Water,Water,Water,Water,Water,Grassland,Water,Forest
927,Water,Water,Water,Water,Water,Grassland,Forest,Water
928,Water,Water,Water,Water,Water,Wetland,Wetland,Water
929,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
930,Water,Water,Water,Water,Water,Wetland,Water,Water
931,Water,Water,Water,Water,Water,Wetland,Water,Forest
932,Water,Water,Water,Water,Water,Water,Wetland,Grassland
933,Water,Water,Water,Water,Water,Water,Wetland,Water
934,Water,Water,Water,Water,Water,Water,Wetland,Forest
935,Water,Water,Water,Water,Water,Water,Water,Grassland
936,Water,Water,Water,Water,Water,Water,Water,Wetland
937,Water,Water,Water,Water,Water,Water,Water,Water
938,Water,Water,Water,Water,Water,Water,Water,Forest
939,Water,Water,Water,Water,Water,Water,Forest,Grassland
940,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
941,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
944,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
945,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
946,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
947,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
948,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
949,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
950,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
951,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
952,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
953,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
954,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
955,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
956,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
957,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
958,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
959,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
960,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
961,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
962,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
963,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
964,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
965,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
966,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
967,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
968,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
969,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
970,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
972,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
973,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
974,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
975,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
976,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
977,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
978,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
979,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
980,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
981,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
982,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
983,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
984,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
985,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
986,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
987,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
988,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
989,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
990,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
991,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
992,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
993,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
994,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
995,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
996,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
997,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
998,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
999,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1000,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1001,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1002,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1003,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1004,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1005,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1006,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1007,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1008,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1009,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1010,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1011,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1012,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1013,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1014,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1015,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1016,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1017,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1018,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1019,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1020,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1021,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1022,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1023,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1024,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1025,Water,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1026,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1027,Water,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1028,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1029,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1030,Water,Forest,Water,NULL,Water,Grassland,Water,Grassland
1031,Water,Forest,Water,NULL,Water,Grassland,Water,Forest
1032,Water,Forest,Water,NULL,Water,Grassland,Forest,Water
1033,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
1034,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
1035,Water,Forest,Water,NULL,Water,Wetland,Water,Water
1036,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1037,Water,Forest,Water,NULL,Water,Water,Water,Forest
1038,Water,Forest,Water,NULL,Water,Forest,NULL,Forest
1039,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
1040,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1042,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1043,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1044,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1045,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1047,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1048,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1049,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1050,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1051,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1052,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1054,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1055,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1056,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1057,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1058,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1059,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
1060,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1061,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1062,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1063,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1064,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1065,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1066,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1067,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1068,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1069,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1070,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1071,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
