Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
871,Wetland,Bareland,Water,Water,Water,Water
872,Wetland,Bareland,Forest,NULL,Non_Wetland,Water
873,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
874,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Forest
875,Wetland,Bareland,Forest,Water,Non_Wetland,Bareland
876,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
877,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
878,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
879,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
880,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
881,Wetland,Water,Wetland,Water,Wetland,Water
882,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
883,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
884,Wetland,Water,Water,NULL,Water,Forest
885,Wetland,Water,Water,Non_Water,Water,Grassland
886,Wetland,Water,Water,Non_Water,Water,Water
887,Wetland,Water,Water,Non_Water,Water,Forest
888,Wetland,Water,Water,Water,Water,Water
889,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
890,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
891,Wetland,Water,Forest,NULL,Non_Wetland,Water
892,Wetland,Water,Forest,NULL,Non_Wetland,Forest
893,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
894,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
895,Wetland,Water,Forest,Water,Non_Wetland,Bareland
896,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
897,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
898,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
899,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
900,Wetland,Forest,Water,Water,Water,Water
901,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
902,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
903,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
904,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
905,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
906,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
912,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
913,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
914,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
915,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
916,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
917,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
918,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
919,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
920,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
921,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
922,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
923,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
924,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
925,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
926,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
927,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
928,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
929,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
930,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
931,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
932,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
933,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
934,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
935,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
936,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
937,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
938,Bareland,NULL,Cropland,Water,Non_Wetland,Water
939,Bareland,NULL,Wetland,NULL,Wetland,Grassland
940,Bareland,NULL,Wetland,NULL,Wetland,Water
941,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
942,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
943,Bareland,NULL,Wetland,Non_Water,Wetland,Water
944,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
945,Bareland,NULL,Wetland,Water,Wetland,Grassland
946,Bareland,NULL,Wetland,Water,Wetland,Bareland
947,Bareland,NULL,Wetland,Water,Wetland,Water
948,Bareland,NULL,Wetland,Water,Wetland,Forest
949,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
950,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
951,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
952,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
953,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
954,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
955,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
956,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
957,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
958,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
959,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
960,Bareland,NULL,Bareland,Water,Non_Wetland,Water
961,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
962,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
963,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
964,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
965,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
966,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
967,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
968,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
969,Bareland,NULL,Built-up,Water,Non_Wetland,Water
970,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
971,Bareland,NULL,Water,NULL,Water,NULL
972,Bareland,NULL,Water,NULL,Water,Grassland
973,Bareland,NULL,Water,NULL,Water,Cropland
974,Bareland,NULL,Water,NULL,Water,Bareland
975,Bareland,NULL,Water,NULL,Water,Water
976,Bareland,NULL,Water,NULL,Water,Forest
977,Bareland,NULL,Water,Non_Water,Water,Grassland
978,Bareland,NULL,Water,Non_Water,Water,Bareland
979,Bareland,NULL,Water,Non_Water,Water,Water
980,Bareland,NULL,Water,Non_Water,Water,Forest
981,Bareland,NULL,Water,Water,Water,Grassland
982,Bareland,NULL,Water,Water,Water,Bareland
983,Bareland,NULL,Water,Water,Water,Water
984,Bareland,NULL,Water,Water,Water,Forest
985,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
986,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
987,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
988,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
989,Bareland,NULL,Forest,NULL,Non_Wetland,Water
990,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
991,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
992,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
993,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
994,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
995,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
996,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
997,Bareland,NULL,Forest,Water,Non_Wetland,Water
998,Bareland,NULL,Forest,Water,Non_Wetland,Forest
999,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1000,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1001,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1004,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1005,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1006,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1007,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1008,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1009,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1010,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1011,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1012,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1013,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1014,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1015,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1016,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1017,Bareland,Wetland,Wetland,NULL,Wetland,Water
1018,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1019,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1020,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1021,Bareland,Wetland,Water,NULL,Water,Forest
1022,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1023,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1024,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1025,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1026,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1027,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1028,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1029,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1030,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1031,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1032,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1033,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1034,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1035,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
1036,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1037,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1038,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
1039,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1040,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1041,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1042,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1043,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1044,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1045,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1046,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1047,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1048,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1049,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1050,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1051,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1052,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1053,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1054,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1055,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1056,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1057,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1058,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1059,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1060,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1061,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up
1062,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1063,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1064,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1065,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1067,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1068,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1069,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1070,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1071,Bareland,Bareland,Wetland,NULL,Wetland,Water
1072,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1073,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1074,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1075,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1076,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1077,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1078,Bareland,Bareland,Wetland,Water,Wetland,NULL
1079,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1080,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1081,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1082,Bareland,Bareland,Wetland,Water,Wetland,Water
1083,Bareland,Bareland,Wetland,Water,Wetland,Forest
1084,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1085,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1086,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1087,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1088,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1089,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1090,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1091,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1092,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1093,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1094,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1095,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1096,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1097,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1098,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1099,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1100,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1101,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1102,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1103,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1104,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1105,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1106,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1107,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1108,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1109,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1110,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1111,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1112,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1113,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1114,Bareland,Bareland,Water,NULL,Water,Grassland
1115,Bareland,Bareland,Water,NULL,Water,Cropland
1116,Bareland,Bareland,Water,NULL,Water,Bareland
1117,Bareland,Bareland,Water,NULL,Water,Water
1118,Bareland,Bareland,Water,NULL,Water,Forest
1119,Bareland,Bareland,Water,Non_Water,Water,NULL
1120,Bareland,Bareland,Water,Non_Water,Water,Grassland
1121,Bareland,Bareland,Water,Non_Water,Water,Cropland
1122,Bareland,Bareland,Water,Non_Water,Water,Bareland
1123,Bareland,Bareland,Water,Non_Water,Water,Water
1124,Bareland,Bareland,Water,Non_Water,Water,Forest
1125,Bareland,Bareland,Water,Water,Water,Grassland
1126,Bareland,Bareland,Water,Water,Water,Cropland
1127,Bareland,Bareland,Water,Water,Water,Bareland
1128,Bareland,Bareland,Water,Water,Water,Water
1129,Bareland,Bareland,Water,Water,Water,Forest
1130,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1131,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1132,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1133,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1134,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1135,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1136,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1137,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL
1138,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1139,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1140,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1141,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1142,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1143,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1144,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1145,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1146,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1147,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1148,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1149,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1150,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1151,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1152,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1153,Bareland,Built-up,Grassland,Water,Non_Wetland,Forest
1154,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1155,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1156,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1157,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1158,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1159,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1160,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1161,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1162,Bareland,Built-up,Wetland,Water,Wetland,Water
1163,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1164,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1165,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1166,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1167,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1168,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1169,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1170,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1171,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1172,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1173,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1174,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1175,Bareland,Built-up,Water,NULL,Water,Grassland
1176,Bareland,Built-up,Water,Non_Water,Water,Water
1177,Bareland,Built-up,Water,Water,Water,Grassland
1178,Bareland,Built-up,Water,Water,Water,Forest
1179,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1180,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1181,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1182,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1183,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1184,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1185,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1186,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1187,Bareland,Water,NULL,Water,Non_Wetland,Forest
1188,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1189,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1190,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1191,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1192,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1193,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1194,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1195,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1196,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1197,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1198,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1199,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1200,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1201,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1202,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1203,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1204,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1205,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1206,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1207,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1208,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1209,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1210,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1211,Bareland,Water,Grassland,Water,Non_Wetland,Water
1212,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1213,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1214,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1215,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1216,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1217,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1218,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1219,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1220,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1221,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1222,Bareland,Water,Cropland,Water,Non_Wetland,Water
1223,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1224,Bareland,Water,Wetland,NULL,Wetland,Grassland
1225,Bareland,Water,Wetland,NULL,Wetland,Bareland
1226,Bareland,Water,Wetland,NULL,Wetland,Water
1227,Bareland,Water,Wetland,NULL,Wetland,Forest
1228,Bareland,Water,Wetland,Non_Water,Wetland,NULL
1229,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1230,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1231,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1232,Bareland,Water,Wetland,Non_Water,Wetland,Water
1233,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1234,Bareland,Water,Wetland,Water,Wetland,NULL
1235,Bareland,Water,Wetland,Water,Wetland,Grassland
1236,Bareland,Water,Wetland,Water,Wetland,Cropland
1237,Bareland,Water,Wetland,Water,Wetland,Bareland
1238,Bareland,Water,Wetland,Water,Wetland,Water
1239,Bareland,Water,Wetland,Water,Wetland,Forest
1240,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1241,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1242,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1243,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1244,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1245,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1246,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1247,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1248,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1249,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1250,Bareland,Water,Bareland,Water,Non_Wetland,Water
1251,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1252,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1253,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1254,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1255,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1256,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1257,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1258,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1259,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1260,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1261,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1262,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1263,Bareland,Water,Built-up,Water,Non_Wetland,Built-up
1264,Bareland,Water,Built-up,Water,Non_Wetland,Water
1265,Bareland,Water,Built-up,Water,Non_Wetland,Forest
1266,Bareland,Water,Water,NULL,Water,Grassland
1267,Bareland,Water,Water,NULL,Water,Cropland
1268,Bareland,Water,Water,NULL,Water,Bareland
1269,Bareland,Water,Water,NULL,Water,Water
1270,Bareland,Water,Water,NULL,Water,Forest
1271,Bareland,Water,Water,Non_Water,Water,NULL
1272,Bareland,Water,Water,Non_Water,Water,Grassland
1273,Bareland,Water,Water,Non_Water,Water,Bareland
1274,Bareland,Water,Water,Non_Water,Water,Built-up
1275,Bareland,Water,Water,Non_Water,Water,Water
1276,Bareland,Water,Water,Non_Water,Water,Forest
1277,Bareland,Water,Water,Water,Water,NULL
1278,Bareland,Water,Water,Water,Water,Grassland
1279,Bareland,Water,Water,Water,Water,Bareland
1280,Bareland,Water,Water,Water,Water,Water
1281,Bareland,Water,Water,Water,Water,Forest
1282,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1283,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1284,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1285,Bareland,Water,Forest,NULL,Non_Wetland,Water
1286,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1287,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL
1288,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1289,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1290,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1291,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1292,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1293,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1294,Bareland,Water,Forest,Water,Non_Wetland,Water
1295,Bareland,Water,Forest,Water,Non_Wetland,Forest
1296,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1297,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
