Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
16322,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
16323,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
16324,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
16325,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
16326,Forest,Water,Water,NULL,Water,Forest,Water,Water
16327,Forest,Water,Water,NULL,Water,Forest,Water,Forest
16328,Forest,Water,Water,NULL,Water,Forest,Forest,Water
16329,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
16330,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
16331,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
16332,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
16333,Forest,Water,Water,Non_Water,Water,NULL,Water,Bareland
16334,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
16335,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
16336,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
16337,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
16338,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
16339,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
16340,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Water
16341,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
16342,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
16343,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
16344,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
16345,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
16346,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
16347,Forest,Water,Water,Non_Water,Water,Wetland,Water,NULL
16348,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
16349,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
16350,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
16351,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
16352,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
16353,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
16354,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
16355,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
16356,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
16357,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
16358,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
16359,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
16360,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Forest
16361,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
16362,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
16363,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
16364,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
16365,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
16366,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
16367,Forest,Water,Water,Non_Water,Water,Water,Water,Water
16368,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
16369,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
16370,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
16371,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
16372,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
16373,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
16374,Forest,Water,Water,Non_Water,Water,Forest,Built-up,Forest
16375,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
16376,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
16377,Forest,Water,Water,Non_Water,Water,Forest,Forest,Wetland
16378,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
16379,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
16380,Forest,Water,Water,Water,Water,NULL,NULL,Forest
16381,Forest,Water,Water,Water,Water,NULL,Water,Grassland
16382,Forest,Water,Water,Water,Water,NULL,Water,Water
16383,Forest,Water,Water,Water,Water,NULL,Water,Forest
16384,Forest,Water,Water,Water,Water,Shrubland,NULL,Wetland
16385,Forest,Water,Water,Water,Water,Shrubland,Shrubland,NULL
16386,Forest,Water,Water,Water,Water,Shrubland,Water,Water
16387,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
16388,Forest,Water,Water,Water,Water,Grassland,Grassland,Wetland
16389,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
16390,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
16391,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
16392,Forest,Water,Water,Water,Water,Grassland,Water,Water
16393,Forest,Water,Water,Water,Water,Grassland,Water,Forest
16394,Forest,Water,Water,Water,Water,Wetland,Shrubland,Water
16395,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
16396,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
16397,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
16398,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
16399,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
16400,Forest,Water,Water,Water,Water,Wetland,Water,Water
16401,Forest,Water,Water,Water,Water,Wetland,Water,Forest
16402,Forest,Water,Water,Water,Water,Wetland,Forest,Water
16403,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
16404,Forest,Water,Water,Water,Water,Bareland,NULL,Water
16405,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
16406,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
16407,Forest,Water,Water,Water,Water,Bareland,Water,Water
16408,Forest,Water,Water,Water,Water,Bareland,Water,Forest
16409,Forest,Water,Water,Water,Water,Bareland,Forest,Wetland
16410,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
16411,Forest,Water,Water,Water,Water,Built-up,Water,Water
16412,Forest,Water,Water,Water,Water,Water,NULL,Water
16413,Forest,Water,Water,Water,Water,Water,NULL,Forest
16414,Forest,Water,Water,Water,Water,Water,Shrubland,Water
16415,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
16416,Forest,Water,Water,Water,Water,Water,Grassland,Bareland
16417,Forest,Water,Water,Water,Water,Water,Grassland,Water
16418,Forest,Water,Water,Water,Water,Water,Grassland,Forest
16419,Forest,Water,Water,Water,Water,Water,Wetland,Water
16420,Forest,Water,Water,Water,Water,Water,Wetland,Forest
16421,Forest,Water,Water,Water,Water,Water,Bareland,Forest
16422,Forest,Water,Water,Water,Water,Water,Water,Grassland
16423,Forest,Water,Water,Water,Water,Water,Water,Wetland
16424,Forest,Water,Water,Water,Water,Water,Water,Water
16425,Forest,Water,Water,Water,Water,Water,Water,Forest
16426,Forest,Water,Water,Water,Water,Water,Forest,Bareland
16427,Forest,Water,Water,Water,Water,Water,Forest,Water
16428,Forest,Water,Water,Water,Water,Water,Forest,Forest
16429,Forest,Water,Water,Water,Water,Forest,Grassland,Water
16430,Forest,Water,Water,Water,Water,Forest,Wetland,Water
16431,Forest,Water,Water,Water,Water,Forest,Water,Water
16432,Forest,Water,Water,Water,Water,Forest,Water,Forest
16433,Forest,Water,Water,Water,Water,Forest,Forest,Water
16434,Forest,Water,Water,Water,Water,Forest,Forest,Forest
16435,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16436,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
16437,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16438,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16439,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16440,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16441,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16442,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16443,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
16444,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16445,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16446,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
16447,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16448,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16449,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
16450,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16451,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16452,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16453,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16454,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16455,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16456,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16457,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16458,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16459,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16460,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
16461,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16462,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16463,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16464,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16465,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16466,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
16467,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
16468,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16469,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
16470,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16471,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
16472,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16473,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
16474,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
16475,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16476,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16477,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
16478,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
16479,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
16480,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16481,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
16482,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
16483,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16484,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
16485,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
16486,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16487,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
16488,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16489,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
16490,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16491,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
16492,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
16493,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
16494,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
16495,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16496,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16497,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
16498,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
16499,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16500,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16501,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
16502,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16503,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
16504,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16505,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
16506,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16507,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
16508,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
16509,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16510,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
16511,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16512,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
16513,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
16514,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16515,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
16516,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16517,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16518,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
16519,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
16520,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16521,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16522,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16523,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
16524,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
16525,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
16526,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
16527,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
16528,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
16529,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16530,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16531,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
16532,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
16533,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
16534,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
16535,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16536,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
16537,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
16538,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
16539,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
16540,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
16541,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
16542,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
16543,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16544,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
16545,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
16546,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16547,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
16548,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
16549,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
16550,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
16551,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
16552,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16553,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
16554,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16555,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
16556,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
16557,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16558,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
16559,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
16560,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16561,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16562,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
16563,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
16564,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
16567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
16568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
16569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16570,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16571,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16572,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16573,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16574,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16575,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
16576,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16577,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
16578,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16579,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
16580,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16581,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
16582,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
16583,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
16584,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
16585,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
16586,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
16587,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16588,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
16589,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
16590,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16591,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16592,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
16593,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16594,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
16595,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
16596,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16597,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
16598,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16599,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
16600,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16601,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16602,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
16603,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
16604,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
16605,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
16606,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
16607,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
16608,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16609,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
16610,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
16611,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
16612,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
16613,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
16614,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
16615,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
16616,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
16617,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16618,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
16619,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16620,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
16621,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16622,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16623,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
16624,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16625,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
16626,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16627,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
16628,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16629,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16630,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
16631,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16632,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
16633,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
16634,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
16635,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16636,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
16637,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
16638,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
16639,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
16640,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
16641,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
16642,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
16643,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
16644,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
16645,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
16646,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
16647,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
16648,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
16649,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
16650,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
16651,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
16652,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
16653,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
16654,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
16655,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16656,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
16657,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
16658,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
16659,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
16660,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
16661,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
16662,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
16663,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
16664,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
16665,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
16666,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
16667,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
16668,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
16669,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
16670,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16671,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
16672,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
16673,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
16674,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
16675,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
16676,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
16677,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
16678,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
16679,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16680,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16681,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16682,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16683,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
16684,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16685,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16686,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16687,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
16688,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
16689,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
