Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
4284,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4285,Water,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4286,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4287,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4288,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4289,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4290,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4291,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4292,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4293,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4294,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4295,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4296,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4297,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4298,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4299,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4300,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4301,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4302,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4303,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4304,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4305,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4306,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4307,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4308,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4309,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4310,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4311,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4312,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4313,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4314,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4315,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4316,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4317,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4318,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4319,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4320,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4321,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
4322,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4323,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4324,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4325,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4326,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4327,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4328,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4329,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4330,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4331,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4332,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4333,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4334,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4335,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4336,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4337,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4338,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4339,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4340,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4341,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
4342,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4343,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4344,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4345,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4346,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
4347,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,NULL,Grassland
4348,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4349,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
4350,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
4351,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
4352,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
4353,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,NULL,Forest
4354,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4355,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4356,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4357,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4358,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4359,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4360,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4361,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4362,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4363,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4364,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4365,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4366,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4367,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4368,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4369,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4370,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4371,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4372,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4373,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4374,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
4375,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4376,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4377,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4378,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4379,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4380,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4381,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4382,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4383,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4384,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4385,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4386,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
4387,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4388,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
4389,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
4390,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
4391,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4392,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4393,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4394,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4395,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4396,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
4397,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Wetland
4398,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
4399,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
4400,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
4401,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4402,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4403,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4404,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4405,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4406,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4407,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4408,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4409,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
4410,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4411,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4412,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4413,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4414,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4415,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4416,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4417,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4419,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4420,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4421,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4422,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4423,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4424,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4425,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4426,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4427,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4428,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4429,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4430,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4431,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4432,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4433,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4434,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4435,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4436,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4437,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4438,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4439,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4440,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4441,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4442,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4443,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4444,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4445,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4446,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4447,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4448,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4449,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4450,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4451,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4452,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4453,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4454,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4455,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4456,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
4457,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4458,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4459,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4460,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4461,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4462,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4463,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4464,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4465,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4466,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4467,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4468,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4469,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
4470,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4471,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
4472,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4473,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4474,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
4475,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4476,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4477,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
4478,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4479,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4480,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4481,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4482,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4483,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4484,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4485,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4486,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4487,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
4488,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4489,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4490,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
4491,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
4492,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4493,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4494,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4495,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4496,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4497,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4498,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4499,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4500,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4502,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4503,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4504,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4505,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4506,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4507,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4508,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4509,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4510,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4511,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4512,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4513,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4514,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4515,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4516,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4517,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4518,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4519,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4520,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4521,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4522,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4523,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4524,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4525,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4526,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4527,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4528,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4529,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4530,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4531,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4532,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4533,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4534,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4551,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4552,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4553,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4554,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4555,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4556,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
4557,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4558,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
4559,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4560,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4561,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4562,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4563,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4564,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4565,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4566,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4567,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4568,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4569,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4573,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4574,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4575,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4576,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4577,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4578,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4579,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4580,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4581,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4582,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4583,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4584,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4585,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4586,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4587,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4588,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4589,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
4590,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
