Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R
683,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
685,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
687,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
688,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
689,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
691,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
693,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
694,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
696,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
697,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
698,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
699,Water,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
700,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
701,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
702,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
703,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
704,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
705,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
706,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
707,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
708,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
709,Water,NULL,Water,Water,NULL,NULL,NULL,Water
710,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
711,Water,NULL,Water,Water,Water,NULL,NULL,Water
712,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
714,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
716,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
718,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
719,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
720,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
721,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
722,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
724,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
725,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
726,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
727,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
728,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
729,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
730,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
731,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
732,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
733,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
734,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
735,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
736,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
737,Water,Cropland,Water,Water,Water,NULL,NULL,Water
738,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
739,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
740,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
741,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
742,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
743,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
744,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
745,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
747,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
749,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
752,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
753,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
754,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
755,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
756,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
757,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
758,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
760,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
761,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
762,Water,Wetland,Wetland,NULL,NULL,NULL,NULL,Water
763,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
764,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
765,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
766,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
767,Water,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
768,Water,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Water
769,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
770,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
771,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
772,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Grassland
773,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Water
774,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Forest
775,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
776,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
777,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
778,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
779,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
781,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
782,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
783,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
784,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
785,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
786,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
787,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
788,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
789,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
790,Water,Wetland,Water,NULL,NULL,NULL,NULL,Grassland
791,Water,Wetland,Water,NULL,NULL,NULL,NULL,Water
792,Water,Wetland,Water,NULL,NULL,NULL,NULL,Forest
793,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
794,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
795,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
796,Water,Wetland,Water,Non_Water,NULL,NULL,NULL,Wetland
797,Water,Wetland,Water,Non_Water,NULL,NULL,NULL,Water
798,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
799,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
800,Water,Wetland,Water,Water,NULL,NULL,NULL,Grassland
801,Water,Wetland,Water,Water,NULL,NULL,NULL,Wetland
802,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
803,Water,Wetland,Water,Water,NULL,NULL,NULL,Forest
804,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
805,Water,Wetland,Water,Water,Water,NULL,NULL,Water
806,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
807,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
808,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
809,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
810,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
812,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
813,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
814,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
815,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
816,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
817,Water,Bareland,Wetland,Water,NULL,NULL,NULL,Water
818,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
819,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
820,Water,Bareland,Water,Water,NULL,NULL,NULL,Water
821,Water,Bareland,Water,Water,NULL,NULL,NULL,Forest
822,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
824,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
825,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
826,Water,Built-up,Water,Water,Water,NULL,NULL,Water
827,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
828,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
829,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
830,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
831,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
833,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
836,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
838,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
839,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
840,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
843,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
845,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
846,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
848,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
849,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
850,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
851,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
852,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
853,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
854,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
855,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
857,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
858,Water,Water,Wetland,NULL,NULL,NULL,NULL,Forest
859,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
860,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
861,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
862,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
863,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
864,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
865,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
866,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
867,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Forest
868,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
869,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
870,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
871,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
872,Water,Water,Wetland,Water,NULL,NULL,NULL,Grassland
873,Water,Water,Wetland,Water,NULL,NULL,NULL,Wetland
874,Water,Water,Wetland,Water,NULL,NULL,NULL,Bareland
875,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
876,Water,Water,Wetland,Water,NULL,NULL,NULL,Forest
877,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
878,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
879,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
880,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
882,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
883,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
884,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
885,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
886,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
887,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
888,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
890,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
891,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
892,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
893,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
894,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
895,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
896,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
897,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
898,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
900,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
901,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
902,Water,Water,Water,NULL,NULL,NULL,NULL,Forest
903,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
904,Water,Water,Water,NULL,Water,NULL,NULL,Water
905,Water,Water,Water,NULL,Water,NULL,NULL,Forest
906,Water,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
907,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
908,Water,Water,Water,Non_Water,NULL,NULL,NULL,Forest
909,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
910,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
911,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
912,Water,Water,Water,Water,NULL,NULL,NULL,Grassland
913,Water,Water,Water,Water,NULL,NULL,NULL,Wetland
914,Water,Water,Water,Water,NULL,NULL,NULL,Bareland
915,Water,Water,Water,Water,NULL,NULL,NULL,Water
916,Water,Water,Water,Water,NULL,NULL,NULL,Forest
917,Water,Water,Water,Water,Water,NULL,NULL,Grassland
918,Water,Water,Water,Water,Water,NULL,NULL,Wetland
919,Water,Water,Water,Water,Water,NULL,NULL,Bareland
920,Water,Water,Water,Water,Water,NULL,NULL,Water
921,Water,Water,Water,Water,Water,NULL,NULL,Forest
922,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
924,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
925,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
926,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
927,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
931,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
933,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
934,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
935,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
936,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
938,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
941,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
942,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
943,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
944,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
945,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
946,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
947,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
948,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
949,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
950,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
951,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
952,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
953,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
954,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
955,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
956,Water,Forest,Water,Water,NULL,NULL,NULL,Water
957,Water,Forest,Water,Water,Water,NULL,NULL,Water
958,Water,Forest,Water,Water,Water,NULL,NULL,Forest
959,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
960,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
961,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
962,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
965,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
967,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
968,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
969,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
970,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
971,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
972,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
973,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
974,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
975,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
978,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
980,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
981,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
982,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
983,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
984,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
986,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
987,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
988,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
989,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
990,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
992,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
993,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
996,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
997,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1002,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1003,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1005,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1008,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1010,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1012,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1013,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1014,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1017,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1021,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1022,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1024,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1025,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1026,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1028,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1030,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1032,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1034,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1037,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1039,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1040,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1042,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1043,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1044,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
