Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHE_M_R
23945,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
23946,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
23947,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
23948,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
23949,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
23950,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
23951,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
23952,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
23953,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
23954,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
23955,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
23956,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
23957,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
23958,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
23959,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
23960,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
23961,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,NULL
23962,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
23963,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
23964,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
23965,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
23966,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
23967,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
23968,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
23969,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
23970,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
23971,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
23972,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
23973,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
23974,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
23975,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
23976,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
23977,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
23978,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
23979,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
23980,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
23981,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Water
23982,Forest,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
23983,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
23984,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
23985,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
23986,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
23987,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
23988,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
23989,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
23990,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
23991,Forest,Water,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
23992,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
23993,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
23994,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
23995,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
23996,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
23997,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
23998,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
23999,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
24000,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
24001,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
24002,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
24003,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
24004,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
24005,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
24006,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
24007,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
24008,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
24009,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
24010,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
24011,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
24012,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
24013,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
24014,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
24015,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
24016,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
24017,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
24018,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
24019,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
24020,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
24021,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
24022,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
24023,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
24024,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
24025,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
24026,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
24027,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
24028,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
24029,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
24030,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
24031,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
24032,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
24033,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
24034,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
24035,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
24036,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
24037,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
24038,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
24039,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
24040,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
24041,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
24042,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
24043,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
24044,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
24045,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
24046,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Bareland
24047,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Built-up,Forest
24048,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
24049,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
24050,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
24051,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
24052,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
24053,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
24054,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
24055,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
24056,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
24057,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
24058,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
24059,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
24060,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
24061,Forest,Water,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
24062,Forest,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
24063,Forest,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
24064,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,NULL
24065,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Forest,NULL
24066,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
24067,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
24068,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
24069,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
24070,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
24071,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
24072,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
24073,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
24074,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
24075,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
24076,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
24077,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
24078,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
24079,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
24080,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
24081,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
24082,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
24083,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
24084,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
24085,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
24086,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
24087,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
24088,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
24089,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
24090,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
24091,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
24092,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
24093,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
24094,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
24095,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
24096,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
24097,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
24098,Forest,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
24099,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
24100,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
24101,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
24102,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
24103,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
24104,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
24105,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
24106,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
24107,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
24108,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
24109,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
24110,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
24111,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
24112,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
24113,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
24114,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
24115,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
24116,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
24117,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
24118,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
24119,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
24120,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
24121,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
24122,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
24123,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
24124,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
24125,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
24126,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
24127,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
24128,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
24129,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
24130,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
24131,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
24132,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
24133,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
24134,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
24135,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
24136,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
24137,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
24138,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
24139,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
24140,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
24141,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
24142,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
24143,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
24144,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
24145,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
24146,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
24147,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
24148,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
24149,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
24150,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
24151,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
24152,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
24153,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
24154,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
24155,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
24156,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
24157,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
24158,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
24159,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
24160,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
24161,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
24162,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
24163,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
24164,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
24165,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
24166,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Water
24167,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
24168,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
24169,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
24170,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
24171,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
24172,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
24173,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
24174,Forest,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
24175,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
24176,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
24177,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
24178,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
24179,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
24180,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
24181,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
24182,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
24183,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
24184,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
24185,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
24186,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
24187,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
24188,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
24189,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
24190,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
24191,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
24192,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,NULL
24193,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
24194,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
24195,Forest,Water,Water,NULL,Water,NULL,NULL,Water
24196,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
24197,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
24198,Forest,Water,Water,NULL,Water,NULL,Water,Water
24199,Forest,Water,Water,NULL,Water,NULL,Water,Forest
24200,Forest,Water,Water,NULL,Water,Shrubland,NULL,Grassland
24201,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
24202,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Bareland
24203,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Water
24204,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
24205,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
24206,Forest,Water,Water,NULL,Water,Shrubland,Water,Bareland
24207,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
24208,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
24209,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
24210,Forest,Water,Water,NULL,Water,Grassland,Water,Water
24211,Forest,Water,Water,NULL,Water,Cropland,NULL,Grassland
24212,Forest,Water,Water,NULL,Water,Wetland,NULL,Grassland
24213,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
24214,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
24215,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
24216,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
24217,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
24218,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
24219,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
24220,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
24221,Forest,Water,Water,NULL,Water,Wetland,Water,Water
24222,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
24223,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
24224,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
24225,Forest,Water,Water,NULL,Water,Bareland,NULL,Bareland
24226,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
24227,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
24228,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Forest
24229,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
24230,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
24231,Forest,Water,Water,NULL,Water,Bareland,Water,Wetland
24232,Forest,Water,Water,NULL,Water,Bareland,Water,Water
24233,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
24234,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
24235,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
24236,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
24237,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
24238,Forest,Water,Water,NULL,Water,Water,NULL,Water
24239,Forest,Water,Water,NULL,Water,Water,NULL,Forest
24240,Forest,Water,Water,NULL,Water,Water,Wetland,Water
24241,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
24242,Forest,Water,Water,NULL,Water,Water,Water,Bareland
24243,Forest,Water,Water,NULL,Water,Water,Water,Water
24244,Forest,Water,Water,NULL,Water,Water,Water,Forest
24245,Forest,Water,Water,NULL,Water,Water,Forest,Water
24246,Forest,Water,Water,NULL,Water,Water,Forest,Forest
24247,Forest,Water,Water,NULL,Water,Forest,NULL,Water
24248,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
24249,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
24250,Forest,Water,Water,NULL,Water,Forest,Wetland,Wetland
24251,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
24252,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
24253,Forest,Water,Water,NULL,Water,Forest,Built-up,Forest
24254,Forest,Water,Water,NULL,Water,Forest,Water,NULL
24255,Forest,Water,Water,NULL,Water,Forest,Water,Water
24256,Forest,Water,Water,NULL,Water,Forest,Water,Forest
24257,Forest,Water,Water,NULL,Water,Forest,Forest,Water
24258,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
24259,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
24260,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
24261,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
24262,Forest,Water,Water,Non_Water,Water,NULL,Water,NULL
24263,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
24264,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
24265,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
24266,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Water
24267,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
24268,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
24269,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
24270,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
24271,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
24272,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Water
24273,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
24274,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
24275,Forest,Water,Water,Non_Water,Water,Grassland,Water,NULL
24276,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
24277,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
24278,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
24279,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
24280,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
24281,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,NULL
24282,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
24283,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
24284,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
24285,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
24286,Forest,Water,Water,Non_Water,Water,Wetland,Water,NULL
24287,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
24288,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
24289,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
24290,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
24291,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
24292,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
24293,Forest,Water,Water,Non_Water,Water,Bareland,Shrubland,Grassland
24294,Forest,Water,Water,Non_Water,Water,Bareland,Shrubland,Forest
24295,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
24296,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
24297,Forest,Water,Water,Non_Water,Water,Bareland,Water,NULL
24298,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
24299,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
24300,Forest,Water,Water,Non_Water,Water,Bareland,Forest,NULL
24301,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
24302,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
24303,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
24304,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
24305,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Water
24306,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Forest
24307,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
24308,Forest,Water,Water,Non_Water,Water,Water,Water,Cropland
24309,Forest,Water,Water,Non_Water,Water,Water,Water,Water
24310,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
24311,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
24312,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
24313,Forest,Water,Water,Non_Water,Water,Forest,NULL,Built-up
24314,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
24315,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
24316,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
