Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
10645,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10646,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10647,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10648,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
10649,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10650,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10651,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10652,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10653,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
10654,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10655,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10656,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10657,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10658,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10659,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10660,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10661,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10662,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10663,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10664,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10665,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10666,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10667,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10668,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10669,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10670,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
10671,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
10672,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10673,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
10674,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10675,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10676,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
10677,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
10678,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
10679,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10681,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10682,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
10688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10690,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10691,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
10692,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10693,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10694,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
10695,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10697,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10698,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Wetland
10699,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
10700,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
10701,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
10702,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
10703,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
10704,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10705,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10706,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
10707,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10708,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
10709,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10710,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10711,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10712,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10713,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10714,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10715,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
10716,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10717,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10718,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10719,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10720,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
10721,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
10722,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10723,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
10724,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10725,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10726,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10727,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10728,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10729,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10730,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10731,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10732,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10733,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10734,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10735,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10736,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10737,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10738,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10739,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10740,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10741,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10742,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10743,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10744,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
10745,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10746,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10747,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10748,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10749,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10750,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10751,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10752,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10753,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10754,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10755,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10756,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10757,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10758,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10759,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10760,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10761,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
10762,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
10763,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10764,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10765,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
10766,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
10767,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10768,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10769,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10770,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10771,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
10772,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10773,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
10774,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10775,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10776,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10777,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10778,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10779,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
10780,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10781,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10782,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10783,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10784,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
10785,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
10786,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
10787,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10788,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
10789,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10790,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10791,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10792,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
10793,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
10794,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
10795,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
10796,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
10797,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10798,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
10799,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
10800,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10801,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
10802,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10803,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
10804,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10805,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10806,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10807,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10808,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10809,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
10810,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
10811,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10812,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
10813,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
10814,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10815,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10816,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
10817,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
10818,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10819,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10820,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10821,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
10822,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
10823,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
10824,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10825,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10826,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10827,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10828,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10829,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10830,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10831,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
10832,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10833,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10834,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
10835,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
10836,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10837,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
10838,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
10839,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10840,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10841,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10842,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10843,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10844,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10845,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10849,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10850,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10851,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10852,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10853,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10854,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10855,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10857,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10858,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10859,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10860,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10861,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10862,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10863,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10864,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10865,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10866,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10867,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10868,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10869,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10870,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10871,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10872,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10873,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10874,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10875,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10876,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10877,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10878,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10879,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10880,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10881,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10882,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10883,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10885,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10887,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10888,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10889,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10890,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10891,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10893,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10894,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10897,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10898,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10899,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10900,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10901,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10902,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10903,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10904,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10905,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10906,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10907,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10908,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10909,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10910,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10911,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10912,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10913,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10914,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
10915,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10916,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
10917,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10918,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10919,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
10920,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10921,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10922,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10923,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10924,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10925,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10926,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10927,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
10928,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10929,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10930,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10931,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10932,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10933,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10934,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10935,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10936,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10937,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
10938,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10939,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10940,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10941,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10942,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
10943,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10944,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10945,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
10946,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
10947,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
10948,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10949,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
10950,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
10951,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
10952,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10953,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
10954,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
10955,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10956,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10957,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
10958,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
10959,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
10960,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
10961,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10962,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10963,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10964,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10965,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10966,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10967,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
10968,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10969,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
