Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
2224,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2225,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2226,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2227,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2228,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2229,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2230,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2233,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2234,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2235,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2236,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2237,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2238,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2240,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2241,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2242,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2243,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2244,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2245,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2246,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2247,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2248,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2249,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2250,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2252,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2253,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2254,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2256,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2257,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2258,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2259,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2260,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2261,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2262,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2263,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2264,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2265,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2266,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2267,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2268,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2269,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2270,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2271,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2272,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2273,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2274,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2275,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2277,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2278,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2279,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2280,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2281,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2282,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2283,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2284,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2285,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2286,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2287,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2288,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2289,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2290,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2291,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2292,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2293,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2294,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2295,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2296,Permanent_ice_and_snow,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2298,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2299,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2300,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2301,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2302,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2303,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2304,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2305,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2306,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2307,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2308,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2309,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2310,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2311,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2312,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2313,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2314,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2315,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2316,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2317,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2318,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2319,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2320,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2321,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2322,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2323,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2325,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2326,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2328,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2329,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2332,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2333,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2334,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2335,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2336,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2337,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2338,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2339,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2340,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2341,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2342,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2343,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2344,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2345,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2347,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2348,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2349,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2350,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2351,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2352,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2353,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2356,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2357,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2358,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2359,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2360,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2361,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2362,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2363,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2364,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2365,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2366,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2367,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2368,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2369,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2370,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2371,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2372,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2373,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2374,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2375,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2376,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2377,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2378,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2379,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2380,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2381,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2382,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2383,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2384,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2385,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2386,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2387,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2388,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2389,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2390,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2391,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2392,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2393,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2394,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2395,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2396,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2397,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2398,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2400,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2401,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2402,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2403,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2404,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2405,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2406,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2407,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2408,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2409,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2410,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2411,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2412,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2413,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2414,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2415,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2416,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2417,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2418,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2419,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2420,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2421,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2422,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2423,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2424,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2425,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2426,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2427,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2428,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2429,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2430,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2431,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2432,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2433,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2434,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2435,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Built-up
2436,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2437,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2438,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2439,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2440,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2441,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2442,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2443,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2444,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2445,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2446,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2447,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2448,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2449,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2450,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2451,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2452,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2453,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2454,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2455,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2456,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2457,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2458,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2459,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2460,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2461,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2462,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2463,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2464,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2465,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2466,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2467,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2468,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2469,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2470,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2471,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2472,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2473,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2474,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2475,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2476,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2477,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2478,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2479,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2480,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2481,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2482,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2483,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2484,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2486,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2487,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2488,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2489,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2494,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2495,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2497,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2498,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2499,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2500,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2501,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2502,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2503,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2504,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2505,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2506,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2508,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2509,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2510,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2511,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2512,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2513,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2515,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2517,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2518,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2519,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2520,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2521,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2522,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2523,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2524,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2525,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2526,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2527,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2528,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2529,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2530,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2531,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2532,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2533,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2534,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2535,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2536,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2537,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2538,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2539,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2540,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2541,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2542,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2543,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2544,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2545,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2546,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
