Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
4180,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4181,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4182,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4183,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4184,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4185,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4186,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4187,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4188,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4189,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4190,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4191,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4192,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4193,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4194,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4195,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4196,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4197,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4198,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4199,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4200,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4201,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4202,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4203,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4204,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4205,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4206,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4207,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4208,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4209,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
4210,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4211,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4212,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4213,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4214,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4215,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4216,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4217,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4218,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4219,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4220,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4221,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4222,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4223,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4224,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
4225,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
4226,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4227,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4228,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4229,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4230,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4231,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4232,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4233,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4234,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4235,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4236,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4237,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4238,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4239,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4240,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4241,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4242,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4243,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4244,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4245,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4246,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4247,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4248,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4249,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4250,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4251,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4252,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4253,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4254,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4255,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4256,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4257,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4258,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4259,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4260,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4261,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4262,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4263,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4264,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4265,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4266,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4267,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4268,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4269,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
4270,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4271,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4272,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4273,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4274,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4275,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4276,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4277,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4278,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4279,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4280,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4281,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4282,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4283,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4284,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4285,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4286,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4287,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4288,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4289,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
4290,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4291,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4292,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4293,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4294,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4295,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
4296,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4297,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4298,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4299,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4300,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4301,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4302,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4303,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4304,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4305,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
4306,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4307,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4308,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
4309,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4310,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
4311,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
4312,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4313,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4314,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4315,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4316,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4317,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4318,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4319,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4320,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4321,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4322,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4323,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
4324,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4325,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4326,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4327,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
4328,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4329,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4330,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
4331,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
4332,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4333,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
4334,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4335,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4336,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4337,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4338,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4339,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4340,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4341,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4342,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4343,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
4344,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
4345,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4346,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4347,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4348,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4349,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4350,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4351,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4352,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4353,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4354,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4355,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
4356,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4357,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4358,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4359,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
4360,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
4361,Water,Water,Water,NULL,Water,Grassland,Water,Water
4362,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4363,Water,Water,Water,NULL,Water,Grassland,Forest,Water
4364,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4365,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4366,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4367,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4368,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4369,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4370,Water,Water,Water,NULL,Water,Wetland,Water,Water
4371,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4372,Water,Water,Water,NULL,Water,Water,NULL,Wetland
4373,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
4374,Water,Water,Water,NULL,Water,Water,Shrubland,Water
4375,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
4376,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
4377,Water,Water,Water,NULL,Water,Water,Grassland,Water
4378,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4379,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4380,Water,Water,Water,NULL,Water,Water,Wetland,Water
4381,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4382,Water,Water,Water,NULL,Water,Water,Water,Grassland
4383,Water,Water,Water,NULL,Water,Water,Water,Wetland
4384,Water,Water,Water,NULL,Water,Water,Water,Water
4385,Water,Water,Water,NULL,Water,Water,Water,Forest
4386,Water,Water,Water,NULL,Water,Water,Forest,Wetland
4387,Water,Water,Water,NULL,Water,Water,Forest,Water
4388,Water,Water,Water,NULL,Water,Water,Forest,Forest
4389,Water,Water,Water,NULL,Water,Forest,Wetland,Water
4390,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4391,Water,Water,Water,NULL,Water,Forest,Water,Forest
4392,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
4393,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
4394,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
4395,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
4396,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
4397,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4398,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
4399,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
4400,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
4401,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
4402,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4403,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4404,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4405,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4406,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4407,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4408,Water,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
4409,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4410,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4411,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
4412,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4413,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4414,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4415,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4416,Water,Water,Water,Non_Water,Water,Water,Water,Water
4417,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4418,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
4419,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4420,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4421,Water,Water,Water,Water,Water,Grassland,Grassland,Wetland
4422,Water,Water,Water,Water,Water,Grassland,Grassland,Water
4423,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
4424,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
4425,Water,Water,Water,Water,Water,Grassland,Wetland,Water
4426,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4427,Water,Water,Water,Water,Water,Grassland,Water,Wetland
4428,Water,Water,Water,Water,Water,Grassland,Water,Water
4429,Water,Water,Water,Water,Water,Grassland,Water,Forest
4430,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
4431,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
4432,Water,Water,Water,Water,Water,Wetland,Grassland,Water
4433,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
4434,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4435,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4436,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4437,Water,Water,Water,Water,Water,Wetland,Water,Water
4438,Water,Water,Water,Water,Water,Wetland,Water,Forest
4439,Water,Water,Water,Water,Water,Wetland,Forest,Wetland
4440,Water,Water,Water,Water,Water,Wetland,Forest,Water
4441,Water,Water,Water,Water,Water,Wetland,Forest,Forest
4442,Water,Water,Water,Water,Water,Water,NULL,Wetland
4443,Water,Water,Water,Water,Water,Water,Shrubland,Water
4444,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4445,Water,Water,Water,Water,Water,Water,Grassland,Wetland
4446,Water,Water,Water,Water,Water,Water,Grassland,Water
4447,Water,Water,Water,Water,Water,Water,Grassland,Forest
4448,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4449,Water,Water,Water,Water,Water,Water,Wetland,Water
4450,Water,Water,Water,Water,Water,Water,Wetland,Forest
4451,Water,Water,Water,Water,Water,Water,Water,Wetland
4452,Water,Water,Water,Water,Water,Water,Water,Water
4453,Water,Water,Water,Water,Water,Water,Water,Forest
4454,Water,Water,Water,Water,Water,Water,Forest,Water
4455,Water,Water,Water,Water,Water,Water,Forest,Forest
4456,Water,Water,Water,Water,Water,Forest,Water,Wetland
4457,Water,Water,Water,Water,Water,Forest,Water,Water
4458,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4459,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4460,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4461,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4462,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4463,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4464,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4465,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4466,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4467,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4468,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4469,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4470,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4471,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4472,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
4473,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4474,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4475,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4476,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4477,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4478,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4479,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4480,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4481,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4482,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4483,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4484,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4485,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4486,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4487,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
4488,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4489,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4490,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4491,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4492,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4493,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4494,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4495,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4496,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4497,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4498,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4499,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4500,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4501,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4502,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4503,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4504,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4505,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4506,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4507,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4508,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4509,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4510,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
4511,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4512,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4513,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4514,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4515,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4516,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4517,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4518,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
4519,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4520,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4521,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4522,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4523,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4524,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4525,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4526,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4527,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4528,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4529,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
4530,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4531,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4532,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4533,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4534,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4535,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4536,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4537,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4538,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4539,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
4540,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4541,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4542,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4543,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
4544,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4545,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4546,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
4547,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4548,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4549,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4550,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4551,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4552,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4553,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4554,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4555,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4556,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4557,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4558,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4559,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
4560,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
4561,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4562,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4563,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
