Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWG_M_R
679,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
681,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
682,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
683,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
684,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
686,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
687,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
689,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
690,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
691,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
692,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
693,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
694,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
696,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
697,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
698,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
699,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
700,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
705,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
706,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
707,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
708,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
710,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
711,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
712,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
713,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
714,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
715,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
716,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
717,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
718,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
719,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
720,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
721,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
724,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
725,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
726,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
727,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
728,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
729,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
730,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
731,Cropland,Water,Water,NULL,Water,NULL,NULL,Wetland
732,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
733,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
735,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
736,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
737,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
739,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
740,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
741,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
742,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
744,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
745,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
747,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
748,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
750,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
751,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
752,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
755,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
756,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
757,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
758,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
759,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
761,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
762,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
763,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
764,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
766,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
767,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
769,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
770,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
771,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
772,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
773,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
774,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
775,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
777,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
778,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
779,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
780,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
784,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
785,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
786,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
787,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
788,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
789,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
790,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
791,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
792,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
793,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
794,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
795,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
796,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
797,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
798,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
799,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
801,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
802,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
803,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
804,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
805,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
806,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
807,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
808,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
809,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
810,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
811,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
812,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
813,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
814,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
815,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
816,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
817,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
818,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
820,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
821,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
822,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
824,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
825,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
826,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
827,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
828,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
829,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
831,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
832,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
833,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
836,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
837,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
838,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
839,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
840,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
841,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
842,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
844,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
845,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
846,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
847,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
849,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
850,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
851,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
852,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
853,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
854,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
855,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
856,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
857,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
858,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
859,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
860,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
861,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
862,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
863,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
864,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
865,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
866,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
867,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
868,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
869,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
870,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
871,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
874,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
875,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
876,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
877,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
878,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
879,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
880,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
881,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
884,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
885,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
887,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
888,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
889,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
890,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
891,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
892,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
896,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
897,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
898,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
901,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
903,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
904,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
905,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
906,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
907,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
908,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
909,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
910,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
911,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
912,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
913,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
914,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
915,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Water
916,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
917,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
918,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
919,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
920,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
921,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
922,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
923,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
924,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
925,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
926,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
927,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
928,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
929,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
930,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Wetland
931,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Water
932,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
933,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
934,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
935,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
936,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
937,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
938,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
939,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
940,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
941,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
945,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
946,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
947,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
949,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
950,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
951,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
952,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
953,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
954,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
955,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
956,Wetland,Bareland,Water,Water,Water,NULL,NULL,Wetland
957,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
958,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
959,Wetland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
960,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
961,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
962,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
963,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
964,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
966,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
967,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
968,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
970,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
971,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
972,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
974,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
975,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
976,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
977,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
978,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
981,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
983,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
984,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
986,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
987,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
988,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
989,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
990,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
991,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
992,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
993,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
994,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
995,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
996,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
997,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
998,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
999,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1000,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1001,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1002,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1003,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1004,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1005,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1006,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Water
1007,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1008,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1009,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1010,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1011,Wetland,Water,Water,Water,NULL,NULL,NULL,Wetland
1012,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
1013,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1014,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1015,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1016,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1019,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1020,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1022,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1024,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1025,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
