Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDE_M_R
1843,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1844,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1845,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1846,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1847,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1848,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
1849,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1850,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1851,Bareland,Water,Water,NULL,Water,NULL,Wetland,NULL
1852,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
1853,Bareland,Water,Water,NULL,Water,Water,Water,NULL
1854,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1855,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1856,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1857,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1858,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1859,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1860,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1861,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1862,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1863,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1864,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1865,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1866,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1867,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1868,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1869,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1870,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1871,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1872,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1873,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1874,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1875,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1876,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1877,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1878,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1879,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1880,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1881,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1882,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1883,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1884,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1885,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1886,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1887,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1888,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1889,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1890,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1891,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1892,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1893,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1894,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1895,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1896,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1897,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1898,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1899,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1900,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1901,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1902,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1903,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1904,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1905,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1906,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1907,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1908,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1909,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1910,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1911,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1912,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1913,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1914,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1915,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1916,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1917,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1918,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1919,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1920,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1921,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1922,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1923,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1924,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1925,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1926,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1927,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1928,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1929,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1930,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1931,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1932,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1933,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1934,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1935,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1936,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1937,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1938,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1939,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1940,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1941,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1942,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1943,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1944,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1945,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1946,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1947,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1948,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1949,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1950,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1951,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1952,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1953,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1954,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1955,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1956,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1957,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1958,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1959,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1960,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
1961,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1962,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
1963,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
1964,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,NULL
1965,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1966,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1967,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1968,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1969,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1970,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1971,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1972,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1973,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1974,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1975,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1976,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1977,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1978,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1979,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1980,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1981,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1982,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1983,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1984,Water,NULL,Water,NULL,Water,NULL,Water,NULL
1985,Water,NULL,Water,NULL,Water,Grassland,Wetland,NULL
1986,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
1987,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1988,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
1989,Water,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1990,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
1991,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
1992,Water,NULL,Water,NULL,Water,Water,Water,NULL
1993,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1994,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1995,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1996,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1997,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1998,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1999,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2000,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2001,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2002,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2003,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2004,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2005,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2006,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2007,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2008,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2009,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2010,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2011,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2012,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2013,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2014,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2015,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2016,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2017,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2018,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2019,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
2020,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2021,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2022,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2023,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2024,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
2025,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2026,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2027,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
2028,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2029,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2030,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2031,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
2032,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
2033,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
2034,Water,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
2035,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2036,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
2037,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2038,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2039,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,NULL
2040,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2041,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2042,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,NULL
2043,Water,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
2044,Water,Cropland,Water,NULL,Water,Wetland,Water,NULL
2045,Water,Cropland,Water,NULL,Water,Bareland,Wetland,NULL
2046,Water,Cropland,Water,NULL,Water,Bareland,Water,NULL
2047,Water,Cropland,Water,NULL,Water,Water,Water,NULL
2048,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2049,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2050,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2051,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2052,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2053,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2054,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2055,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2056,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2057,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
2058,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2059,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2060,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2061,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2062,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2063,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2064,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2065,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2066,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2067,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2068,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
2069,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2070,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2071,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2072,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2073,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2074,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2075,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
2076,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
2077,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2078,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
2079,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
2080,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2081,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2082,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2083,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2084,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2085,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
2086,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2087,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2088,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2089,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
2090,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2091,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
2092,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2093,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2094,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2095,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2096,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2097,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2098,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2099,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
2100,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2101,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
2102,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2103,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2104,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2105,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2106,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
2107,Water,Wetland,Water,NULL,Water,NULL,Wetland,NULL
2108,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
2109,Water,Wetland,Water,NULL,Water,Grassland,Water,NULL
2110,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
2111,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
2112,Water,Wetland,Water,NULL,Water,Bareland,Water,NULL
2113,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
2114,Water,Wetland,Water,NULL,Water,Water,Water,NULL
2115,Water,Wetland,Water,NULL,Water,Forest,Water,NULL
2116,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2117,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2118,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2119,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2120,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2121,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2122,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
2123,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2124,Water,Bareland,Water,NULL,Water,Water,Water,NULL
2125,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,NULL
2126,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,NULL
2127,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2128,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2129,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2130,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2131,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2132,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2133,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2134,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2135,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2136,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
2137,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2138,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
2139,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
2140,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2141,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2142,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2143,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
2144,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
2145,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2146,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
2147,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
2148,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
2149,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
2150,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
2151,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,NULL
2152,Water,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
2153,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2154,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
2155,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2156,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2157,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
2158,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2159,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2160,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2161,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2162,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2163,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2164,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2165,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
2166,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
2167,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
2168,Water,Built-up,Water,NULL,Water,Grassland,Water,NULL
2169,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
2170,Water,Built-up,Water,NULL,Water,Bareland,Water,NULL
2171,Water,Built-up,Water,NULL,Water,Built-up,Wetland,NULL
2172,Water,Built-up,Water,NULL,Water,Built-up,Bareland,NULL
2173,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
2174,Water,Built-up,Water,NULL,Water,Water,Wetland,NULL
2175,Water,Built-up,Water,NULL,Water,Water,Bareland,NULL
2176,Water,Built-up,Water,NULL,Water,Water,Water,NULL
2177,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2178,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2179,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2180,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
2181,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2182,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
2183,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2184,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2185,Water,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
2186,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2187,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2188,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2189,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2190,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
