Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFR_M_R
669,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
671,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
672,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
673,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
674,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
677,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
678,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
680,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
681,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
682,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
683,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
684,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
685,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
686,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
687,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
688,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
690,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
691,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
692,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
693,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
694,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
696,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
698,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
699,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
700,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
701,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
702,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
703,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
704,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
705,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
706,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
707,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
708,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
709,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
710,Water,NULL,Water,NULL,Water,NULL,NULL,Water
711,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
712,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
713,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
714,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
715,Water,NULL,Water,Water,Water,NULL,NULL,Water
716,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
717,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
718,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
719,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
721,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
723,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
724,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
725,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
727,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
728,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
729,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
731,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
732,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
733,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
734,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
735,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
738,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
739,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
740,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
741,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
742,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
744,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
745,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
746,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
747,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
748,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
750,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
753,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
754,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
755,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
756,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
757,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
758,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
759,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
760,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
761,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
762,Water,Wetland,Water,Water,Water,NULL,NULL,Water
763,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
764,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
765,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
766,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
767,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
768,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
769,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
770,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
771,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
772,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
773,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
775,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
776,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
777,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
780,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
781,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
782,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
783,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
788,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
789,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
790,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
791,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
792,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
793,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
794,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
795,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
796,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
797,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
798,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
799,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
800,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
801,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
802,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
803,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
804,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
805,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
808,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
809,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
810,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
813,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
814,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
815,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
816,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
817,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
818,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
819,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
820,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
822,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
823,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
824,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
825,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
826,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
827,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
828,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
829,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
830,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
831,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
832,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
833,Water,Bareland,Water,Water,Water,NULL,NULL,Water
834,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
835,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
836,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
837,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
839,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
840,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
843,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
844,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
845,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
846,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
847,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
849,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
850,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
853,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
854,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
855,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
856,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
857,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
858,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
859,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
860,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
861,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
862,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
863,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
865,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
866,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
867,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
868,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
869,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
870,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
871,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
872,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
875,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
876,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
878,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
879,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
880,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
881,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
882,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
883,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
884,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
886,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
887,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
888,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
889,Water,Water,Water,NULL,Water,NULL,NULL,Water
890,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
891,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
892,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
893,Water,Water,Water,Water,Water,NULL,NULL,Grassland
894,Water,Water,Water,Water,Water,NULL,NULL,Bareland
895,Water,Water,Water,Water,Water,NULL,NULL,Water
896,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
897,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
898,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
899,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
900,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
901,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
902,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
903,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
904,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
905,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
907,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
908,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
909,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
910,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
911,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
915,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
916,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
918,Water,Forest,Water,Water,Water,NULL,NULL,Water
919,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
920,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
921,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
922,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
925,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
927,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
928,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
930,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
931,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
932,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
933,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
934,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
935,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
936,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
937,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
940,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
941,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
942,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
946,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
947,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
950,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
951,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
952,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
953,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
954,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
955,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
956,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
957,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
958,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
959,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
960,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
961,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
963,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
964,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
965,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
966,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
967,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
968,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
969,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
970,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
971,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
972,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
973,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
974,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
975,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
976,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
977,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
978,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
979,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
980,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
981,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
982,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
983,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
984,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
985,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
986,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
987,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
988,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
989,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
990,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
993,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
994,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
995,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
996,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
997,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
998,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
999,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1000,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
1001,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1002,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
1003,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1004,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
