Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
19724,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
19725,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19726,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
19727,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
19728,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
19729,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19730,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19731,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
19732,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
19733,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19734,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
19735,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
19736,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
19737,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
19738,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
19739,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
19740,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
19741,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19742,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19743,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
19744,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
19745,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
19746,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
19747,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
19748,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
19749,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
19750,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
19751,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
19752,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
19753,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
19754,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
19755,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
19756,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
19757,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
19758,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
19759,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
19760,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
19761,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
19762,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
19763,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
19764,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
19765,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
19766,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
19767,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
19768,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19769,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
19770,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19771,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19772,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19773,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
19774,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
19775,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19776,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19777,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19778,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19779,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
19780,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19781,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
19782,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
19783,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19784,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
19785,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19786,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19787,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
19788,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
19789,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
19790,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19791,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19792,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
19793,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
19794,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
19795,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
19796,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
19797,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
19798,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
19799,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
19800,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
19801,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
19802,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
19803,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
19804,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
19805,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
19806,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
19807,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
19808,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
19809,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
19810,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
19811,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
19812,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
19813,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
19814,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
19815,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19816,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19817,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19818,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19819,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
19820,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
19821,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
19822,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19823,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
19824,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
19825,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
19826,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19827,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
19828,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
19829,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
19830,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
19831,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19832,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
19833,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
19834,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
19835,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
19836,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
19837,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
19838,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
19839,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
19840,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19841,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
19842,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
19843,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
19844,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
19845,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
19846,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
19847,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
19848,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
19849,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
19850,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
19851,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
19852,Forest,Wetland,Water,NULL,Water,Grassland,Bareland,Grassland
19853,Forest,Wetland,Water,NULL,Water,Grassland,Water,Grassland
19854,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
19855,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
19856,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
19857,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
19858,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
19859,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Cropland
19860,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
19861,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
19862,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
19863,Forest,Wetland,Water,NULL,Water,Wetland,Bareland,Grassland
19864,Forest,Wetland,Water,NULL,Water,Wetland,Bareland,Water
19865,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
19866,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
19867,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
19868,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
19869,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
19870,Forest,Wetland,Water,NULL,Water,Bareland,Grassland,Forest
19871,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
19872,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
19873,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
19874,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
19875,Forest,Wetland,Water,NULL,Water,Bareland,Water,Grassland
19876,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
19877,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
19878,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
19879,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
19880,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
19881,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
19882,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
19883,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
19884,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
19885,Forest,Wetland,Water,NULL,Water,Water,Water,Water
19886,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
19887,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
19888,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Grassland
19889,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
19890,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Grassland
19891,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
19892,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
19893,Forest,Wetland,Water,NULL,Water,Forest,Water,Grassland
19894,Forest,Wetland,Water,NULL,Water,Forest,Water,Wetland
19895,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
19896,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
19897,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
19898,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
19899,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
19900,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
19901,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
19902,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
19903,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
19904,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
19905,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
19906,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
19907,Forest,Wetland,Water,Non_Water,Water,Grassland,Bareland,Forest
19908,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
19909,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
19910,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
19911,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
19912,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
19913,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
19914,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
19915,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
19916,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
19917,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
19918,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
19919,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
19920,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
19921,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
19922,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
19923,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
19924,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
19925,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
19926,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
19927,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
19928,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
19929,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
19930,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
19931,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
19932,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Wetland
19933,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
19934,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
19935,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
19936,Forest,Wetland,Water,Water,Water,NULL,Grassland,Wetland
19937,Forest,Wetland,Water,Water,Water,NULL,Grassland,Forest
19938,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
19939,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
19940,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
19941,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
19942,Forest,Wetland,Water,Water,Water,NULL,Bareland,Forest
19943,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
19944,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
19945,Forest,Wetland,Water,Water,Water,NULL,Water,Water
19946,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
19947,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
19948,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
19949,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
19950,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
19951,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
19952,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
19953,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
19954,Forest,Wetland,Water,Water,Water,Grassland,Bareland,Forest
19955,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
19956,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
19957,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
19958,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
19959,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
19960,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
19961,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
19962,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Cropland
19963,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
19964,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
19965,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
19966,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
19967,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
19968,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
19969,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
19970,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
19971,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
19972,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
19973,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
19974,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
19975,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
19976,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
19977,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
19978,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
19979,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
19980,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
19981,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
19982,Forest,Wetland,Water,Water,Water,Water,Wetland,Cropland
19983,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
19984,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
19985,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
19986,Forest,Wetland,Water,Water,Water,Water,Bareland,Grassland
19987,Forest,Wetland,Water,Water,Water,Water,Bareland,Wetland
19988,Forest,Wetland,Water,Water,Water,Water,Bareland,Water
19989,Forest,Wetland,Water,Water,Water,Water,Bareland,Forest
19990,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
19991,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
19992,Forest,Wetland,Water,Water,Water,Water,Water,Water
19993,Forest,Wetland,Water,Water,Water,Water,Water,Forest
19994,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
19995,Forest,Wetland,Water,Water,Water,Forest,Grassland,Grassland
19996,Forest,Wetland,Water,Water,Water,Forest,Grassland,Wetland
19997,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
19998,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
19999,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
20000,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
20001,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
20002,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
20003,Forest,Wetland,Water,Water,Water,Forest,Water,Water
20004,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
20005,Forest,Wetland,Water,Water,Water,Forest,Forest,Grassland
20006,Forest,Wetland,Water,Water,Water,Forest,Forest,Wetland
20007,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
20008,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
20009,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
20010,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
20011,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
20012,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
20013,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
20014,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
20015,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
20016,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
20017,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
20018,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
20019,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
20020,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
20021,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
20022,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
20023,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
20024,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
20025,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
20026,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20027,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
20028,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
20029,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20030,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
20031,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
20032,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
20033,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
20034,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
20035,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
20036,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
20037,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
20038,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
20039,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
20040,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
20041,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
20042,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
20043,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
20044,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
20045,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
20046,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
20047,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
20048,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
20049,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
20050,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
20051,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
20052,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
20053,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
20054,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
20055,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
20056,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
20057,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
20058,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
20059,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
20060,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
20061,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
20062,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
20063,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
20064,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
20065,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
20066,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
20067,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
20068,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
20069,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
20070,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
20071,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
20072,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
20073,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
