Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R
727,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
728,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
729,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
730,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
731,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
732,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
733,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
734,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
735,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
736,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
737,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
738,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
739,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
740,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
741,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
742,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
743,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
744,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
745,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
746,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
747,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
748,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
749,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
750,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
751,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
752,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
753,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
754,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
755,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
756,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
757,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
758,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
759,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
760,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
761,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
762,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
763,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
764,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
765,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
766,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
767,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
768,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
769,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
770,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
771,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
772,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
773,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
774,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
775,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
776,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
777,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
778,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
779,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
780,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
781,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
782,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
783,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
784,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
785,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
786,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
787,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
788,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
789,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
790,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
791,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
792,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
793,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
794,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
795,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
796,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
797,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
798,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
799,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
800,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
801,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
802,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
803,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
804,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
805,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
806,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
807,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
808,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
809,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
810,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
811,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
812,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
813,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
814,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
815,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
816,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
817,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
818,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
819,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
820,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
821,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
822,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
823,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
824,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
825,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
826,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
827,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
828,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
829,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
830,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
831,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
832,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
833,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
834,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
835,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
836,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
837,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
838,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
839,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
840,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
841,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
842,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
843,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
844,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
845,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
846,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
847,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
848,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
849,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
850,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
851,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
852,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
853,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
854,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
855,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
856,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
857,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
858,Forest,Water,Water,NULL,Water,NULL,Water,Water
859,Forest,Water,Water,NULL,Water,NULL,Water,Forest
860,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
861,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
862,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
863,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
864,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
865,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
866,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
867,Forest,Water,Water,NULL,Water,Bareland,Water,Water
868,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
869,Forest,Water,Water,NULL,Water,Water,Wetland,Water
870,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
871,Forest,Water,Water,NULL,Water,Water,Water,Bareland
872,Forest,Water,Water,NULL,Water,Water,Water,Water
873,Forest,Water,Water,NULL,Water,Water,Water,Forest
874,Forest,Water,Water,NULL,Water,Water,Forest,Water
875,Forest,Water,Water,NULL,Water,Water,Forest,Forest
876,Forest,Water,Water,NULL,Water,Forest,Forest,Water
877,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
878,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
879,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
880,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
881,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
882,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
883,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
884,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
885,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
886,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
887,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
888,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
889,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
890,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
891,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
892,Forest,Water,Water,Non_Water,Water,Water,Water,Water
893,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
894,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
895,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
896,Forest,Water,Water,Water,Water,NULL,Wetland,Water
897,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
898,Forest,Water,Water,Water,Water,NULL,Water,Water
899,Forest,Water,Water,Water,Water,NULL,Water,Forest
900,Forest,Water,Water,Water,Water,NULL,Forest,Forest
901,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
902,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
903,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
904,Forest,Water,Water,Water,Water,Grassland,Water,Water
905,Forest,Water,Water,Water,Water,Grassland,Water,Forest
906,Forest,Water,Water,Water,Water,Grassland,Forest,Water
907,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
908,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
909,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
910,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
911,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
912,Forest,Water,Water,Water,Water,Bareland,Water,Water
913,Forest,Water,Water,Water,Water,Bareland,Water,Forest
914,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
915,Forest,Water,Water,Water,Water,Water,Wetland,Water
916,Forest,Water,Water,Water,Water,Water,Wetland,Forest
917,Forest,Water,Water,Water,Water,Water,Water,Grassland
918,Forest,Water,Water,Water,Water,Water,Water,Bareland
919,Forest,Water,Water,Water,Water,Water,Water,Water
920,Forest,Water,Water,Water,Water,Water,Water,Forest
921,Forest,Water,Water,Water,Water,Water,Forest,Water
922,Forest,Water,Water,Water,Water,Water,Forest,Forest
923,Forest,Water,Water,Water,Water,Forest,Water,Water
924,Forest,Water,Water,Water,Water,Forest,Water,Forest
925,Forest,Water,Water,Water,Water,Forest,Forest,Forest
926,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
927,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
928,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
929,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
930,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
931,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
932,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
933,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
934,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
935,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
936,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
937,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
938,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
939,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
940,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
941,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
942,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
943,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
944,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
945,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
946,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
947,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
948,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
949,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
950,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
951,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
952,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
953,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
954,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
955,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
956,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
957,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
958,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
959,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
960,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
961,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
962,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
963,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
964,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
965,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
966,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
967,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
968,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
969,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
970,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
971,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
972,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
973,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
974,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
975,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
976,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Bareland
977,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
978,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
979,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
980,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
981,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
982,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
983,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
984,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
985,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
986,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
987,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
988,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
989,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
990,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
991,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
992,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
993,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
994,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
995,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
996,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
997,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
998,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
999,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1000,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1001,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1002,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1003,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1004,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1005,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1006,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1007,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1008,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1009,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1010,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1011,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1012,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1013,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1014,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1015,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1016,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1017,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1018,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1019,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1020,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1021,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1022,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1023,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1024,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1025,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1026,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1027,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1028,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1029,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1030,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1031,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1032,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1033,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1034,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1035,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1036,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1039,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1040,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1041,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1042,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1043,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1044,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
1045,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1047,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1048,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1049,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1050,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1051,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1052,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1053,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1054,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1055,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1056,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1057,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1058,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1059,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1060,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1061,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1062,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1063,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
1064,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1065,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1066,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1067,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1068,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1069,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1070,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1071,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1072,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1073,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1074,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1075,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1076,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1077,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1078,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1079,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1080,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1081,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1082,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1083,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1084,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1085,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1086,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1087,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1088,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1089,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1090,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1091,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1092,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1093,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1094,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1095,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1096,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1097,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1098,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
1099,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1100,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1101,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
