Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTT_M_R
9462,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9463,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9464,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9465,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
9466,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9467,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9468,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
9469,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9470,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9471,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
9472,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
9473,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
9474,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9475,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9476,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
9477,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9478,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9479,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
9480,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
9481,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9482,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
9483,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9484,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
9485,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
9486,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
9487,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9488,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9489,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
9490,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
9491,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Wetland
9492,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
9493,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9494,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9495,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9496,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
9497,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
9498,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
9499,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9500,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9501,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
9502,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9503,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9504,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9505,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9506,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9507,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
9508,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9509,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9510,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9511,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9512,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9513,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9514,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9515,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9516,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9517,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9518,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9519,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9520,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9521,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
9522,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9523,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9524,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9525,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
9526,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
9527,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9528,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9529,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
9530,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9531,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9532,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
9533,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9534,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9535,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9536,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9537,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9538,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
9539,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
9540,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9541,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9542,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9543,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9544,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9545,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9546,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9547,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9548,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9549,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9550,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
9551,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
9552,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
9553,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
9554,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
9555,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
9556,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
9557,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
9558,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
9559,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
9560,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
9561,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
9562,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
9563,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
9564,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
9565,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
9566,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9567,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9568,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9569,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9570,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
9571,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
9572,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
9573,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
9574,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
9575,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
9576,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
9577,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
9578,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,NULL
9579,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
9580,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9581,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Grassland
9582,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Wetland
9583,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9584,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
9585,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
9586,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
9587,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9588,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
9589,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Water
9590,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
9591,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
9592,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
9593,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
9594,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
9595,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
9596,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
9597,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
9598,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
9599,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
9600,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
9601,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
9602,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
9603,Water,Water,Wetland,Water,Wetland,Water,Water,Water
9604,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
9605,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
9606,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
9607,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
9608,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9609,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
9610,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
9611,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9612,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
9613,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9614,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9615,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
9616,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9617,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
9618,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
9619,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
9620,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9621,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9622,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9623,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
9624,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
9625,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
9626,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9627,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9628,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9629,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9630,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9631,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
9632,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
9633,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,NULL
9634,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9635,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
9636,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9637,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9638,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
9639,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Wetland
9640,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
9641,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
9642,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
9643,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
9644,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
9645,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
9646,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
9647,Water,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
9648,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
9649,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
9650,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9651,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
9652,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9653,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9654,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9655,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9656,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9657,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9658,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9659,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9660,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
9661,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Wetland
9662,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
9663,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
9664,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9665,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9666,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9667,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9668,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
9669,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Wetland
9670,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
9671,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Wetland
9672,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
9673,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
9674,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9675,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
9676,Water,Water,Water,NULL,Water,NULL,Water,Grassland
9677,Water,Water,Water,NULL,Water,NULL,Water,Wetland
9678,Water,Water,Water,NULL,Water,NULL,Water,Water
9679,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
9680,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
9681,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
9682,Water,Water,Water,NULL,Water,Shrubland,Water,Water
9683,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
9684,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
9685,Water,Water,Water,NULL,Water,Bareland,Water,Water
9686,Water,Water,Water,NULL,Water,Water,NULL,Water
9687,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
9688,Water,Water,Water,NULL,Water,Water,Shrubland,Water
9689,Water,Water,Water,NULL,Water,Water,Water,NULL
9690,Water,Water,Water,NULL,Water,Water,Water,Grassland
9691,Water,Water,Water,NULL,Water,Water,Water,Wetland
9692,Water,Water,Water,NULL,Water,Water,Water,Bareland
9693,Water,Water,Water,NULL,Water,Water,Water,Water
9694,Water,Water,Water,NULL,Water,Water,Water,Forest
9695,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
9696,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
9697,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
9698,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
9699,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
9700,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
9701,Water,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
9702,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
9703,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
9704,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
9705,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
9706,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
9707,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
9708,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
9709,Water,Water,Water,Non_Water,Water,Water,Water,NULL
9710,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
9711,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
9712,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
9713,Water,Water,Water,Non_Water,Water,Water,Water,Water
9714,Water,Water,Water,Non_Water,Water,Water,Water,Forest
9715,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
9716,Water,Water,Water,Water,Water,NULL,NULL,Water
9717,Water,Water,Water,Water,Water,NULL,Shrubland,Water
9718,Water,Water,Water,Water,Water,NULL,Water,Wetland
9719,Water,Water,Water,Water,Water,NULL,Water,Water
9720,Water,Water,Water,Water,Water,Shrubland,NULL,Water
9721,Water,Water,Water,Water,Water,Shrubland,Shrubland,NULL
9722,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
9723,Water,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
9724,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
9725,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
9726,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
9727,Water,Water,Water,Water,Water,Shrubland,Water,Water
9728,Water,Water,Water,Water,Water,Shrubland,Water,Forest
9729,Water,Water,Water,Water,Water,Bareland,NULL,Water
9730,Water,Water,Water,Water,Water,Bareland,Water,Water
9731,Water,Water,Water,Water,Water,Built-up,Built-up,Water
9732,Water,Water,Water,Water,Water,Water,NULL,Wetland
9733,Water,Water,Water,Water,Water,Water,NULL,Water
9734,Water,Water,Water,Water,Water,Water,Shrubland,Water
9735,Water,Water,Water,Water,Water,Water,Shrubland,Forest
9736,Water,Water,Water,Water,Water,Water,Water,NULL
9737,Water,Water,Water,Water,Water,Water,Water,Grassland
9738,Water,Water,Water,Water,Water,Water,Water,Wetland
9739,Water,Water,Water,Water,Water,Water,Water,Bareland
9740,Water,Water,Water,Water,Water,Water,Water,Water
9741,Water,Water,Water,Water,Water,Water,Water,Forest
9742,Water,Water,Water,Water,Water,Forest,Water,Water
9743,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9744,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9745,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9746,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9747,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9748,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9749,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9750,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
9751,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9752,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9753,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9754,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9755,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9756,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9757,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
9758,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9759,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9760,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9761,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9762,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9763,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
9764,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9765,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9766,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
9767,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9768,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9769,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9770,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9771,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9772,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9773,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9774,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9775,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9776,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
9777,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9778,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
9779,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9780,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
9781,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9782,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9783,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9784,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9785,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
9786,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9787,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
9788,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9789,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9790,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
9791,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9792,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9793,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
9794,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9795,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9796,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
9797,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9798,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
9799,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9800,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9801,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9802,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
9803,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9804,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9805,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9806,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9807,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
9808,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9809,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9810,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9811,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9812,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9813,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9814,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9815,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9816,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
9817,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
9818,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
9819,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
9820,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9821,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9822,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9823,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9824,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9825,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9826,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9827,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9828,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9829,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9830,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
9831,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
9832,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9833,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9834,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
9835,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
