Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R
857,Wetland,Cropland,Forest,Water,Non_Wetland,Water
858,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
859,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
860,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
861,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
862,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
863,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
864,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
865,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
866,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
867,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
868,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
869,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
870,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
871,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
872,Wetland,Built-up,Forest,NULL,Non_Wetland,Cropland
873,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
874,Wetland,Built-up,Forest,Water,Non_Wetland,Water
875,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
876,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
877,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
878,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
879,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
880,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
881,Wetland,Water,Shrubland,Water,Non_Wetland,Water
882,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
883,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
884,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
885,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
886,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
887,Wetland,Water,Water,Water,Water,Water
888,Wetland,Water,Water,Water,Water,Forest
889,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
890,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
891,Wetland,Water,Forest,NULL,Non_Wetland,Water
892,Wetland,Water,Forest,NULL,Non_Wetland,Forest
893,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
894,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
895,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
896,Wetland,Water,Forest,Water,Non_Wetland,Water
897,Wetland,Water,Forest,Water,Non_Wetland,Forest
898,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
899,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
900,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
901,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
902,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
903,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
904,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
905,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
906,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
912,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
913,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
914,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
915,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
916,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
917,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
918,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
919,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
920,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
921,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
922,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
923,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
924,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
925,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
926,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
927,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
928,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
929,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
930,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
931,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
932,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
933,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
934,Bareland,NULL,Forest,NULL,Non_Wetland,Water
935,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
936,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
942,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
943,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
944,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
945,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
946,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
947,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
948,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
949,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
953,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
954,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
955,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
956,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
957,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
958,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
959,Bareland,Cropland,Water,Water,Water,Bareland
960,Bareland,Cropland,Water,Water,Water,Water
961,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
962,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
963,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
964,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
965,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
966,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water
967,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
968,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
969,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
970,Bareland,Cropland,Forest,Water,Non_Wetland,Water
971,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
972,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
973,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
974,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
975,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
976,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
977,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
978,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
979,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
980,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
981,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
982,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
983,Bareland,Bareland,Wetland,Water,Wetland,Bareland
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
985,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
986,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
987,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
988,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
989,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
990,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
991,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
992,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
993,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
994,Bareland,Bareland,Water,Water,Water,Water
995,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
996,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
997,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
998,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
999,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1000,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1001,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1002,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1003,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1004,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1005,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1007,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1008,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1009,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1010,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1011,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1012,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1013,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1014,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1015,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1016,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1017,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1018,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1019,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1020,Bareland,Built-up,Wetland,Water,Wetland,Water
1021,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1022,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1023,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1024,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1025,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1026,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1027,Bareland,Built-up,Water,Water,Water,Water
1028,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1029,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1030,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1031,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1032,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1033,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1034,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1035,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1036,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1037,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1038,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1039,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1040,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1041,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1042,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1043,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1044,Bareland,Water,Grassland,Water,Non_Wetland,Water
1045,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1046,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1047,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1048,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1049,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1050,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1051,Bareland,Water,Cropland,Water,Non_Wetland,Water
1052,Bareland,Water,Wetland,Non_Water,Wetland,Water
1053,Bareland,Water,Wetland,Water,Wetland,Water
1054,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1055,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1056,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1057,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1058,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1059,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1060,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1061,Bareland,Water,Bareland,Water,Non_Wetland,Water
1062,Bareland,Water,Water,NULL,Water,Water
1063,Bareland,Water,Water,Non_Water,Water,Water
1064,Bareland,Water,Water,Water,Water,Grassland
1065,Bareland,Water,Water,Water,Water,Bareland
1066,Bareland,Water,Water,Water,Water,Water
1067,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1068,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1069,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1070,Bareland,Water,Forest,NULL,Non_Wetland,Water
1071,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1072,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1073,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1074,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1075,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1076,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1077,Bareland,Water,Forest,Water,Non_Wetland,Water
1078,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1079,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1080,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1081,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1082,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1083,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1084,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1085,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1086,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1087,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1088,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1089,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1090,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1091,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1092,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1093,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1094,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1095,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1096,Water,NULL,NULL,NULL,Non_Wetland,NULL
1097,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1098,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1099,Water,NULL,NULL,NULL,Non_Wetland,Water
1100,Water,NULL,NULL,NULL,Non_Wetland,Forest
1101,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1102,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1103,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1104,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1105,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1106,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1107,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1108,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1109,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1110,Water,NULL,Shrubland,Water,Non_Wetland,Water
1111,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1112,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1113,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1114,Water,NULL,Grassland,NULL,Non_Wetland,Water
1115,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1116,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1117,Water,NULL,Cropland,NULL,Non_Wetland,Water
1118,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1119,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1120,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1121,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1122,Water,NULL,Wetland,Water,Wetland,Grassland
1123,Water,NULL,Wetland,Water,Wetland,Cropland
1124,Water,NULL,Wetland,Water,Wetland,Water
1125,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1126,Water,NULL,Bareland,NULL,Non_Wetland,Water
1127,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1128,Water,NULL,Water,NULL,Water,Grassland
1129,Water,NULL,Water,NULL,Water,Forest
1130,Water,NULL,Water,Non_Water,Water,Grassland
1131,Water,NULL,Water,Water,Water,Grassland
1132,Water,NULL,Water,Water,Water,Cropland
1133,Water,NULL,Water,Water,Water,Water
1134,Water,NULL,Forest,NULL,Non_Wetland,NULL
1135,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1136,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1137,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1138,Water,NULL,Forest,NULL,Non_Wetland,Water
1139,Water,NULL,Forest,NULL,Non_Wetland,Forest
1140,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1141,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1142,Water,NULL,Forest,Water,Non_Wetland,Grassland
1143,Water,NULL,Forest,Water,Non_Wetland,Water
1144,Water,NULL,Forest,Water,Non_Wetland,Forest
1145,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1146,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1147,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1148,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1149,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1150,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1151,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1152,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1153,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1154,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1155,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1156,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1157,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1158,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1159,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1160,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1161,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1162,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1163,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1164,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1165,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1166,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1167,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1168,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1169,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1170,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1171,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1172,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1173,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1174,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1175,Water,Cropland,Cropland,Water,Non_Wetland,Water
1176,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1177,Water,Cropland,Wetland,NULL,Wetland,Forest
1178,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1179,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1180,Water,Cropland,Wetland,Non_Water,Wetland,Water
1181,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1182,Water,Cropland,Wetland,Water,Wetland,Water
1183,Water,Cropland,Wetland,Water,Wetland,Forest
1184,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1185,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1186,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1187,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1188,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1189,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1190,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1191,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1192,Water,Cropland,Bareland,Water,Non_Wetland,Water
1193,Water,Cropland,Water,NULL,Water,Grassland
1194,Water,Cropland,Water,NULL,Water,Cropland
1195,Water,Cropland,Water,NULL,Water,Water
1196,Water,Cropland,Water,NULL,Water,Forest
1197,Water,Cropland,Water,Non_Water,Water,Grassland
1198,Water,Cropland,Water,Non_Water,Water,Cropland
1199,Water,Cropland,Water,Non_Water,Water,Water
1200,Water,Cropland,Water,Non_Water,Water,Forest
1201,Water,Cropland,Water,Water,Water,Grassland
1202,Water,Cropland,Water,Water,Water,Cropland
1203,Water,Cropland,Water,Water,Water,Bareland
1204,Water,Cropland,Water,Water,Water,Water
1205,Water,Cropland,Water,Water,Water,Forest
1206,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1207,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1208,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1209,Water,Cropland,Forest,NULL,Non_Wetland,Water
1210,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1211,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1212,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1213,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1214,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1215,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1216,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1217,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1218,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1219,Water,Cropland,Forest,Water,Non_Wetland,Water
1220,Water,Cropland,Forest,Water,Non_Wetland,Forest
1221,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1222,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1223,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1224,Water,Wetland,Wetland,Water,Wetland,Grassland
1225,Water,Wetland,Water,Water,Water,Grassland
1226,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1227,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1228,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1229,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1230,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1231,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1232,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1233,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1234,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1235,Water,Built-up,NULL,NULL,Non_Wetland,Water
1236,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1237,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1238,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1239,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1240,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1241,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1242,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1243,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1244,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1245,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1246,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1247,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1248,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1249,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1250,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1251,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1252,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1253,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1254,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1255,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1256,Water,Built-up,Wetland,NULL,Wetland,Forest
1257,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1258,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1259,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1260,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1261,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1262,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1263,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1264,Water,Built-up,Water,NULL,Water,Grassland
1265,Water,Built-up,Water,NULL,Water,Bareland
1266,Water,Built-up,Water,NULL,Water,Forest
1267,Water,Built-up,Water,Non_Water,Water,Bareland
1268,Water,Built-up,Water,Non_Water,Water,Water
1269,Water,Built-up,Water,Non_Water,Water,Forest
1270,Water,Built-up,Water,Water,Water,Bareland
1271,Water,Built-up,Water,Water,Water,Water
1272,Water,Built-up,Water,Water,Water,Forest
1273,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1274,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1275,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1276,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1277,Water,Built-up,Forest,NULL,Non_Wetland,Water
1278,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1279,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1280,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1281,Water,Built-up,Forest,Water,Non_Wetland,Water
1282,Water,Built-up,Forest,Water,Non_Wetland,Forest
1283,Water,Water,NULL,NULL,Non_Wetland,Bareland
1284,Water,Water,NULL,NULL,Non_Wetland,Water
1285,Water,Water,NULL,NULL,Non_Wetland,Forest
1286,Water,Water,NULL,Non_Water,Non_Wetland,Water
1287,Water,Water,NULL,Water,Non_Wetland,Water
1288,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
