Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
8073,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8074,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8075,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8076,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8077,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8078,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8079,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8080,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8081,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8082,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8083,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8084,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8085,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8086,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8087,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
8088,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8089,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8090,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8091,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8092,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8093,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8094,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8095,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8096,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8097,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8098,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8099,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8100,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
8101,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8102,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8103,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8104,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8105,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8106,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8107,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
8108,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8109,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8110,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8111,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8112,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8113,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8114,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8115,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8116,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8117,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8118,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8119,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8120,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8121,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8122,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8123,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8124,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8125,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8126,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8127,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8128,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8129,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8130,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8131,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8132,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8133,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8134,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8135,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8136,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8137,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8138,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8139,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8140,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8141,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8142,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8143,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8144,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8145,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8146,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8147,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8148,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8149,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8150,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8151,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8152,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8153,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8154,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8155,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8156,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8157,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
8158,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8159,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8160,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8161,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
8162,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8163,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8164,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8165,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8166,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8167,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8168,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8169,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8170,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8171,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8172,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8173,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8174,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8175,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8176,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8177,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8178,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8179,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
8180,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8181,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Grassland,Forest
8182,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8183,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8184,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8185,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8186,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8187,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8188,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8189,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8190,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8191,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8192,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8193,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8194,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8195,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8196,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8197,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8198,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8199,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8200,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
8201,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8202,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8203,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8204,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8205,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8206,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8207,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8208,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
8209,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8210,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8211,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8212,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
8213,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8214,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8215,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8216,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8217,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8218,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8219,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8220,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8221,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8222,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
8223,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8224,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8225,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8226,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8227,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8228,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
8229,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8230,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8231,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8232,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8233,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8234,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
8235,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
8236,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8237,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8238,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8239,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8240,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
8241,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8242,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8243,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8244,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8245,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8246,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8247,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8248,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8249,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8250,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
8251,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
8252,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
8253,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8254,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8255,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
8256,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8257,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
8258,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
8259,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
8260,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
8261,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8262,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8263,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8264,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8265,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
8266,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
8267,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8268,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
8269,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
8270,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
8271,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
8272,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
8273,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
8274,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
8275,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
8276,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
8277,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
8278,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Forest
8279,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
8280,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
8281,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
8282,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
8283,Forest,Wetland,Water,NULL,Water,Water,Water,Water
8284,Forest,Wetland,Water,NULL,Water,Water,Forest,Wetland
8285,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
8286,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
8287,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
8288,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
8289,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
8290,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8291,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
8292,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
8293,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
8294,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Water
8295,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
8296,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
8297,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
8298,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
8299,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
8300,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
8301,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
8302,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
8303,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
8304,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
8305,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
8306,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
8307,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
8308,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
8309,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
8310,Forest,Wetland,Water,Water,Water,Water,Water,Water
8311,Forest,Wetland,Water,Water,Water,Water,Water,Forest
8312,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
8313,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
8314,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8315,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8316,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8317,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
8318,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8319,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8320,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8321,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8322,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8323,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8324,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8325,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8326,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8327,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8328,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8329,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8330,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8331,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8332,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8333,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8334,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8335,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8336,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8337,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8338,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
8339,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8340,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8341,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8342,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8343,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
8344,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8345,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8346,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8347,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8348,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8349,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8350,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8351,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8352,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8353,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8354,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8355,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8356,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8357,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8358,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8359,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
8360,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8361,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
8362,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
8363,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
8364,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
8365,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8366,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8367,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8368,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8369,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8370,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8371,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8372,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8373,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8374,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8375,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8376,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8377,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8378,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8379,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8380,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8381,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8382,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8383,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8384,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8385,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8386,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8387,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8388,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8389,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8390,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8391,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8392,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8393,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8394,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
8395,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8396,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
8397,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8398,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8399,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8400,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8401,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8402,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8403,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8404,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8405,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8406,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
