Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMT_M_R
8754,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8755,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8756,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8757,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
8758,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8759,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
8760,Water,NULL,Water,NULL,Water,NULL,Wetland,Grassland
8761,Water,NULL,Water,NULL,Water,NULL,Wetland,Wetland
8762,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8763,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
8764,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8765,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8766,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8767,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
8768,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
8769,Water,NULL,Water,NULL,Water,Wetland,Forest,Grassland
8770,Water,NULL,Water,NULL,Water,Wetland,Forest,Wetland
8771,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
8772,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8773,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
8774,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
8775,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
8776,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
8777,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
8778,Water,NULL,Water,NULL,Water,Water,Wetland,Water
8779,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8780,Water,NULL,Water,NULL,Water,Water,Water,Wetland
8781,Water,NULL,Water,NULL,Water,Water,Water,Water
8782,Water,NULL,Water,NULL,Water,Water,Forest,Water
8783,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
8784,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
8785,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
8786,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
8787,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
8788,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
8789,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8790,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
8791,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
8792,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8793,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
8794,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
8795,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Wetland
8796,Water,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
8797,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
8798,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
8799,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
8800,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
8801,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8802,Water,NULL,Water,Non_Water,Water,Water,Forest,Wetland
8803,Water,NULL,Water,Non_Water,Water,Forest,Grassland,Wetland
8804,Water,NULL,Water,Non_Water,Water,Forest,Wetland,Grassland
8805,Water,NULL,Water,Non_Water,Water,Forest,Water,Wetland
8806,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
8807,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
8808,Water,NULL,Water,Water,Water,NULL,Water,Wetland
8809,Water,NULL,Water,Water,Water,NULL,Water,Water
8810,Water,NULL,Water,Water,Water,NULL,Water,Forest
8811,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8812,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
8813,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
8814,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
8815,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
8816,Water,NULL,Water,Water,Water,Grassland,Water,Water
8817,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
8818,Water,NULL,Water,Water,Water,Wetland,NULL,Water
8819,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
8820,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
8821,Water,NULL,Water,Water,Water,Wetland,Grassland,Built-up
8822,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
8823,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8824,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8825,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
8826,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
8827,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
8828,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8829,Water,NULL,Water,Water,Water,Wetland,Water,Water
8830,Water,NULL,Water,Water,Water,Wetland,Water,Forest
8831,Water,NULL,Water,Water,Water,Wetland,Forest,Grassland
8832,Water,NULL,Water,Water,Water,Wetland,Forest,Wetland
8833,Water,NULL,Water,Water,Water,Wetland,Forest,Forest
8834,Water,NULL,Water,Water,Water,Bareland,NULL,Wetland
8835,Water,NULL,Water,Water,Water,Bareland,Grassland,Wetland
8836,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
8837,Water,NULL,Water,Water,Water,Bareland,Wetland,Wetland
8838,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
8839,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
8840,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
8841,Water,NULL,Water,Water,Water,Bareland,Water,Water
8842,Water,NULL,Water,Water,Water,Bareland,Water,Forest
8843,Water,NULL,Water,Water,Water,Bareland,Forest,Grassland
8844,Water,NULL,Water,Water,Water,Water,NULL,Wetland
8845,Water,NULL,Water,Water,Water,Water,NULL,Water
8846,Water,NULL,Water,Water,Water,Water,Shrubland,Bareland
8847,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
8848,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
8849,Water,NULL,Water,Water,Water,Water,Grassland,Water
8850,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
8851,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
8852,Water,NULL,Water,Water,Water,Water,Wetland,Water
8853,Water,NULL,Water,Water,Water,Water,Wetland,Forest
8854,Water,NULL,Water,Water,Water,Water,Water,Grassland
8855,Water,NULL,Water,Water,Water,Water,Water,Wetland
8856,Water,NULL,Water,Water,Water,Water,Water,Bareland
8857,Water,NULL,Water,Water,Water,Water,Water,Water
8858,Water,NULL,Water,Water,Water,Water,Water,Forest
8859,Water,NULL,Water,Water,Water,Water,Forest,Grassland
8860,Water,NULL,Water,Water,Water,Water,Forest,Wetland
8861,Water,NULL,Water,Water,Water,Water,Forest,Water
8862,Water,NULL,Water,Water,Water,Water,Forest,Forest
8863,Water,NULL,Water,Water,Water,Forest,Wetland,Water
8864,Water,NULL,Water,Water,Water,Forest,Wetland,Forest
8865,Water,NULL,Water,Water,Water,Forest,Water,Wetland
8866,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8867,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8868,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8869,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8870,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8871,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8872,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
8873,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8874,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8875,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8876,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8877,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8878,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8879,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8880,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8881,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8882,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8883,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8884,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8885,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8886,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8887,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8888,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8889,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8890,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8891,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8892,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8893,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8894,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8895,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8896,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8897,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8898,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8899,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8900,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8901,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8902,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8903,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8904,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8905,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8906,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8907,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8908,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8909,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8910,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8911,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8912,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8913,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8914,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8915,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8916,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8917,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8918,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8919,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8920,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8921,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8922,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8923,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8924,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8925,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8926,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8927,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8928,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8929,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8930,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8931,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8932,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8933,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8934,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8935,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8936,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8937,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8938,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8939,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8940,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8941,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8942,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8943,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8944,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8945,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8946,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
8947,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8948,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8949,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8950,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8951,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8952,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8953,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8954,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8955,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
8956,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8957,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
8958,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
8959,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8960,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8961,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8962,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8963,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8964,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8965,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8966,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8967,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8968,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8969,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8970,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8971,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8972,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8973,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8974,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8975,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8976,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8977,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8978,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
8979,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8980,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8981,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8982,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8983,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8984,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8985,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8986,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8987,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8988,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8989,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8990,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8991,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8992,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8993,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8994,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8995,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8996,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8997,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8998,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8999,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
9000,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
9001,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9002,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9003,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9004,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9005,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9006,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9007,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
9008,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9009,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
9010,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9011,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9012,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9013,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9014,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
9015,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
9016,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
9017,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
9018,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
9019,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9020,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9021,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9022,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
9023,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9024,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9025,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9026,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9027,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9028,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9029,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9030,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9031,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9032,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9033,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9034,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9035,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9036,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9037,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9038,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9039,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9040,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9041,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9042,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9043,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9044,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9045,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9046,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9047,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9048,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9049,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
9050,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9051,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9052,Water,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9053,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9054,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9055,Water,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
9056,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9057,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9058,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9059,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9060,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9061,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9062,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9063,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9064,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9065,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
9066,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
9067,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
9068,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9069,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9070,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9071,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9072,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9073,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9074,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9075,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9076,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9077,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9078,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9079,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9080,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9081,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9082,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9083,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
9084,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
9085,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
9086,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9087,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
9088,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
9089,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
9090,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
9091,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9092,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9093,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9094,Water,Cropland,Water,Non_Water,Water,NULL,Water,Forest
9095,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
9096,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
9097,Water,Cropland,Water,Water,Water,NULL,Water,Wetland
9098,Water,Cropland,Water,Water,Water,Cropland,Water,Water
9099,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
9100,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
9101,Water,Cropland,Water,Water,Water,Wetland,Water,Water
9102,Water,Cropland,Water,Water,Water,Water,Water,Wetland
9103,Water,Cropland,Water,Water,Water,Water,Water,Water
9104,Water,Cropland,Water,Water,Water,Water,Water,Forest
9105,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9106,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9107,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9108,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9109,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9110,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9111,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9112,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9113,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9114,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
