Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEL_M_R
2981,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2982,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2983,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2984,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2985,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2986,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2987,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2988,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2989,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2990,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
2991,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2992,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2993,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2994,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2995,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2996,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2997,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2998,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2999,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3000,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3001,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
3002,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3003,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
3004,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3005,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
3006,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
3007,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3008,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
3009,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3010,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3011,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3012,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3013,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3014,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3015,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3016,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3017,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3018,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3019,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3020,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3021,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3022,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3023,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3024,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3025,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3026,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3027,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3028,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3029,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
3030,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3031,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
3032,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3033,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3034,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
3035,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
3036,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3037,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
3038,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3039,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3040,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3041,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3042,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3043,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3044,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3045,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3046,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3047,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3048,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3049,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3050,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3051,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3052,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3053,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3054,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3055,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3056,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3057,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Water
3058,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
3059,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3060,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3061,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3062,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3063,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3064,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3065,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3066,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3067,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3068,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3069,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3070,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3071,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3072,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3073,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3074,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3075,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3076,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3077,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3078,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3079,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3080,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3081,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3082,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3083,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
3084,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3085,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3086,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3087,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3088,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3089,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3090,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3091,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3092,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3093,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3094,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3095,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
3096,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3097,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3098,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
3099,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3100,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3101,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3102,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3103,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
3104,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3105,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
3106,Water,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
3107,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
3108,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3109,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3110,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3111,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
3112,Water,NULL,Water,NULL,Water,Water,Grassland,Water
3113,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3114,Water,NULL,Water,NULL,Water,Water,Wetland,Water
3115,Water,NULL,Water,NULL,Water,Water,Bareland,Grassland
3116,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3117,Water,NULL,Water,NULL,Water,Water,Water,Water
3118,Water,NULL,Water,Non_Water,Water,Grassland,Bareland,Forest
3119,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3120,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
3121,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3122,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3123,Water,NULL,Water,Water,Water,NULL,Wetland,Water
3124,Water,NULL,Water,Water,Water,NULL,Water,Water
3125,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3126,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3127,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
3128,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
3129,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3130,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
3131,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3132,Water,NULL,Water,Water,Water,Water,Wetland,Water
3133,Water,NULL,Water,Water,Water,Water,Water,Grassland
3134,Water,NULL,Water,Water,Water,Water,Water,Water
3135,Water,NULL,Water,Water,Water,Water,Water,Forest
3136,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3137,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3138,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3139,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3140,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3141,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3142,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3143,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3144,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3145,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
3146,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3147,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3148,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
3149,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3150,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3151,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3152,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3153,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3154,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3155,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3156,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3157,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3158,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3159,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3160,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
3161,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3162,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3163,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3164,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3165,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3166,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3167,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3168,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3169,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3170,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3171,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
3172,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3173,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
3174,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3175,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3176,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3177,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
3178,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3179,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
3180,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3181,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3182,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3183,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3184,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3185,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3186,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3187,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3188,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3189,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3190,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3191,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3192,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3193,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3194,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3195,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3196,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3197,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3198,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3199,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
3200,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
3201,Water,Cropland,Wetland,NULL,Wetland,Water,Bareland,Forest
3202,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3203,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3204,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3205,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3206,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3207,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3208,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3209,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3210,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
3211,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3212,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3213,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3214,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3215,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3216,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3217,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3218,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3219,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3220,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
3221,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
3222,Water,Cropland,Water,NULL,Water,Water,Bareland,Grassland
3223,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
3224,Water,Cropland,Water,NULL,Water,Water,Water,Water
3225,Water,Cropland,Water,Water,Water,Water,Water,Water
3226,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3227,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3228,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3229,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3230,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3231,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3232,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3233,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3234,Water,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3235,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3236,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3237,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3238,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3239,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3240,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3241,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3242,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3243,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3244,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3245,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3246,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3247,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
3248,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3249,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3250,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3251,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3252,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3253,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3254,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
3255,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3256,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Bareland
3257,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3258,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3259,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3260,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3261,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3262,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3263,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
3264,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Bareland
3265,Water,Wetland,Water,NULL,Water,Bareland,Grassland,Water
3266,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3267,Water,Wetland,Water,NULL,Water,Bareland,Water,Grassland
3268,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
3269,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
3270,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3271,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3272,Water,Wetland,Water,NULL,Water,Water,Water,Water
3273,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3274,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
3275,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3276,Water,Wetland,Water,Water,Water,Water,Water,Bareland
3277,Water,Wetland,Water,Water,Water,Water,Water,Water
3278,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3279,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3280,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3281,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3282,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3283,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
3284,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3285,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3286,Water,Bareland,Water,Water,Water,Bareland,Water,Water
3287,Water,Bareland,Water,Water,Water,Water,Water,Water
3288,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3289,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3290,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3291,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3292,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3293,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3294,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3295,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3296,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3297,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3298,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
3299,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3300,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Water
3301,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3302,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
3303,Water,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
3304,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
3305,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
3306,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
3307,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
3308,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
3309,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3310,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Water
3311,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
3312,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3313,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3314,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3315,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3316,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
3317,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3318,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
3319,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
3320,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
3321,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
3322,Water,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
3323,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
3324,Water,Built-up,Water,NULL,Water,Built-up,Bareland,Water
3325,Water,Built-up,Water,NULL,Water,Built-up,Water,Grassland
3326,Water,Built-up,Water,NULL,Water,Water,Water,Grassland
3327,Water,Built-up,Water,Non_Water,Water,Water,Bareland,Bareland
3328,Water,Built-up,Water,Non_Water,Water,Water,Water,Grassland
3329,Water,Built-up,Water,Water,Water,Built-up,Water,Water
3330,Water,Built-up,Water,Water,Water,Water,Water,Forest
3331,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3332,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3333,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3334,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3335,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Water
