Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R
861,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
862,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
863,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
864,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
865,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
866,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
867,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
868,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
869,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
870,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
871,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
872,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
873,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
874,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
875,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
876,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
877,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
878,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
879,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
880,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
881,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
882,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
883,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
884,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
885,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
886,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
887,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
888,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
889,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
890,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
891,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
892,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
893,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
894,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
895,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
896,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
897,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
898,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
899,Bareland,Bareland,Wetland,NULL,Wetland,Water
900,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
901,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
902,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
903,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
904,Bareland,Bareland,Wetland,Water,Wetland,Grassland
905,Bareland,Bareland,Wetland,Water,Wetland,Cropland
906,Bareland,Bareland,Wetland,Water,Wetland,Bareland
907,Bareland,Bareland,Wetland,Water,Wetland,Water
908,Bareland,Bareland,Wetland,Water,Wetland,Forest
909,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
910,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
911,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
912,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
913,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
914,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
915,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
916,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
917,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
918,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
919,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
920,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
921,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
922,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
923,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
924,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
925,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
926,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
927,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
928,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
929,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
930,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
931,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
932,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
933,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
934,Bareland,Bareland,Water,NULL,Water,Grassland
935,Bareland,Bareland,Water,NULL,Water,Bareland
936,Bareland,Bareland,Water,NULL,Water,Water
937,Bareland,Bareland,Water,NULL,Water,Forest
938,Bareland,Bareland,Water,Non_Water,Water,Grassland
939,Bareland,Bareland,Water,Non_Water,Water,Bareland
940,Bareland,Bareland,Water,Non_Water,Water,Water
941,Bareland,Bareland,Water,Non_Water,Water,Forest
942,Bareland,Bareland,Water,Water,Water,Grassland
943,Bareland,Bareland,Water,Water,Water,Bareland
944,Bareland,Bareland,Water,Water,Water,Water
945,Bareland,Bareland,Water,Water,Water,Forest
946,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
947,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
948,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
949,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
950,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
951,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
952,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
953,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
954,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
955,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
956,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
957,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
958,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
959,Bareland,Bareland,Forest,Water,Non_Wetland,Water
960,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
961,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
962,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
963,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
964,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
965,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
966,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
967,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
968,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
969,Bareland,Built-up,Cropland,Water,Non_Wetland,Water
970,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
971,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
972,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
973,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
974,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
975,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
976,Bareland,Built-up,Water,Non_Water,Water,Bareland
977,Bareland,Built-up,Water,Water,Water,Water
978,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
979,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
980,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
981,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
982,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water
983,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
984,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
985,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
986,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
987,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
988,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
989,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
990,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
991,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
992,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
993,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
994,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
995,Bareland,Water,Shrubland,Water,Non_Wetland,Water
996,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
997,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
998,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
999,Bareland,Water,Grassland,Water,Non_Wetland,Water
1000,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1001,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1002,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1003,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1004,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1005,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1006,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1007,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1008,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1009,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1010,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1011,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1012,Bareland,Water,Cropland,Water,Non_Wetland,Water
1013,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1014,Bareland,Water,Wetland,NULL,Wetland,Grassland
1015,Bareland,Water,Wetland,NULL,Wetland,Bareland
1016,Bareland,Water,Wetland,NULL,Wetland,Water
1017,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1018,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1019,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1020,Bareland,Water,Wetland,Non_Water,Wetland,Water
1021,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1022,Bareland,Water,Wetland,Water,Wetland,Grassland
1023,Bareland,Water,Wetland,Water,Wetland,Bareland
1024,Bareland,Water,Wetland,Water,Wetland,Water
1025,Bareland,Water,Wetland,Water,Wetland,Forest
1026,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1027,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1028,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1029,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1030,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1031,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1032,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1033,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1034,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1035,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1036,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1037,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1038,Bareland,Water,Bareland,Water,Non_Wetland,Water
1039,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1040,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1041,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1042,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1043,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1044,Bareland,Water,Built-up,Water,Non_Wetland,Water
1045,Bareland,Water,Water,NULL,Water,Grassland
1046,Bareland,Water,Water,NULL,Water,Cropland
1047,Bareland,Water,Water,NULL,Water,Bareland
1048,Bareland,Water,Water,NULL,Water,Water
1049,Bareland,Water,Water,NULL,Water,Forest
1050,Bareland,Water,Water,Non_Water,Water,Grassland
1051,Bareland,Water,Water,Non_Water,Water,Cropland
1052,Bareland,Water,Water,Non_Water,Water,Bareland
1053,Bareland,Water,Water,Non_Water,Water,Water
1054,Bareland,Water,Water,Non_Water,Water,Forest
1055,Bareland,Water,Water,Water,Water,Grassland
1056,Bareland,Water,Water,Water,Water,Bareland
1057,Bareland,Water,Water,Water,Water,Water
1058,Bareland,Water,Water,Water,Water,Forest
1059,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1060,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1061,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1062,Bareland,Water,Forest,NULL,Non_Wetland,Water
1063,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1064,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1065,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1066,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1067,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1068,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1069,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1070,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1071,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1072,Bareland,Water,Forest,Water,Non_Wetland,Water
1073,Bareland,Water,Forest,Water,Non_Wetland,Forest
1074,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1075,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1076,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1077,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1078,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1079,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1080,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1081,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1082,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1083,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1084,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1085,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1086,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1087,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1088,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1089,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1090,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1091,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1092,Bareland,Forest,Wetland,Water,Wetland,Water
1093,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1094,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1095,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1096,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1097,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1098,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1099,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1100,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1101,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1102,Bareland,Forest,Built-up,Water,Non_Wetland,Grassland
1103,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1104,Bareland,Forest,Water,Non_Water,Water,Forest
1105,Bareland,Forest,Water,Water,Water,Bareland
1106,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1107,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1108,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1109,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1110,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1111,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1112,Bareland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1113,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1114,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1115,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1116,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1117,Bareland,Forest,Forest,Water,Non_Wetland,Water
1118,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1119,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1120,Water,NULL,NULL,NULL,Non_Wetland,Forest
1121,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1122,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1123,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1124,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1125,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1126,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1127,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1128,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1129,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1130,Water,NULL,Shrubland,Water,Non_Wetland,Water
1131,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1132,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1133,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1134,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1135,Water,NULL,Grassland,Water,Non_Wetland,Water
1136,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1137,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1138,Water,NULL,Cropland,NULL,Non_Wetland,Water
1139,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1140,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1141,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1142,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1143,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1144,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1145,Water,NULL,Cropland,Water,Non_Wetland,Water
1146,Water,NULL,Cropland,Water,Non_Wetland,Forest
1147,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1148,Water,NULL,Wetland,Non_Water,Wetland,Water
1149,Water,NULL,Wetland,Non_Water,Wetland,Forest
1150,Water,NULL,Wetland,Water,Wetland,Grassland
1151,Water,NULL,Wetland,Water,Wetland,Bareland
1152,Water,NULL,Wetland,Water,Wetland,Water
1153,Water,NULL,Wetland,Water,Wetland,Forest
1154,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1155,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1156,Water,NULL,Bareland,NULL,Non_Wetland,Water
1157,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1158,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1159,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1160,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1161,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1162,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1163,Water,NULL,Bareland,Water,Non_Wetland,Water
1164,Water,NULL,Bareland,Water,Non_Wetland,Forest
1165,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1166,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1167,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1168,Water,NULL,Water,NULL,Water,Water
1169,Water,NULL,Water,Non_Water,Water,Grassland
1170,Water,NULL,Water,Non_Water,Water,Bareland
1171,Water,NULL,Water,Non_Water,Water,Water
1172,Water,NULL,Water,Non_Water,Water,Forest
1173,Water,NULL,Water,Water,Water,Grassland
1174,Water,NULL,Water,Water,Water,Water
1175,Water,NULL,Water,Water,Water,Forest
1176,Water,NULL,Forest,NULL,Non_Wetland,NULL
1177,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1178,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1179,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1180,Water,NULL,Forest,NULL,Non_Wetland,Water
1181,Water,NULL,Forest,NULL,Non_Wetland,Forest
1182,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1183,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1184,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1185,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1186,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1187,Water,NULL,Forest,Water,Non_Wetland,Water
1188,Water,NULL,Forest,Water,Non_Wetland,Forest
1189,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1190,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1191,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1192,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1193,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1194,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1195,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1196,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1197,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1198,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1199,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1200,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1201,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1202,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1203,Water,Cropland,Wetland,Non_Water,Wetland,Water
1204,Water,Cropland,Wetland,Water,Wetland,Water
1205,Water,Cropland,Wetland,Water,Wetland,Forest
1206,Water,Cropland,Water,NULL,Water,Forest
1207,Water,Cropland,Water,Non_Water,Water,Water
1208,Water,Cropland,Water,Non_Water,Water,Forest
1209,Water,Cropland,Water,Water,Water,Water
1210,Water,Cropland,Water,Water,Water,Forest
1211,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1212,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1213,Water,Cropland,Forest,NULL,Non_Wetland,Water
1214,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1215,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1216,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1217,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1218,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1219,Water,Cropland,Forest,Water,Non_Wetland,Water
1220,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1221,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1222,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1223,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1224,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1225,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1226,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1227,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1228,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1229,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1230,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1231,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1232,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1233,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1234,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1235,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1236,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1237,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1238,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1239,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1240,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1241,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1242,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1243,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1244,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1245,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1246,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1247,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1248,Water,Bareland,Cropland,Water,Non_Wetland,Water
1249,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1250,Water,Bareland,Wetland,NULL,Wetland,Bareland
1251,Water,Bareland,Wetland,NULL,Wetland,Water
1252,Water,Bareland,Wetland,NULL,Wetland,Forest
1253,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1254,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1255,Water,Bareland,Wetland,Non_Water,Wetland,Water
1256,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1257,Water,Bareland,Wetland,Water,Wetland,Grassland
1258,Water,Bareland,Wetland,Water,Wetland,Bareland
1259,Water,Bareland,Wetland,Water,Wetland,Water
1260,Water,Bareland,Wetland,Water,Wetland,Forest
1261,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1262,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1263,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1264,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1265,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1266,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1267,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1268,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1269,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1270,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1271,Water,Bareland,Bareland,Water,Non_Wetland,Water
1272,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1273,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1274,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1275,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1276,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1277,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1278,Water,Bareland,Built-up,Water,Non_Wetland,Water
1279,Water,Bareland,Water,NULL,Water,Water
1280,Water,Bareland,Water,Non_Water,Water,Grassland
1281,Water,Bareland,Water,Non_Water,Water,Bareland
1282,Water,Bareland,Water,Non_Water,Water,Water
1283,Water,Bareland,Water,Non_Water,Water,Forest
1284,Water,Bareland,Water,Water,Water,Grassland
1285,Water,Bareland,Water,Water,Water,Bareland
1286,Water,Bareland,Water,Water,Water,Water
1287,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1288,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1289,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1290,Water,Bareland,Forest,NULL,Non_Wetland,Water
1291,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1292,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1293,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1294,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
