Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R
10208,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10209,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10210,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
10211,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10212,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10213,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10214,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10215,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10216,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10217,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10218,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10219,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10220,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10221,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10222,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10223,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10224,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
10225,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10226,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10227,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10228,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10229,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
10230,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10231,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10232,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10233,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10234,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10235,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10236,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10237,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10238,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
10239,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10240,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10241,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
10242,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
10243,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
10244,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10245,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
10246,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
10247,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10248,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
10249,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10250,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10251,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10252,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10253,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10254,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10255,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10256,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10257,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10258,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10259,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10260,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10261,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10262,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10265,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10266,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10267,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10268,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10269,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10270,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10271,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10272,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10273,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10274,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10275,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
10276,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10277,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10278,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10279,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10280,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10281,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10282,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10283,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10284,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10285,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10286,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10287,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
10288,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10289,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10290,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10291,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10292,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10293,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10294,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10295,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
10296,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10297,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
10298,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
10299,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
10300,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10301,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10302,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10303,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
10304,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
10305,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
10306,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10307,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10308,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
10309,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
10310,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
10311,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10312,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
10313,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
10314,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
10315,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
10316,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10317,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
10318,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
10319,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
10320,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
10321,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
10322,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
10323,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10324,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10325,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10326,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10327,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10328,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10329,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10330,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10331,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10332,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10333,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10334,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10335,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10336,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10337,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10338,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10339,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10340,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10341,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10342,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10343,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10344,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10345,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10346,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10347,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10348,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10349,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10350,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10351,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10352,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10353,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10354,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10355,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10356,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10357,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10358,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10359,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10360,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
10361,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10362,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10363,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10364,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10365,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10366,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10367,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10368,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10369,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10370,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10371,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10372,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10373,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10374,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
10375,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10376,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
10377,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10378,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10379,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10380,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10381,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10382,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
10383,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10384,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10385,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10386,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
10387,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10388,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10389,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
10390,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10391,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10392,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10393,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10394,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
10395,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10396,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10397,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10398,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10399,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10400,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10401,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10402,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10403,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10404,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10405,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10406,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10407,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10408,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
10409,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10410,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10411,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10412,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10413,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10414,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10415,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
10416,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10417,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10418,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
10419,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10420,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10421,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10422,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10423,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10424,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10425,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10426,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10427,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10428,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10429,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10430,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
10431,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10432,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10433,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
10434,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10435,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10436,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10437,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10438,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10439,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10440,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10441,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10442,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10443,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10444,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10445,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10446,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10447,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10448,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10449,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10450,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10451,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10452,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10453,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10454,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10455,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10456,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10457,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10458,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10459,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10460,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
10461,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10462,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10463,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10464,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10465,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10466,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10467,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
10468,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
10489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10521,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10522,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10523,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10524,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10525,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
10526,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10527,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10528,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10529,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
