Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDK_M_R
2422,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2423,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
2424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2425,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2426,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2427,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2428,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2429,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2430,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2431,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2432,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2433,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2434,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2435,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2436,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2437,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2438,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2439,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2440,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2441,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2442,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2443,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2444,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2445,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2446,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2447,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2452,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2453,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2454,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2456,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2457,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2458,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
2459,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2460,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
2461,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2462,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2463,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2464,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2465,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2466,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2467,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2468,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2469,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2470,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
2471,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2472,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2473,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2474,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2475,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2476,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2477,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2478,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2479,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2480,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2481,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2482,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2483,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2484,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2485,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2486,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2487,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
2488,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
2489,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2490,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2491,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2492,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2493,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2494,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2495,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2496,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2497,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2498,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2499,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2500,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2501,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2502,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2503,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2504,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2505,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
2506,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2507,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
2508,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2509,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2510,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
2511,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2512,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2513,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2514,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2515,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2516,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2517,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2518,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2519,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2520,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
2521,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2522,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2523,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
2524,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2525,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
2526,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2527,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2528,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2529,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2530,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2531,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
2532,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
2533,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
2534,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
2535,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
2536,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2537,Forest,NULL,Water,NULL,Water,Water,Forest,Bareland
2538,Forest,NULL,Water,NULL,Water,Water,Forest,Water
2539,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2540,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2541,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
2542,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
2543,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
2544,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
2545,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
2546,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
2547,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2548,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
2549,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2550,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2551,Forest,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2552,Forest,NULL,Water,Water,Water,Grassland,Water,Bareland
2553,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
2554,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
2555,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
2556,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
2557,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
2558,Forest,NULL,Water,Water,Water,Bareland,Forest,Bareland
2559,Forest,NULL,Water,Water,Water,Water,Grassland,Bareland
2560,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2561,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
2562,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2563,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
2564,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2565,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2566,Forest,NULL,Water,Water,Water,Water,Water,Water
2567,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2568,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2574,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2575,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2576,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2577,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2578,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2579,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2580,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2581,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2582,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2583,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2584,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2585,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2586,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2587,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2588,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2589,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2590,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2591,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2592,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2593,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2594,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2595,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2596,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2597,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2598,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2599,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2600,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2601,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2602,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2603,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2604,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2605,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2606,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2607,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2608,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2609,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2610,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2611,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2612,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2613,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2614,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2615,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2616,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2617,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2618,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2619,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2620,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2621,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2622,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2623,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2624,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2625,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2626,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2627,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2628,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2629,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2630,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2631,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2632,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2633,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2634,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2635,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2636,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2637,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2638,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2639,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2640,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2641,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
2642,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2643,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2644,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2645,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2646,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2647,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2648,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2649,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2650,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2651,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
2652,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2653,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
2654,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2655,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2656,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2657,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2658,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2659,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2660,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2661,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2662,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
2663,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2664,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2665,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2666,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2667,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2668,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Grassland
2669,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
2670,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
2671,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2672,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
2673,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
2674,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
2675,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2676,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
2677,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
2678,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
2679,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
2680,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
2681,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2682,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2683,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2684,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2685,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2686,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2687,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Bareland
2688,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2689,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
2690,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2691,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2692,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
2693,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
2694,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2695,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Water,Forest
2696,Forest,Bareland,Water,NULL,Water,Bareland,Forest,Grassland
2697,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
2698,Forest,Bareland,Water,Non_Water,Water,Water,Forest,Grassland
2699,Forest,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
2700,Forest,Bareland,Water,Water,Water,Water,Wetland,Grassland
2701,Forest,Bareland,Water,Water,Water,Water,Water,Water
2702,Forest,Bareland,Water,Water,Water,Water,Forest,Bareland
2703,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2704,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2705,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
2706,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2707,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2708,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2709,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2710,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2711,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2712,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2713,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2714,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2715,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2716,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2717,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2718,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2719,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2720,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2721,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2722,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2723,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2724,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2725,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2726,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2727,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2728,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2729,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2730,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2731,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2732,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2733,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2734,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2735,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2736,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2737,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2738,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2739,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2740,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2741,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2742,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2743,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2744,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2745,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2746,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2747,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2748,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2749,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2750,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2751,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2752,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2753,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2754,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2755,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2756,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2757,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2758,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2759,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2760,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2761,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
2762,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2763,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2764,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2765,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2766,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
