Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R
7161,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7162,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7163,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7164,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7165,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7166,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7167,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7168,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7169,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7170,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7171,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7172,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7173,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7174,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7175,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7176,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7177,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7178,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7179,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7180,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7181,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7182,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7183,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7184,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7185,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7186,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7187,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
7188,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7189,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7190,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
7191,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7192,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7193,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7194,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7195,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7196,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7197,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
7198,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
7199,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
7200,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
7201,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
7202,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7203,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7204,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
7205,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7206,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7207,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
7208,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
7209,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
7210,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7211,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7212,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
7213,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
7214,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7215,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7216,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
7217,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
7218,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7219,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
7220,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7221,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7222,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
7223,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
7224,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
7225,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7226,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
7227,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
7228,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
7229,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
7230,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
7231,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
7232,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
7233,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
7234,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
7235,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
7236,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7237,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
7238,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
7239,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7240,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7241,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7242,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
7243,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7244,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7245,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7246,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7247,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7248,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7249,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
7250,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7251,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7252,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
7253,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
7254,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
7255,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7256,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7257,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7258,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7259,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
7260,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7261,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7262,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7263,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
7264,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7265,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7266,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Wetland
7267,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
7268,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7269,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7270,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7271,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
7272,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
7273,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7274,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7275,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
7276,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7277,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7278,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7279,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7280,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7281,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7282,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7283,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7284,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7285,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7286,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7287,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7288,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7289,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7290,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
7291,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
7292,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
7293,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7294,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7295,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7296,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
7297,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
7298,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
7299,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
7300,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7301,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7302,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7303,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7304,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7305,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7306,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7307,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7308,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7309,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7310,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7311,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7312,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7313,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7314,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7315,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Wetland
7316,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7317,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7318,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7319,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
7320,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
7321,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7322,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
7323,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
7324,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7325,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7326,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7327,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7328,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
7329,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7330,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7331,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7332,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7333,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7334,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7335,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7336,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7337,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7338,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7339,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7340,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
7341,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7342,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7343,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7344,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
7345,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7346,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7347,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7348,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
7349,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7350,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
7351,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7352,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
7353,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
7354,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
7355,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
7356,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7357,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
7358,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7359,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
7360,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
7361,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7362,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
7363,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7364,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
7365,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7366,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Built-up
7367,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
7368,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
7369,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
7370,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
7371,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
7372,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
7373,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7374,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7375,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
7376,Forest,NULL,Water,Water,Water,NULL,NULL,Water
7377,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
7378,Forest,NULL,Water,Water,Water,Grassland,NULL,Forest
7379,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7380,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
7381,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
7382,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
7383,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
7384,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
7385,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
7386,Forest,NULL,Water,Water,Water,Wetland,Water,Water
7387,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
7388,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
7389,Forest,NULL,Water,Water,Water,Water,Grassland,Water
7390,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
7391,Forest,NULL,Water,Water,Water,Water,Water,Water
7392,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7393,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7394,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7395,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7396,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7397,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7398,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7399,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7400,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7401,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7402,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7403,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7404,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7405,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7406,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7407,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7408,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7409,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7410,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7411,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7412,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7413,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7414,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7415,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7416,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7417,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7418,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7419,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7420,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7421,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7422,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7423,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7424,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7425,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7426,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
7427,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7428,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7429,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7430,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7431,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7432,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
7433,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7434,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7435,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7436,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
7437,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7438,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7439,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
7440,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7441,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7442,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7443,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7444,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7445,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7446,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7447,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7448,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7449,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7450,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7451,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7452,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7453,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7454,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7455,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
7456,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7457,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7458,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7459,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7460,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7461,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7462,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
7463,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
7464,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7465,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7466,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7467,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7469,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7470,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7471,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7472,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7473,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7474,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7475,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7476,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7477,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7478,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7479,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7480,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7481,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7482,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7483,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7484,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7485,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7486,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7487,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7488,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7489,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
7490,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
7491,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7492,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7493,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7494,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7495,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7496,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
7497,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7498,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7499,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
