Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZV_M_R
707,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
708,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
709,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
710,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
711,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
712,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
713,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
714,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
715,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
716,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
717,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
718,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
719,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
720,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
721,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
722,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
723,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
724,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
725,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
726,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
727,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
728,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
729,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
730,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
731,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
732,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
733,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
734,Forest,Water,Water,NULL,Water,NULL,Water,NULL
735,Forest,Water,Water,NULL,Water,Grassland,Wetland,NULL
736,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
737,Forest,Water,Water,NULL,Water,Grassland,Forest,NULL
738,Forest,Water,Water,NULL,Water,Water,Forest,NULL
739,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
740,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
741,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
742,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
743,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
744,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
745,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
746,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
747,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
748,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
749,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
750,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
751,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
752,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
753,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
754,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
756,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
757,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
758,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
759,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
760,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
761,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
762,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
763,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
764,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
765,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
766,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
767,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
768,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
769,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
773,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
775,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
776,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
777,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
778,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
779,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
780,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
781,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
782,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
783,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
784,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
785,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
786,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
787,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
788,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
789,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
790,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
791,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
792,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
793,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
794,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
795,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
796,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
797,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
798,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
799,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
800,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
801,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
802,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
803,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
804,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
805,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
806,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
807,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
808,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
809,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
810,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
811,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
812,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
813,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
814,Forest,Forest,Water,NULL,Water,Grassland,Forest,NULL
815,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
816,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
817,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
818,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
819,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
820,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
821,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
822,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
823,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
824,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
825,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
826,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
827,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
828,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
829,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
830,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
