Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUJ_M_R
3011,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3012,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3013,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3014,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3015,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3016,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3017,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3018,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
3019,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
3020,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3021,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
3022,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3023,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3024,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3025,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3026,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3027,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3028,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3029,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3030,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
3031,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
3032,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
3033,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3034,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
3035,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3036,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3037,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3038,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3039,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3040,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3041,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3042,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3043,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3044,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3045,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3046,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3047,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3048,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3049,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3050,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
3051,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3052,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3053,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3054,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3055,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3056,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3057,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3058,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3059,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3060,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3061,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3062,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3063,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3064,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3065,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
3066,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3067,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3068,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3069,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3070,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3071,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3072,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3073,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3074,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3075,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3076,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3077,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3078,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3079,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3080,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3081,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3082,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3083,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3084,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3085,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3086,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3087,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3088,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3089,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3090,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3091,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3092,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3093,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3094,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3095,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3096,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3097,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3098,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3099,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3100,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3101,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3102,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3103,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3104,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3105,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3106,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3107,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3108,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3109,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3110,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3111,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3112,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3113,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3114,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3115,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3116,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3117,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3118,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3119,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3120,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3121,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3122,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3123,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3124,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3125,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3126,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3127,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3128,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3129,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3130,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3131,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3132,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3133,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3134,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3135,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3136,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3137,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3138,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3139,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3140,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3141,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3142,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3143,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3144,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3145,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3146,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3147,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
3148,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3149,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3150,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3151,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3152,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3153,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3154,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3155,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3156,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3157,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3158,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3159,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3160,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
3161,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3162,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3163,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3164,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3165,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3166,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3167,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3168,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3169,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3170,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3171,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
3172,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3173,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3174,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3175,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3176,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3177,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3178,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3179,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3180,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3181,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3182,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3183,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3184,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3185,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3186,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3187,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
3188,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3189,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3190,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3191,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3192,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3193,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3194,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3195,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3196,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3197,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3198,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3199,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3200,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3201,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
3202,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3203,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3204,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3205,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3206,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3207,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3208,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3209,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3210,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
3211,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3212,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
3213,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3214,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3215,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3216,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3217,Water,Water,Water,NULL,Water,NULL,Water,Water
3218,Water,Water,Water,NULL,Water,NULL,Water,Forest
3219,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3220,Water,Water,Water,NULL,Water,Grassland,Grassland,Wetland
3221,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
3222,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3223,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3224,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3225,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
3226,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3227,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3228,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
3229,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
3230,Water,Water,Water,NULL,Water,Grassland,Water,Water
3231,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3232,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3233,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
3234,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3235,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
3236,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
3237,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
3238,Water,Water,Water,NULL,Water,Wetland,Water,Water
3239,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3240,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3241,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
3242,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3243,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
3244,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3245,Water,Water,Water,NULL,Water,Bareland,Water,Water
3246,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3247,Water,Water,Water,NULL,Water,Bareland,Forest,Bareland
3248,Water,Water,Water,NULL,Water,Water,NULL,Water
3249,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3250,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
3251,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3252,Water,Water,Water,NULL,Water,Water,Grassland,Water
3253,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3254,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3255,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
3256,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
3257,Water,Water,Water,NULL,Water,Water,Wetland,Water
3258,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3259,Water,Water,Water,NULL,Water,Water,Water,Grassland
3260,Water,Water,Water,NULL,Water,Water,Water,Wetland
3261,Water,Water,Water,NULL,Water,Water,Water,Bareland
3262,Water,Water,Water,NULL,Water,Water,Water,Water
3263,Water,Water,Water,NULL,Water,Water,Water,Forest
3264,Water,Water,Water,NULL,Water,Water,Forest,Wetland
3265,Water,Water,Water,NULL,Water,Water,Forest,Water
3266,Water,Water,Water,NULL,Water,Water,Forest,Forest
3267,Water,Water,Water,NULL,Water,Forest,Water,Water
3268,Water,Water,Water,NULL,Water,Forest,Water,Forest
3269,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3270,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3271,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
3272,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
3273,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3274,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3275,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3276,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
3277,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3278,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3279,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3280,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3281,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3282,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3283,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3284,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3285,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3286,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3287,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3288,Water,Water,Water,Non_Water,Water,Water,Water,Water
3289,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3290,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3291,Water,Water,Water,Non_Water,Water,Forest,Water,Water
3292,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3293,Water,Water,Water,Water,Water,NULL,Wetland,Water
3294,Water,Water,Water,Water,Water,NULL,Water,Water
3295,Water,Water,Water,Water,Water,NULL,Water,Forest
3296,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3297,Water,Water,Water,Water,Water,Grassland,Grassland,Bareland
3298,Water,Water,Water,Water,Water,Grassland,Grassland,Water
3299,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3300,Water,Water,Water,Water,Water,Grassland,Wetland,Water
3301,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3302,Water,Water,Water,Water,Water,Grassland,Built-up,Grassland
3303,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3304,Water,Water,Water,Water,Water,Grassland,Water,Wetland
3305,Water,Water,Water,Water,Water,Grassland,Water,Bareland
3306,Water,Water,Water,Water,Water,Grassland,Water,Water
3307,Water,Water,Water,Water,Water,Grassland,Water,Forest
3308,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
3309,Water,Water,Water,Water,Water,Wetland,Grassland,Water
3310,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3311,Water,Water,Water,Water,Water,Wetland,Water,Water
3312,Water,Water,Water,Water,Water,Wetland,Water,Forest
3313,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3314,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3315,Water,Water,Water,Water,Water,Bareland,Water,Water
3316,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3317,Water,Water,Water,Water,Water,Built-up,Water,Water
3318,Water,Water,Water,Water,Water,Water,NULL,Wetland
3319,Water,Water,Water,Water,Water,Water,NULL,Water
3320,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3321,Water,Water,Water,Water,Water,Water,Grassland,Wetland
3322,Water,Water,Water,Water,Water,Water,Grassland,Water
3323,Water,Water,Water,Water,Water,Water,Grassland,Forest
3324,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3325,Water,Water,Water,Water,Water,Water,Wetland,Wetland
3326,Water,Water,Water,Water,Water,Water,Wetland,Water
3327,Water,Water,Water,Water,Water,Water,Wetland,Forest
3328,Water,Water,Water,Water,Water,Water,Built-up,Water
3329,Water,Water,Water,Water,Water,Water,Water,Grassland
3330,Water,Water,Water,Water,Water,Water,Water,Wetland
3331,Water,Water,Water,Water,Water,Water,Water,Bareland
3332,Water,Water,Water,Water,Water,Water,Water,Water
3333,Water,Water,Water,Water,Water,Water,Water,Forest
3334,Water,Water,Water,Water,Water,Water,Forest,Water
3335,Water,Water,Water,Water,Water,Forest,Water,Water
3336,Water,Water,Water,Water,Water,Forest,Water,Forest
3337,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3338,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3339,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3340,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3341,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3342,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3343,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3344,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3345,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3346,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3347,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3348,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3349,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3350,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3351,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3352,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3353,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3354,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3355,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3356,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3357,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3358,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3359,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3360,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3361,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3362,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3363,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3364,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3365,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3366,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3367,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3368,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3369,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3370,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3371,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3372,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3373,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3374,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3375,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3376,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3377,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3378,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3379,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3380,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3381,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3382,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3383,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3384,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3385,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3386,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3387,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3388,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3389,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3390,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3391,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3392,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3393,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3394,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3395,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3396,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
3397,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3398,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
