Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R
2172,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2173,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2174,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2175,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2176,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2177,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2178,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2179,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2180,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2181,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2182,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2183,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2184,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2185,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
2186,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2187,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2188,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
2189,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2190,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2191,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2192,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2193,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2194,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2195,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2196,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2197,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2198,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2199,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2200,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2201,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2202,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2203,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2204,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2205,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2206,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2207,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2208,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2209,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2210,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2211,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2212,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2213,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2214,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2215,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2216,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2217,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2218,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2219,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2221,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2222,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2223,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2224,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2225,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2226,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2227,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2228,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2229,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2230,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2231,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2232,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2233,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2234,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2235,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2236,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2237,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2238,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2239,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2240,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2241,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2242,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2243,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2244,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2245,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2246,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2247,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2248,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2250,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2251,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2252,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2253,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2254,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2255,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2256,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2260,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2261,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2262,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2263,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2264,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2265,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2266,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2267,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2268,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2269,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2270,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2271,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2272,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2273,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2274,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2275,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2277,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2278,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2279,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2280,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2281,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2282,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2283,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2284,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2285,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2286,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2287,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2288,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2289,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2290,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2292,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2293,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2295,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2296,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2297,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2298,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2299,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2300,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2301,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2302,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2303,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2304,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2305,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2306,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2307,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2308,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2309,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2310,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2311,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2312,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2313,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2314,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2315,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2316,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2317,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2318,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2319,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2320,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2321,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2322,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2323,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2324,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2325,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2326,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2327,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2328,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2329,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2330,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2331,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2332,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2333,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2334,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2335,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2336,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2337,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2338,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2339,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2340,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2341,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2342,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2343,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2344,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2345,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2346,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2347,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2348,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2349,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2350,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2351,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2352,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2353,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2354,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2355,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2356,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2357,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2358,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2359,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2360,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2361,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2362,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2363,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2364,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2365,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2366,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2367,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2368,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2369,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2370,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2371,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2372,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2373,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2374,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2375,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2376,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2380,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2381,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2383,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2384,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2385,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2386,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2387,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2388,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2389,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2390,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2391,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2392,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2393,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2394,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2395,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2396,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2397,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2398,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2399,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2401,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2402,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2403,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2404,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2405,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2406,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2408,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2409,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2410,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2411,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2412,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2413,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2414,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2415,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2416,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2417,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2418,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2419,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2420,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2421,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2422,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2423,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2424,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2425,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2426,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2427,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2428,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2429,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2430,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2431,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2432,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2433,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2434,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2435,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2436,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2437,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2438,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2439,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2440,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2441,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2442,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2443,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2444,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2445,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2446,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2447,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2448,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2449,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2450,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2451,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2452,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2453,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2454,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2455,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2456,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2457,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2458,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2459,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2460,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2461,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2462,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2463,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2464,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2465,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2466,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2467,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2468,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2469,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2470,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2471,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2472,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2473,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2474,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2475,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2476,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2477,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2478,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2479,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2480,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2481,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2483,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2484,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2485,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2486,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2487,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2488,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2489,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2490,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2491,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2492,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2493,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2494,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2495,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2496,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2497,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2498,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2499,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2500,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
